Textbox8,tbToday,Textbox2
All Instrument Types By Location,Report Generated: 3/9/2012,Total Instruments (761)

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

LocationCode,SubsiteName,SiteNumber,SiteCode,NodeTypeName,NodeSequence,SensorInstrumentName,SensorInstrumentClass,SensorCount
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,CTD_profiler,CTDPF,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,oxygen_dissolved_fastresp,DOFST,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,Fluorometer_three_wavelength,FLORT,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,nutrient_Nitrate,NUTNR,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,attenuation_absorption_optical,OPTAA,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,PAR,PARAD,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,pCO2_water,PCO2W,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,spectral_irradiance,SPKIR,1
CE07SHSP-SP001,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,Velocity_point_3D_turb,VEL3D,1
CE09OSPM-WF001,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,CTD_profiler,CTDPF,1
CE09OSPM-WF001,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,oxygen_dissolved_fastresp,DOFST,1
CE09OSPM-WF001,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,Fluorometer_three_wavelength,FLORT,1
CE09OSPM-WF001,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,PAR,PARAD,1
CE09OSPM-WF001,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,Velocity_point_3D_turb,VEL3D,1
CE09OSSM-MF004,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,Velocity_Profile_Long_Range,ADCPS,1
CE09OSSM-MF004,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,oxygen_dissolved_stable,DOSTA,1
CE09OSSM-MF004,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,attenuation_absorption_optical,OPTAA,1
CE09OSSM-MF004,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,pCO2_water,PCO2W,1
CE09OSSM-MF005,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,camera_digital_still_strobe,CAMDS,1
CE09OSSM-MF005,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,CTD_bottom_pumped,CTDBP,1
CE09OSSM-MF005,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,pressure_SF,PRESF,1
CE09OSSM-MF005,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,Velocity_point_3D_turb,VEL3D,1
CE09OSSM-RI002,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),002,CTD_bottom_pumped,CTDBP,1
CE09OSSM-RI002,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),002,oxygen_dissolved_stable,DOSTA,1
CE09OSSM-RI002,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),002,pH_stable,PHSEN,1
CE09OSSM-RI002,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),002,Velocity_point,VELPT,1
CE09OSSM-RI003,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,Velocity_Profile_Short_Range,ADCPT,1
CE09OSSM-RI003,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,Fluorometer_three_wavelength,FLORT,1
CE09OSSM-RI003,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,nutrient_Nitrate,NUTNR,1
CE09OSSM-RI003,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,attenuation_absorption_optical,OPTAA,1
CE09OSSM-RI003,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,spectral_irradiance,SPKIR,1
CE09OSSM-SB001,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,flux_direct_cov_HP,FDCHP,1
CE09OSSM-SB001,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,Meteorology_bulk,METBK,2
CE09OSSM-SB001,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,pCO2_air-sea,PCO2A,1
CE09OSSM-SB001,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,Velocity_point,VELPT,1
CE09OSSM-SB001,Endurance WA Offshore Surface Mooring,09,OSSM,SB (Surface Buoy),001,wave_spectra_surface,WAVSS,1
CP01CNSM-MF004,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,Velocity_Profile_Short_Range,ADCPT,1
CP01CNSM-MF004,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,oxygen_dissolved_stable,DOSTA,1
CP01CNSM-MF004,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,attenuation_absorption_optical,OPTAA,1
CP01CNSM-MF004,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,Velocity_point,VELPT,1
CP01CNSM-MF005,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),005,CTD_bottom_pumped,CTDBP,1
CP01CNSM-MF005,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),005,pCO2_water,PCO2W,1
CP01CNSM-MF005,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),005,pressure_SF,PRESF,1
CP01CNSM-MF005,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),005,plankton_ZP_sonar_coastal,ZPLSC,1
CP01CNSM-RI002,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),002,CTD_bottom_pumped,CTDBP,1
CP01CNSM-RI002,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),002,attenuation_absorption_optical,OPTAA,1
CP01CNSM-RI002,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),002,Velocity_point,VELPT,1
CP01CNSM-RI003,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,oxygen_dissolved_stable,DOSTA,1
CP01CNSM-RI003,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,Fluorometer_three_wavelength,FLORT,1
CP01CNSM-RI003,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,nutrient_Nitrate,NUTNR,1
CP01CNSM-RI003,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,pH_stable,PHSEN,1
CP01CNSM-RI003,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,spectral_irradiance,SPKIR,1
CP01CNSM-SB001,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,flux_direct_cov_LP,FDCLP,1
CP01CNSM-SB001,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,Meteorology_bulk,METBK,2
CP01CNSM-SB001,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,pCO2_air-sea,PCO2A,1
CP01CNSM-SB001,Pioneer Central Surface Mooring,01,CNSM,SB (Surface Buoy),001,wave_spectra_surface,WAVSS,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,CTD_profiler,CTDPF,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,oxygen_dissolved_fastresp,DOFST,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,Fluorometer_three_wavelength,FLORT,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,nutrient_Nitrate,NUTNR,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,attenuation_absorption_optical,OPTAA,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,PAR,PARAD,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,pCO2_water,PCO2W,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,spectral_irradiance,SPKIR,1
CP01CNSP-SP001,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,Velocity_point_3D_turb,VEL3D,1
CP02PMCI-RI001,Pioneer Central Inshore Profiler Mooring,02,PMCI,RI (Mooring Riser),001,Velocity_Profile_Short_Range,ADCPT,1
CP02PMCI-WF001,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,CTD_profiler,CTDPF,1
CP02PMCI-WF001,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,oxygen_dissolved_fastresp,DOFST,1
CP02PMCI-WF001,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,Fluorometer_three_wavelength,FLORT,1
CP02PMCI-WF001,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,PAR,PARAD,1
CP02PMCI-WF001,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,Velocity_point_3D_turb,VEL3D,1
CP02PMCO-RI001,Pioneer Central Offshore Profiler Mooring,02,PMCO,RI (Mooring Riser),001,Velocity_Profile_Short_Range,ADCPT,1
CP02PMCO-WF001,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,CTD_profiler,CTDPF,1
CP02PMCO-WF001,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,oxygen_dissolved_fastresp,DOFST,1
CP02PMCO-WF001,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,Fluorometer_three_wavelength,FLORT,1
CP02PMCO-WF001,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,PAR,PARAD,1
CP02PMCO-WF001,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,Velocity_point_3D_turb,VEL3D,1
CP02PMUI-RI001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,RI (Mooring Riser),001,Velocity_Profile_Short_Range,ADCPT,1
CP02PMUI-WF001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,CTD_profiler,CTDPF,1
CP02PMUI-WF001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,oxygen_dissolved_fastresp,DOFST,1
CP02PMUI-WF001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,Fluorometer_three_wavelength,FLORT,1
CP02PMUI-WF001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,PAR,PARAD,1
CP02PMUI-WF001,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,Velocity_point_3D_turb,VEL3D,1
CP02PMUO-RI001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,RI (Mooring Riser),001,Velocity_Profile_Long_Range,ADCPS,1
CP02PMUO-WF001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,CTD_profiler,CTDPF,1
CP02PMUO-WF001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,oxygen_dissolved_fastresp,DOFST,1
CP02PMUO-WF001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,Fluorometer_three_wavelength,FLORT,1
CP02PMUO-WF001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,PAR,PARAD,1
CP02PMUO-WF001,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,Velocity_point_3D_turb,VEL3D,1
CP03ISSM-MF004,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),004,CTD_bottom_pumped,CTDBP,1
CP03ISSM-MF004,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),004,oxygen_dissolved_stable,DOSTA,1
CP03ISSM-MF004,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),004,pH_stable,PHSEN,1
CP03ISSM-MF004,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),004,Velocity_point,VELPT,1
CP03ISSM-MF005,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,Velocity_Profile_Short_Range,ADCPT,1
CP03ISSM-MF005,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,attenuation_absorption_optical,OPTAA,1
CP03ISSM-MF005,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,pCO2_water,PCO2W,1
CP03ISSM-MF005,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,pressure_SF,PRESF,1
CP03ISSM-MF005,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,plankton_ZP_sonar_coastal,ZPLSC,1
CP03ISSM-RI002,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,oxygen_dissolved_stable,DOSTA,1
CP03ISSM-RI002,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,attenuation_absorption_optical,OPTAA,1
CP03ISSM-RI002,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,pH_stable,PHSEN,1
CP03ISSM-RI002,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,spectral_irradiance,SPKIR,1
CP03ISSM-RI003,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),003,CTD_bottom_pumped,CTDBP,1
CP03ISSM-RI003,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),003,Fluorometer_three_wavelength,FLORT,1
CP03ISSM-RI003,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),003,nutrient_Nitrate,NUTNR,1
CP03ISSM-RI003,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),003,Velocity_point,VELPT,1
CP03ISSM-SB001,Pioneer Inshore Surface Mooring,03,ISSM,SB (Surface Buoy),001,flux_direct_cov_LP,FDCLP,1
CP03ISSM-SB001,Pioneer Inshore Surface Mooring,03,ISSM,SB (Surface Buoy),001,Meteorology_bulk,METBK,1
CP03ISSM-SB001,Pioneer Inshore Surface Mooring,03,ISSM,SB (Surface Buoy),001,pCO2_air-sea,PCO2A,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,CTD_profiler,CTDPF,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,oxygen_dissolved_fastresp,DOFST,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,Fluorometer_three_wavelength,FLORT,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,nutrient_Nitrate,NUTNR,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,attenuation_absorption_optical,OPTAA,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,PAR,PARAD,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,pCO2_water,PCO2W,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,spectral_irradiance,SPKIR,1
CP03ISSP-SP001,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler / Shallow Profiler),001,Velocity_point_3D_turb,VEL3D,1
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,CTD_profiler,CTDPF,1
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,oxygen_dissolved_fastresp,DOFST,1
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,Fluorometer_three_wavelength,FLORT,1
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,PAR,PARAD,1
CP04OSPM-WF001,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,Velocity_point_3D_turb,VEL3D,1
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,CTD_bottom_pumped,CTDBP,1
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,oxygen_dissolved_stable,DOSTA,1
CP04OSSM-MF004,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,Velocity_point,VELPT,1
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,Velocity_Profile_Long_Range,ADCPS,1
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,attenuation_absorption_optical,OPTAA,1
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,pCO2_water,PCO2W,1
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,pressure_SF,PRESF,1
CP04OSSM-MF005,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,plankton_ZP_sonar_coastal,ZPLSC,1
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,oxygen_dissolved_stable,DOSTA,1
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,attenuation_absorption_optical,OPTAA,1
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,pH_stable,PHSEN,1
CP04OSSM-RI002,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,spectral_irradiance,SPKIR,1
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,CTD_bottom_pumped,CTDBP,1
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,Fluorometer_three_wavelength,FLORT,1
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,nutrient_Nitrate,NUTNR,1
CP04OSSM-RI003,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,Velocity_point,VELPT,1
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,flux_direct_cov_LP,FDCLP,1
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,Meteorology_bulk,METBK,1
CP04OSSM-SB001,Pioneer Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,pCO2_air-sea,PCO2A,1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,velocity_profile_mobile_asset,ADCPA,1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,CTD_AUV,CTDAV,1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,oxygen_dissolved_stable,DOSTA,1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,Fluorometer_three_wavelength,FLORT,1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,nutrient_four_channel,NUTR4,1
CP05MOAS-AV001,Pioneer Mobile Assets,05,MOAS,AV (AUV),001,PAR,PARAD,1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,velocity_profile_mobile_asset,ADCPA,1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,CTD_AUV,CTDAV,1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,oxygen_dissolved_stable,DOSTA,1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,Fluorometer_three_wavelength,FLORT,1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,nutrient_four_channel,NUTR4,1
CP05MOAS-AV002,Pioneer Mobile Assets,05,MOAS,AV (AUV),002,PAR,PARAD,1
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,velocity_profile_mobile_asset,ADCPA,1
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,CTD_AUV,CTDAV,1
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,oxygen_dissolved_stable,DOSTA,1
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,Fluorometer_three_wavelength,FLORT,1
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,nutrient_four_channel,NUTR4,1
CP05MOAS-AV003,Pioneer Mobile Assets,05,MOAS,AV (AUV),003,PAR,PARAD,1
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,velocity_profile_mobile_asset,ADCPA,1
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,CTD_glider,CTDGV,1
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,oxygen_dissolved_stable,DOSTA,1
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,Fluorometer_three_wavelength,FLORT,1
CP05MOAS-GL001,Pioneer Mobile Assets,05,MOAS,GL (Gliders),001,PAR,PARAD,1
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,velocity_profile_mobile_asset,ADCPA,1
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,CTD_glider,CTDGV,1
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,oxygen_dissolved_stable,DOSTA,1
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,Fluorometer_three_wavelength,FLORT,1
CP05MOAS-GL002,Pioneer Mobile Assets,05,MOAS,GL (Gliders),002,PAR,PARAD,1
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,velocity_profile_mobile_asset,ADCPA,1
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,CTD_glider,CTDGV,1
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,oxygen_dissolved_stable,DOSTA,1
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,Fluorometer_three_wavelength,FLORT,1
CP05MOAS-GL003,Pioneer Mobile Assets,05,MOAS,GL (Gliders),003,PAR,PARAD,1
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,velocity_profile_mobile_asset,ADCPA,1
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,CTD_glider,CTDGV,1
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,oxygen_dissolved_stable,DOSTA,1
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,Fluorometer_three_wavelength,FLORT,1
CP05MOAS-GL004,Pioneer Mobile Assets,05,MOAS,GL (Gliders),004,PAR,PARAD,1
CP05MOAS-GL005,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,velocity_profile_mobile_asset,ADCPA,1
CP05MOAS-GL005,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,CTD_glider,CTDGV,1
CP05MOAS-GL005,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,oxygen_dissolved_stable,DOSTA,1
CP05MOAS-GL005,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,Fluorometer_three_wavelength,FLORT,1
CP05MOAS-GL005,Pioneer Mobile Assets,05,MOAS,GL (Gliders),005,PAR,PARAD,1
CP05MOAS-GL006,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,velocity_profile_mobile_asset,ADCPA,1
CP05MOAS-GL006,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,CTD_glider,CTDGV,1
CP05MOAS-GL006,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,oxygen_dissolved_stable,DOSTA,1
CP05MOAS-GL006,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,Fluorometer_three_wavelength,FLORT,1
CP05MOAS-GL006,Pioneer Mobile Assets,05,MOAS,GL (Gliders),006,PAR,PARAD,1
GA01SUMO-RI002,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,Velocity_Profile_Long_Range,ADCPS,1
GA01SUMO-RI002,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,CTD_mooring,CTDMO,1
GA01SUMO-RI002,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,Fluorometer_two_wavelength,FLORD,1
GA01SUMO-RI002,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,Velocity_point,VELPT,1
GA01SUMO-RI003,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,CTD_mooring,CTDMO,12
GA01SUMO-RI003,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),003,pH_stable,PHSEN,2
GA01SUMO-SB001,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,flux_direct_cov_HP,FDCHP,1
GA01SUMO-SB001,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,Meteorology_bulk,METBK,2
GA01SUMO-SB001,Argentine Basin Surface Mooring,01,SUMO,SB (Surface Buoy),001,pCO2_air-sea,PCO2A,1
