__pk_ScreenElement_ID,_fk_Graphic_ID,_fk_HelpTag_ID,_fk_MessageString_ID,_fk_ScreenLabel_ID,_fk_State_ID,_fk_Widget_ID,Default Value,Description,Name
"2163636","","2290493","","2090003","","2130023","","","_id [InstrumentDevice] (text_short)"
"2163637","","2290493","","2090003","","2130023","","","_id [PlatformDevice] (text_short)"
"2163638","","2290493","","2090003","","2130023","","","_id [Policy] (text_short)"
"2163639","","2290493","","2090003","","2130023","","","_id [Observatory] (text_short)"
"2163643","","2290461","","2090080","","2130023","","","internal_battery [InstrumentModel] (text_short)"
"2163764","","2291012","","2090575","","2130034","","list of tests executed on this variableone per table rowColumn Headers: Status, Test, % Below Lower Limit, Lower Limit, % Above Upper Limit, Upper Limit, % Failed Total, Reference TableRow headers are names of tests","QA/QC Tests (table)"
"2163772","","2290881","","2090572","","2130026","","need attributes for file name, file type, date created, date modified, Created By, Modified By, Size","Attachments [TaskableResource] (block)"
"2163777","","2290801","","2090005","","2130026","","","Description [TaskableResource] (block)"
"2163779","","2290806","","2090552","","2130026","","","Identification [TaskableResource] (block)"
"2163784","","2290836","","2090147","","2130026","","","Policies [TaskableResource] (block)"
"2163786","","2290844","","2090105","","2130026","","","Recent Events [TaskableResource] (block)"
"2163789","","2290861","","2090389","","2130026","","need attributes: uptime, number of open tickets","Status Bar Text [TaskableResource] (block)"
"2163790","","2290866","","2090389","","2130026","","need attributes for TaskableResource:power_status_roll_upcommunications_status_roll_updata_status_roll_uplocation_status_roll_up","Title Bar [TaskableResource] (block)"
"2163795","","2290866","","2090389","","2130026","","need attributes for InformationResource:power_status_roll_upcommunications_status_roll_updata_status_roll_uplocation_status_roll_up","Title Bar [InformationResource] (block)"
"2163796","","2290840","","2090146","","2130026","","need attribute: power_status_roll_updisplays rollup values over timeneed rollup inputs, algorithm, and attributes","Power Status Overview [Device] (block)"
"2163799","","2290784","","2090386","","2130026","","need attribute: communication_status_roll_up for Resourcedisplays rollup values over timeneed rollup inputs, algorithm, and attributes","Communications Status Overview [Device] (block)"
"2163800","","2290799","","2090097","","2130026","","need attribute: data_status_roll_up for Resourcedisplays rollup values over timeneed rollup inputs, algorithm, and attributes","Data Status Overview [Device] (block)"
"2163802","","2290816","","2090027","","2130026","","need attribute: location_status_roll_up for Resourcedisplays rollup values over timeneed rollup inputs, algorithm, and attributes","Location Status Overview [Device] (block)"
"2163811","","2290919","","2090573","","2130025","","","Marine Equipment (group)"
"2163812","","2290922","","2090577","","2130025","","","News (group)"
"2163813","","2290818","","2090389","","2130026","","","Marine Equipment [Collection] (block)"
"2163814","","2290874","","2090579","","2130039","","Lists variables for collective set (list) of data  with selection checkboxes. Variables checked show in current location map.","Data Displayed [DataProduct] (checkbox)"
"2163816","","2290877","","2090581","","2130032","","List times: 1, 2, 3, 5, 8, 12,18, 24, 48, 72 hours with selection slider ","Recency Slider (extent_temporal)"
"2163817","","2290982","","2090389","","2130036","","Map displays indicators (differentiated by color & shape) reflecting ??","Current Location [DataProduct] (map)"
"2163818","","2291013","","2090582","","2130034","","List of recently updated DataProductsOne per table lineTable headings: <indicator>, Updated, Name, Date, DescriptionRow headers:  Data Product Names","Recent Updates (Dashboard) (table)"
"2163820","","2291059","","2090583","","2130043","","list of recently created/updated images attached to <any?> data product  in currently selected org","Recent Image [Org] (tile)"
"2163821","","2291058","","2090584","","2130043","","list of recently viewed resources from <any?> data product  in currently selected org","Popular Resource (tile)"
"2163822","","2290867","","2090585","","2130026","","list of recent, unusual events from <any?> data product  in currently selected org","Unusual Events [Collecions] (block)"
"2163823","","2290845","","2090583","","2130026","","list of recently created/updated images attached to <any?> data product  in currently selected org","Recent Images [Collection] (block)"
"2163824","","2291057","","2090389","","2130043","","DataProduct tiles are used in user's dashboard","Data Product Tile (tile)"
"2163829","","2290574","","2090389","","2130047","","","content [Attachment] (image)"
"2163839","","2290837","","2090584","","2130026","","list of recently viewed resources from <any?> data product  in currently selected org","Popular Resources [Collections] (block)"
"2163841","","2290821","","2090587","","2130026","","FIX - block can't be tied to an object type","My Alerts [UserInfo] (block)"
"2163842","","2290975","","2090389","","2130042","","","My Alerts (list)"
"2163843","2110057","2290680","","2090389","","2130048","","","severity_indicator [Event] (icon)"
"2163844","","2290823","","2090505","","2130026","","","My Resources [UserInfo] (block)"
"2163845","","2290976","","2090389","","2130042","","","My Resources (list)"
"2163846","","2290822","","2090588","","2130026","","","My Recent Events [UserInfo] (block)"
"2163848","","2290789","","2090097","","2130026","","","Data [InstrumentDevice] (block)"
"2163002","","2290998","","2090097","","2130034","","all values for each variable over time","Data (table)"
"2163849","","2290855","","2090026","","2130026","","","Sensors [InstrumentDevice] (block)"
"2163850","","2290834","","2090487","","2130026","","","Platforms [Org] (block)"
"2163851","","2290903","","2090441","","2130026","","","Data Products [Org] (block)"
"2163852","","2290794","","2090723","","2130026","","","Data Processes [Org] (block)"
"2163853","","2290836","","2090788","","2130026","","","Policies [Org] (block)"
"2163854","","2290810","","2090491","","2130026","","","Instruments Not Deployed [Org] (block)"
"2163855","","2290775","","2090264","","2130026","","","Callout Instruments [Org] (block)"
"2163856","","2290850","","2090829","","2130026","","","Requests - Open [UserInfo] (block)"
"2163857","","2290947","","2090516","","2130026","","","Resources [UserInfo] (block)"
"2163859","","2290881","","2090572","","2130026","","","Attachments [PlatformDevice] (block)"
"2163860","","2290809","","2090264","","2130026","","","Instruments [PlatformDevice] (block)"
"2163861","","2290795","","2090097","","2130026","","","Data Product Status Overview [Org] (block)"
"2163862","","2290820","","2090573","","2130026","","","Marine Equipment Status Overview [Org] (block)"
"2163863","","2290865","","2090575","","2130026","","","Tests [DataProduct] (block)"
"2163864","","2290807","","2090576","","2130026","","","Inputs [DataProduct] (block)"
"2163865","","2290836","","2090147","","2130026","","","Policies [InstrumentDevice] (block)"
"2163866","","2290844","","2090105","","2130026","","","Recent Events [InstrumentDevice] (block)"
"2163867","","2291018","","2090026","","2130034","","","Sensors (table)"
"2163868","","2290855","","2090107","","2130026","","","Sensors [PlatformDevice] (block)"
"2163876","","2290881","","2090572","","2130026","","","Attachments [InformationResource] (block)"
"2163877","","2290881","","2090572","","2130026","","","Attachments [Resource] (block)"
"2163878","","2290902","","2090440","","2130025","","","Data Processes Status (group)"
"2163884","","2290626","","2090389","","2130029","","","Contact Information (attribute_group)"
"2163885","","2290631","","2090482","","2130023","","","street_address [ContactInformation] (text_short)"
"2163887","","2290633","","2090410","","2130023","","","email [ContactInformation] (text_short)"
"2163889","","2290638","","2090706","","2130023","","","administrative_area [ContactInformation] (text_short)"
"2163890","","2290635","","2090447","","2130023","","","individual_name_family [ContactInformation] (text_short)"
"2163891","","2290634","","2090446","","2130023","","","individual_names_given [ContactInformation] (text_short)"
"2163892","","2290663","","2090411","","2130023","","","phone_number [Phone] (text_short)"
"2163893","","2290664","","2090337","","2130023","","","phone_type [Phone] (text_short)"
"2163894","","2290502","","2090010","","2130023","","","attachment_size [Attachment] (text_short)"
"2163895","","2290523","","2090589","","2130023","","","created_by [Attachment] (text_short)"
"2163896","","2290524","","2090590","","2130023","","","modified_by [Attachment] (text_short)"
"2163900","","2290972","","2090099","","2130042","","","Event Tiles (list)"
"2163901","","2290814","","2090027","","2130026","","","Location [InstrumentDevice] (block)"
"2163903","","2290981","","2090389","","2130041","","","Context Map [SIte] (map_context)"
"2163906","","2290627","","2090471","","2130031","","","geospatial_bounds [InstrumentSite] (extent_geospatial)"
"2163908","","2290644","","2090007","","2130023","","","ts_created [Event] (text_short)"
"2163909","","2290978","","2090583","","2130042","","","Recent Images (list)"
"2163910","","2290977","","2090584","","2130042","","","Popular Resources (list)"
"2163912","","2290627","","2090471","","2130031","","","geospatial_bounds [Observatory] (extent_geospatial)"
"2163913","","2290627","","2090471","","2130031","","","geospatial_bounds [PlatformSite] (extent_geospatial)"
"2163914","","2290627","","2090471","","2130031","","","geospatial_bounds [Subsite] (extent_geospatial)"
"2163915","","2290641","","2090651","","2130023","","","origin [Event] (text_short)"
"2163919","","2290640","","2090005","","2130033","","","description [Event] (text_extended)"
"2163927","","2290872","","2090389","","2130040","","","Callout (callout)"
"2163928","","2291050","","2090772","","2130028","","","SMS (text_static)"
"2163929","","2291035","","2090600","","2130028","","","Instrument (text_static)"
"2163930","","2291028","","2090438","","2130028","","","Data Product (text_static)"
"2163933","","2290974","","2090692","","2130042","","provides latest value for each attribute in main data product for instrument","Latest Readings (list)"
"2163935","","2290873","","2090097","","2130030","","all values for each variable over time in chart format","Data (chart)"
"2163937","","2290653","","2090261","","2130023","","","connection_port [DeviceMountingPosition] (text_short)"
"2163939","","2290660","","2090601","","2130023","","","nominal_baud_rate [DeviceMountingPosition] (text_short)"
"2163940","","2290654","","2090289","","2130023","","","offset_x [DeviceMountingPosition] (text_short)"
"2163941","","2290655","","2090288","","2130023","","","offset_y [DeviceMountingPosition] (text_short)"
"2163942","","2290656","","2090287","","2130023","","","offset_z [DeviceMountingPosition] (text_short)"
"2163944","","2290658","","2090603","","2130023","","","rotation_y [DeviceMountingPosition] (text_short)"
"2163945","","2290659","","2090604","","2130023","","","rotation_z [DeviceMountingPosition] (text_short)"
"2163946","","2290657","","2090602","","2130023","","","rotation_x [DeviceMountingPosition] (text_short)"
"2163947","","2290661","","2090605","","2130023","","","nominal_communication_protocol [DeviceMountingPosition] (text_short)"
"2163948","","2290662","","2090606","","2130023","","","nominal_current_limit [DeviceMountingPosition] (text_short)"
"2163949","","2290676","","2090607","","2130023","","","applicable_range_max [ParameterCharacteristicsReport] (text_short)"
"2163950","","2290675","","2090608","","2130023","","","applicable_range_min [ParameterCharacteristicsReport] (text_short)"
"2163951","","2290669","","2090462","","2130023","","","cdm_data_type [Parameter] (text_short)"
"2163952","","2290668","","2090609","","2130023","","","fill_value [Parameter] (text_short)"
"2163953","","2290677","","2090144","","2130023","","","source [ParameterCharacteristicsReport] (text_short)"
"2163955","","2290642","","2090389","","2130039","","","origin_type [Event] (checkbox)"
"2163956","","2290651","","2090254","","2130023","","","geospatial_vertical_location [GeospatialPoint] (text_short)"
"2163957","","2290652","","2090610","","2130023","","","geospatial_vertical_accuracy [GeospatialPoint] (text_short)"
"2163959","","2290645","","2090611","","2130023","","","geospatial_geodetic_crs [GeospatialCoordinateReferenceSystem] (text_short)"
"2163960","","2290648","","2090612","","2130023","","","geospatial_longitude_units [GeospatialCoordinateReferenceSystem] (text_short)"
"2163961","","2290647","","2090613","","2130023","","","geospatial_latitude_units [GeospatialCoordinateReferenceSystem] (text_short)"
"2163962","","2290649","","2090614","","2130023","","","geospatial_vertical_units [GeospatialCoordinateReferenceSystem] (text_short)"
"2163963","","2290646","","2090615","","2130023","","","geospatial_vertical_crs [GeospatialCoordinateReferenceSystem] (text_short)"
"2163966","","2290979","","2090389","","2130042","","explicit enumerated list of representations avaiable. only those representations that are appropriate for the selected resource are active","Related Resources Representation Selector (list)"
"2163967","","2290986","","2090618","","2130035","","when selected, appropriate representation type selectors are active","Map (radiobutton)"
"2163968","","2290988","","2090619","","2130035","","","Provenance Graph (radiobutton)"
"2160407","","2290503","","2090005","","2130033","","","description [SensorDevice] (text_extended)"
"2160776","","2290493","","2090003","","2130023","","","_id [SensorDevice] (text_short)"
"2161090","","2290504","","2090006","","2130023","","","lcstate [SensorDevice] (text_short)"
"2161394","","2290495","","2090004","","2130023","","","name [SensorDevice] (text_short)"
"2162232","","2290513","","2090105","","2130023","","","recent_events [SensorDevice] (text_short)"
"2162399","","2290507","","2090021","","2130023","","","serial_number [SensorDevice] (text_short)"
"2162469","","2290505","","2090007","","2130023","","","ts_created [SensorDevice] (text_short)"
"2162591","","2290506","","2090008","","2130023","","","ts_updated [SensorDevice] (text_short)"
"2162716","","2290494","","2090337","","2130023","","","type_ [SensorDevice] (text_short)"
"2162953","","2290487","","2090701","","2130023","","","uuid [SensorDevice] (text_short)"
"2163977","","2290488","","2090713","","2130042","","","reference_urls [SensorDevice] (list)"
"2163978","","2291038","","2090626","","2130028","","","Facility (text_static)"
"2163980","","2291054","","2090621","","2130028","","","Taskable Resource (text_static)"
"2163985","","2291046","","2090391","","2130028","","","Resource (text_static)"
"2163987","","2291102","","2090741","","2130028","","","Agent Instance (text_static)"
"2163992","","2290893","","2090508","","2130025","","","Collection (group)"
"2163993","","2290552","","2090508","","2130034","","","Resources (table)"
"2163995","","2290806","","2090552","","2130026","","","Identification [Collection] (block)"
"2163996","","2290866","","2090389","","2130026","","","Title Bar [Collection] (block)"
"2163997","","2291025","","2090508","","2130028","","","Collection (text_static)"
"2164001","","2291065","","2090830","","2130029","","","Advanced Search Input (attribute_group)"
"2164004","","2290866","","2090389","","2130026","","","Title Bar [Deployment] (block)"
"2164005","","2291029","","2090624","","2130028","","","Deployment (text_static)"
"2164006","","2290806","","2090552","","2130026","","","Identification [Deployment] (block)"
"2164007","","2290814","","2090027","","2130026","","","Location [Deployment] (block)"
"2164008","","2290801","","2090005","","2130026","","","Description [Deployment] (block)"
"2164009","","2290786","","2090095","","2130026","","","Contacts [TaskableResource] (block)"
"2164010","","2290834","","2090487","","2130026","","","Platforms [Deployment] (block)"
"2164011","","2290809","","2090264","","2130026","","","Instruments [Deployment] (block)"
"2164012","","2290836","","2090147","","2130026","","","Policies [Deployment] (block)"
"2164013","","2290844","","2090105","","2130026","","","Recent Events [Deployment] (block)"
"2164014","","2290860","","2090625","","2130026","","","Statistics [Collection] (block)"
"2164015","","2290636","","2090341","","2130023","","","organization_name [ContactInformation] (text_short)"
"2164017","","2290806","","2090552","","2130026","","","Identification [Device] (block)"
"2164018","","2290814","","2090027","","2130026","","","Location [Device] (block)"
"2164019","","2290981","","2090389","","2130041","","","Context Map [Device] (map_context)"
"2164021","","2290627","","2090662","","2130044","","","vertical_bounds [InstrumentSite] (extent_vertical)"
"2164022","","2290801","","2090005","","2130026","","","Description [Device] (block)"
"2164023","","2290786","","2090095","","2130026","","","Contacts [Device] (block)"
"2164024","","2290812","","2090103","","2130026","","","Latest Readings [Device] (block)"
"2164025","","2290792","","2090104","","2130026","","","Data Information [Device] (block)"
"2164026","","2290792","","2090104","","2130026","","","Data Information [PlatformDevice] (block)"
"2164027","","2290789","","2090097","","2130026","","","Data [Device] (block)"
"2164028","","2290954","","2090145","","2130026","","","Specifications [Device] (block)"
"2164029","","2290803","","2090120","","2130026","","","Documentation [Device] (block)"
"2164030","","2290836","","2090147","","2130026","","","Policies [Device] (block)"
"2164031","","2290881","","2090572","","2130025","","","Attachments (group)"
"2164032","","2290844","","2090105","","2130026","","","Recent Events [Device] (block)"
"2164033","","2291020","","2090732","","2130034","","table table describing the variables generically (not their values)list if variables in dataproduct - clicking on one brings up the other blocks in this group with the selected variables info","Variables Information (table)"
"2164035","","2290905","","2090812","","2130025","","","Data Products Status - Summary?? (group)"
"2164037","","2290666","","2090727","","2130023","","","long_name [Parameter] (text_short)"
"2164038","","2290667","","2090004","","2130023","","","ooi_short_name [Parameter] (text_short)"
"2164041","","2290670","","2090801","","2130023","","","axis [Parameter] (text_short)"
"2164042","","2290671","","2090436","","2130033","","","comment [Parameter] (text_extended)"
"2164048","","2290525","","2090337","","2130023","","","event_subtype [NotificationRequest] (text_short)"
"2164049","","2290526","","2090858","","2130023","","","event_type [NotificationRequest] (text_short)"
"2164052","","2290503","","2090005","","2130033","","","description [NotificationRequest] (text_extended)"
"2164053","","2290493","","2090003","","2130023","","","_id [NotificationRequest] (text_short)"
"2164054","","2290504","","2090006","","2130023","","","lcstate [NotificationRequest] (text_short)"
"2164055","","2290495","","2090004","","2130023","","","name [NotificationRequest] (text_short)"
"2164056","","2290513","","2090105","","2130023","","","recent_events [NotificationRequest] (text_short)"
"2164057","","2290505","","2090007","","2130023","","","ts_created [NotificationRequest] (text_short)"
"2164058","","2290506","","2090724","","2130023","","","ts_updated [NotificationRequest] (text_short)"
"2164059","","2290494","","2090337","","2130023","","","type_ [NotificationRequest] (text_short)"
"2164064","","2290806","","2090552","","2130026","","","Identification [DeviceModel] (block)"
"2164065","","2290801","","2090005","","2130026","","","Description [DeviceModel] (block)"
"2164066","","2290786","","2090095","","2130026","","","Contacts [DeviceModel] (block)"
"2164068","","2291111","","2090853","","2130026","","","Dimensions [DeviceModel] (block)"
"2164069","","2290866","","2090389","","2130026","","","Title Bar [DeviceModel] (block)"
"2164070","","2291032","","2090627","","2130028","","","Device Model (text_static)"
"2164071","","2290594","","2090259","","2130023","","Number of open help tickets associated with the Resource(s) in question","count_of_help_tickets* [Resource] (text_short)"
"2164072","2110052","2290593","","2090389","","2130048","","Number of Critical Alerts received for the Resource(s) in question","count_of_critical_alerts* [Resource] (icon)"
"2164073","2110053","2290592","","2090389","","2130048","","Number of Warning Alerts received for the Resource(s) in question","count_of_warning_alerts* [Resource] (icon)"
"2164075","","2290775","","2090264","","2130026","","","Callout Instruments [PlatformDevice] (block)"
"2164076","","2290588","","2090389","","2130048","","","count_of_resources_with_help_tickets* [Device] (icon)"
"2164077","","2290589","","2090389","","2130048","","","count_of_resources_with_warning_alerts* [Device] (icon)"
"2164078","","2290590","","2090389","","2130048","","","count_of_resources_with_critical_alerts* [Device] (icon)"
"2164079","","2290806","","2090552","","2130026","","","Identification [Observatory] (block)"
"2164080","","2290628","","2090667","","2130029","","","GeospatialCoordinateReferenceSystem (attribute_group)"
"2164081","","2290650","","2090668","","2130023","","","geospatial_vertical_positive [GeospatialCoordinateReferenceSystem] (text_short)"
"2164082","","2290585","","2090554","","2130032","","","temporal_bounds* [DataProduct] (extent_temporal)"
"2164083","","2290527","","2090669","","2130023","","","time_zone* [UserInfo] (text_short)"
"2164084","","2290814","","2090027","","2130026","","","Location [Observatory] (block)"
"2164086","","2290627","","2090662","","2130044","","","vertical_bounds [Site] (extent_vertical)"
"2164087","","2290801","","2090005","","2130026","","","Description [Observatory] (block)"
"2164088","","2290786","","2090095","","2130026","","","Contacts [Observatory] (block)"
"2164090","","2290809","","2090264","","2130026","","","Instruments [Observatory] (block)"
"2164091","","2290775","","2090264","","2130026","","","Callout Instruments [Observatory] (block)"
"2164092","","2290834","","2090487","","2130026","","","Platforms [Observatory] (block)"
"2164094","","2290777","","2090487","","2130026","","","Callout Platforms [Deployment] (block)"
"2164095","","2290775","","2090264","","2130026","","","Callout Instruments [Deployment] (block)"
"2164096","","2290844","","2090105","","2130026","","","Recent Events [Observatory] (block)"
"2164097","2110057","2290533","","2090361","","2130048","","","aggregated_status [SensorDevice] (icon)"
"2164102","","2290866","","2090389","","2130026","","","Title Bar [Observatory] (block)"
"2164103","","2291049","","2090427","","2130028","","","Site (text_static)"
"2164104","","2290806","","2090552","","2130026","","","Identification [DataProcessDefinition] (block)"
"2164105","","2290881","","2090572","","2130026","","","Attachments [Deployment] (block)"
"2164106","","2290881","","2090572","","2130026","","","Attachments [Observatory] (block)"
"2164107","","2290836","","2090147","","2130026","","","Policies [Observatory] (block)"
"2164109","","2290981","","2090389","","2130041","","","Context Map [DataProduct] (map_context)"
"2164110","","2290801","","2090005","","2130026","","","Description [DataProcessDefinition] (block)"
"2164111","","2290788","","2090794","","2130026","","","Current Instances [DataProcessDefinition] (block)"
"2164112","","2290786","","2090095","","2130026","","","Contacts [DataProcessDefinition] (block)"
"2164114","","2290896","","2090794","","2130025","","","Current Instances (group)"
"2164115","","2290764","","2090633","","2130026","","","Algorithm Description [DataProcessDefinition] (block)"
"2164117","","2290881","","2090572","","2130026","","","Attachments [DataProcessDefinition] (block)"
"2164119","","2290808","","2090797","","2130026","","","Inputs Stream Definitions [DataProcessDefinition] (block)"
"2164120","","2290831","","2090798","","2130026","","","Outputs Stream Definitions [DataProcessDefinition] (block)"
"2164122","","2290829","","2090636","","2130026","","","Output Accuracy [DataProcessDefinition] (block)"
"2164123","","2291021","","2090849","","2130034","","table with values","Variables Values (table)"
"2164124","","2290672","","2090004","","2130023","","","characteristic_name [ParameterCharacteristicsReport] (text_short)"
"2164126","","2290836","","2090147","","2130026","","","Policies [DataProcessDefinition] (block)"
"2164127","","2290844","","2090105","","2130026","","","Recent Events [DataProcessDefinition] (block)"
"2164129","","2291000","","2090440","","2130034","","","Data Processes (table)"
"2164130","","2291019","","2090729","","2130034","","","Stream Definitions (table)"
"2164131","","2290766","","2090639","","2130026","","","Available Inputs [DataProcessDefinition] (block)"
"2164132","","2290999","","2090796","","2130034","","list of all dataProducts and dataProducers that can be used as input to this data producer","Data Process Definition Outputs (table)"
"2164135","","2290528","","2090724","","2130023","","","last_run_time* [DataProducer] (text_short)"
"2164137","","2290900","","2090385","","2130025","","","Data Process Status Overview (group)"
"2164138","","2290862","","2090385","","2130026","","","Status Overview [DataProcessDefinition] (block)"
"2164141","","2290957","","2090665","","2130026","","","Subscriptions [UserInfo] (block)"
"2164143","2110081","2290962","","2090773","","2130048","","","delivery_config*** [NotificationRequest] (icon)"
"2164145","","2291116","","2090521","","2130026","","","Notification Settings [UserInfo] (block)"
"2164149","","2290591","","2090644","","2130023","","","count_of_resources_subscibed_to* [Resource] (text_short)"
"2164151","","2290866","","2090389","","2130026","","","Title Bar [DataProcessDefinition] (block)"
"2164152","","2290866","","2090389","","2130026","","","Title Bar [DataProduct] (block)"
"2164153","","2291027","","2090742","","2130028","","","Data Process Definition (text_static)"
"2164154","","2290846","","2090389","","2130026","","","Related Resources Map [Device] (block)"
"2164155","","2290942","","2090549","","2130025","","","Related Resources Map (group)"
"2164157","","2290627","","2090471","","2130031","","","geospatial_bounds [Device] (extent_geospatial)"
"2164159","","2290971","","2090719","","2130042","","","Device Sites (list)"
"2164160","","2290969","","2090579","","2130042","","","Data Displayed (list)"
"2164162","","2290846","","2090389","","2130026","","","Related Resources Map [Resource] (block)"
"2164163","","2290848","","2090389","","2130026","","represent all related resources as a provenance graph","Related Resources Provenance [DataProduct] (block)"
"2164164","","2290545","","2090389","","2130037","","represent information as provenance graph","provenance [DataProduct] (graph)"
"2164165","","2290848","","2090389","","2130026","","represent all related resources as a provenance graph","Related Resources Provenance [DataProcessDefinition] (block)"
"2164166","","2290847","","2090389","","2130026","","represent all related resources as a network graph","Related Resources Network [Device] (block)"
"2164167","","2290609","","2090389","","2130037","","represent information as network graph","network_graph* [Device] (graph)"
"2164170","","2290987","","2090646","","2130035","","","Network Graph (radiobutton)"
"2164172","","2290846","","2090389","","2130026","","represent all related resources as a network graph","Related Resources Map [DataProduct] (block)"
"2164176","","2290943","","2090647","","2130025","","","Related Resources Network Map (group)"
"2164177","","2290944","","2090648","","2130025","","","Related Resources Provenance Map (group)"
"2164178","","2290806","","2090552","","2130026","","","Identification [ExternalDatast] (block)"
"2164179","","2290801","","2090005","","2130026","","","Description [ExternalDataset] (block)"
"2164180","","2290786","","2090095","","2130026","","","Contacts [ExternalDataset] (block)"
"2164182","","2290790","","2090553","","2130026","","","Data Bounds [ExternalDataset] (block)"
"2164183","","2290981","","2090389","","2130041","","","Context Map [ExternalDataset] (map_context)"
"2164186","","2290827","","2090651","","2130026","","","Original Source [ExternalDataset] (block)"
"2164188","","2290951","","2090652","","2130026","","","Settings [ExternalDataset] (block)"
"2164191","","2291047","","2090654","","2130028","","","Resource Availability Settings (text_static)"
"2164192","","2291048","","2090655","","2130028","","","Resource Polling Settings (text_static)"
"2164193","","2290989","","2090656","","2130035","","","Resource is private and available to me only (radiobutton)"
"2164194","","2290604","","2090657","","2130039","","","publicly_available* [ExternalDataset] (checkbox)"
"2164195","","2290683","","2090658","","2130023","","","data_sampling (text_short)"
"2164196","","2290985","","2090659","","2130035","","","Do not poll the resource (radiobutton)"
"2164198","","2290951","","2090652","","2130025","","","Settings (group)"
"2164200","","2290627","","2090662","","2130044","","","vertical_bounds [Device] (extent_vertical)"
"2164202","","2290627","","2090662","","2130044","","","Vertical Bounds [PlatformSite] (extent_vertical)"
"2164205","","2290981","","2090389","","2130041","","","Context Map [Org] (map_context)"
"2164207","","2290792","","2090104","","2130026","","","Data Information [InstrumentDevice] (block)"
"2164211","","2290812","","2090103","","2130026","","","Latest Readings [PlatformDevice] (block)"
"2164215","","2290776","","2090389","","2130026","","","Callout Location [InstrumentDevice] (block)"
"2164216","","2290776","","2090389","","2130026","","","Callout Location [PlatformDevice] (block)"
"2164217","","2290776","","2090389","","2130026","","","Callout Location [Device] (block)"
"2164218","","2290776","","2090389","","2130026","","","Callout Location [Org] (block)"
"2164219","","2290776","","2090389","","2130026","","","Callout Location [Observatory] (block)"
"2164220","","2290776","","2090389","","2130026","","","Callout Location [Deployment] (block)"
"2164223","","2290470","","2090662","","2130044","","","geospatial_bounds [DataProduct] (extent_vertical)"
"2164225","","2290627","","2090662","","2130044","","","vertical_bounds [ExternalDataset] (extent_vertical)"
"2164226","","2290776","","2090389","","2130026","","","Callout Location [DataProduct] (block)"
"2164227","","2290776","","2090389","","2130026","","","Callout Location [ExternalDatasest] (block)"
"2164228","","2290767","","2090389","","2130026","","","Callout Data [InstrumentDevice] (block)"
"2164229","","2290767","","2090389","","2130026","","","Callout Data [PlatformDevice] (block)"
"2164230","","2290767","","2090389","","2130026","","","Callout Data [Device] (block)"
"2164231","","2290767","","2090389","","2130026","","","Callout Data [DataProduct] (block)"
"2164233","","2290495","","2090337","","2130023","","","name [EventType] (text_short)"
"2164236","","2290866","","2090389","","2130026","","","Title Bar [Device] (block)"
"2164237","","2291031","","2090663","","2130028","","","Device (text_static)"
"2164238","","2291033","","2090664","","2130028","","","External Dataset (text_static)"
"2164243","","2291055","","2090763","","2130028","","","User (text_static)"
"2164245","2110112","2290529","","2090389","","2130054","","","power_status_roll_up* [Device] (badge)"
"2164246","2110111","2290530","","2090389","","2130054","","","communications_status_roll_up* [Device] (badge)"
"2164247","2110113","2290531","","2090389","","2130054","","","data_status_roll_up* [Device] (badge)"
"2164248","2110114","2290532","","2090389","","2130054","","","location_status_roll_up* [Device] (badge)"
"2164249","","2290866","","2090389","","2130026","","","Title Bar [Resource] (block)"
"2164250","","2290866","","2090389","","2130026","","need attributes for TaskableResource:power_status_roll_upcommunications_status_roll_updata_status_roll_uplocation_status_roll_up","Title Bar [ExternalDataset] (block)"
"2164251","","2290866","","2090389","","2130026","","","Title Bar [UserInfo] (block)"
"2164252","2110130","2290494","","2090337","","2130048","","","type_ [Resource] (icon)"
"2164253","","2290983","","2090389","","2130036","","","Related Resources Map (map)"
"2164254","","2291053","","2090665","","2130028","","","Subscription Label (text_static)"
"2164255","2110057","2290533","","2090361","","2130048","","","aggregated_status [Device] (icon)"
"2164256","","2290534","","2090389","","2130030","","","power_history* [Device] (chart)"
"2164257","","2290535","","2090389","","2130030","","","communications_history* [Device] (chart)"
"2164258","","2290536","","2090389","","2130030","","","data_history* [Device] (chart)"
"2164259","","2290537","","2090389","","2130030","","","location_history* [Device] (chart)"
"2164261","","2290869","","2090732","","2130026","","","Variables Information [DataProduct] (block)"
"2164263","","2290844","","2090105","","2130026","","","Recent Events [Collection] (block)"
"2164264","","2290844","","2090105","","2130026","","","Recent Events [ExternalDataset] (block)"
"2164267","","2290534","","2090442","","2130034","","","power_history* [Device] (table)"
"2164268","","2290955","","2090670","","2130025","","","Status Details (group)"
"2164269","","2290535","","2090443","","2130034","","","communications_history* [Device] (table)"
"2164270","","2290536","","2090444","","2130034","","","data_history* [Device] (table)"
"2164271","","2290537","","2090445","","2130034","","","location_history* [Device] (table)"
"2164272","","2290839","","2090675","","2130026","","need list of power sources","Power Status Details [PlatformDevice] (block)"
"2164274","","2290839","","2090675","","2130026","","need list of power sources","Power Status Details [Device] (block)"
"2164275","","2290783","","2090672","","2130026","","need list of power sources","Communications Status Details [PlatformDevice] (block)"
"2164276","","2290783","","2090672","","2130026","","need list of power sources","Communications Status Details [InstrumentDevice] (block)"
"2164277","","2290783","","2090672","","2130026","","need list of power sources","Communications Status Details [Device] (block)"
