Textbox8,tbToday
Data Product Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Data_Product_Identifier,Data_Product_Name,Data_Product_Level,Attribute,AttributeValue
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,Combine QC Flags (CMBNFLG) QC,not applicable
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,DOORS L2 Science Requirement #(s),Derived from design to achieve PHWATER
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,DOORS L2 Science Requirement Text,none
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,DPS DCN(s),DCN 1341-00508
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,Global Range Test (GLBLRNG) QC,not applicable
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,Gradient Test (GRADTST) QC,not applicable
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,Local Range Test (LOCLRNG) QC,not applicable
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,Notes,
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,Processing Flow Diagram DCN(s),DCN 1342-00510
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,Regime(s),Water Column
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,Spike Test (SPKETST) QC,not applicable
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,Stuck Value Test (STUCKVL) QC,not applicable
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,Trend Test (TRNDTST) QC,not applicable
PH434SI,Optical Absorbance Signal Intensity at 434nm,0,Units,unitless
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,Combine QC Flags (CMBNFLG) QC,not applicable
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,DOORS L2 Science Requirement #(s),Derived from design to achieve PHWATER
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,DOORS L2 Science Requirement Text,none
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,DPS DCN(s),DCN 1341-00509
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,Global Range Test (GLBLRNG) QC,not applicable
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,Gradient Test (GRADTST) QC,not applicable
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,Local Range Test (LOCLRNG) QC,not applicable
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,Notes,
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,Processing Flow Diagram DCN(s),DCN 1342-00510
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,Regime(s),Water Column
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,Spike Test (SPKETST) QC,not applicable
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,Stuck Value Test (STUCKVL) QC,not applicable
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,Trend Test (TRNDTST) QC,not applicable
PH578SI,Optical Absorbance Signal Intensity at 578nm,0,Units,unitless
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,Combine QC Flags (CMBNFLG) QC,not applicable
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,DOORS L2 Science Requirement #(s),L2-SR-RQ-3088
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,DOORS L2 Science Requirement Text,Interactive Sampling for Vent Fluid Chemistry
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,DPS DCN(s),"DCN 1341-00640 (OSMOI), DCN 1341-00641 (RASFL)"
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,Global Range Test (GLBLRNG) QC,not applicable
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,Gradient Test (GRADTST) QC,not applicable
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,Local Range Test (LOCLRNG) QC,not applicable
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,Notes,
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,Processing Flow Diagram DCN(s),n/a
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,Regime(s),Seafloor/Crust
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,Spike Test (SPKETST) QC,not applicable
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,Stuck Value Test (STUCKVL) QC,not applicable
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,Trend Test (TRNDTST) QC,not applicable
PHSSAMP,Physical Fluid Sample – Diffuse fluid chemistry,2,Units,No Direct Datastream to OOI
PHWATER,pH,1,Combine QC Flags (CMBNFLG) QC,Not Applicable
PHWATER,pH,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3047
PHWATER,pH,1,DOORS L2 Science Requirement Text,pH
PHWATER,pH,1,DPS DCN(s),DCN 1341-00510
PHWATER,pH,1,Global Range Test (GLBLRNG) QC,Applicable
PHWATER,pH,1,Gradient Test (GRADTST) QC,Not Applicable
PHWATER,pH,1,Local Range Test (LOCLRNG) QC,Applicable
PHWATER,pH,1,Notes,
PHWATER,pH,1,Processing Flow Diagram DCN(s),DCN 1342-00510
PHWATER,pH,1,Regime(s),Water Column
PHWATER,pH,1,Spike Test (SPKETST) QC,Applicable
PHWATER,pH,1,Stuck Value Test (STUCKVL) QC,Applicable
PHWATER,pH,1,Trend Test (TRNDTST) QC,Applicable
PHWATER,pH,1,Units,pH units
PRACSAL,Practical Salinity,2,Combine QC Flags (CMBNFLG) QC,not applicable
PRACSAL,Practical Salinity,2,DOORS L2 Science Requirement #(s),L2-SR-RQ-3064
PRACSAL,Practical Salinity,2,DOORS L2 Science Requirement Text,Salinity
PRACSAL,Practical Salinity,2,DPS DCN(s),[DCN 1341-00040|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/bab9685d-bb16-44c2-88a5-1e8e8f0508fe/1341-00040_Data_Product_SPEC_PRACSAL_OOI.pdf]
PRACSAL,Practical Salinity,2,Global Range Test (GLBLRNG) QC,applicable
PRACSAL,Practical Salinity,2,Gradient Test (GRADTST) QC,applicable
PRACSAL,Practical Salinity,2,Local Range Test (LOCLRNG) QC,applicable
PRACSAL,Practical Salinity,2,Notes,
PRACSAL,Practical Salinity,2,Processing Flow Diagram DCN(s),[DCN 1342-00010|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/a2d4b90f-145f-44f6-bf03-6e720d87893c/1342-00010_Data_Processing_Flow_CTD_OOI.pdf]
PRACSAL,Practical Salinity,2,Regime(s),Water Column
PRACSAL,Practical Salinity,2,Spike Test (SPKETST) QC,applicable
PRACSAL,Practical Salinity,2,Stuck Value Test (STUCKVL) QC,applicable
PRACSAL,Practical Salinity,2,Trend Test (TRNDTST) QC,not applicable
PRACSAL,Practical Salinity,2,Units,unitless
PRECIPM,Precipitation,1,Combine QC Flags (CMBNFLG) QC,Applicable
PRECIPM,Precipitation,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3024
PRECIPM,Precipitation,1,DOORS L2 Science Requirement Text,Precipitation
PRECIPM,Precipitation,1,DPS DCN(s),DCN 1341-00360
PRECIPM,Precipitation,1,Global Range Test (GLBLRNG) QC,Applicable
PRECIPM,Precipitation,1,Gradient Test (GRADTST) QC,Applicable
PRECIPM,Precipitation,1,Local Range Test (LOCLRNG) QC,Applicable
PRECIPM,Precipitation,1,Notes,
PRECIPM,Precipitation,1,Processing Flow Diagram DCN(s),DCN 1342-00360
PRECIPM,Precipitation,1,Regime(s),"Air-Sea Interface, Surface Water"
PRECIPM,Precipitation,1,Spike Test (SPKETST) QC,Applicable
PRECIPM,Precipitation,1,Stuck Value Test (STUCKVL) QC,Applicable
PRECIPM,Precipitation,1,Trend Test (TRNDTST) QC,Applicable
PRECIPM,Precipitation,1,Units,mm
PRESAIR,PCO2A Gas Stream Pressure,0,Combine QC Flags (CMBNFLG) QC,not applicable
PRESAIR,PCO2A Gas Stream Pressure,0,DOORS L2 Science Requirement #(s),Derived from design to achieve PCO2AIR
PRESAIR,PCO2A Gas Stream Pressure,0,DOORS L2 Science Requirement Text,none
PRESAIR,PCO2A Gas Stream Pressure,0,DPS DCN(s),[DCN 1341-00260|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/295440da-24e6-4279-90f5-03055a5b5a31/1341-00260_Data_Product_SPEC_PCO2SSW_PCO2ATM_OOI.pdf]
PRESAIR,PCO2A Gas Stream Pressure,0,Global Range Test (GLBLRNG) QC,not applicable
PRESAIR,PCO2A Gas Stream Pressure,0,Gradient Test (GRADTST) QC,not applicable
PRESAIR,PCO2A Gas Stream Pressure,0,Local Range Test (LOCLRNG) QC,not applicable
PRESAIR,PCO2A Gas Stream Pressure,0,Notes,
PRESAIR,PCO2A Gas Stream Pressure,0,Processing Flow Diagram DCN(s),[DCN 1342-00260|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/057a2c02-c909-43c8-b0ef-102b4ad4f67e/1342-00260_PCO2A_Data_Processing_Flow_OOI.pdf]
PRESAIR,PCO2A Gas Stream Pressure,0,Regime(s),Air-Sea Interface
PRESAIR,PCO2A Gas Stream Pressure,0,Spike Test (SPKETST) QC,not applicable
PRESAIR,PCO2A Gas Stream Pressure,0,Stuck Value Test (STUCKVL) QC,not applicable
PRESAIR,PCO2A Gas Stream Pressure,0,Trend Test (TRNDTST) QC,not applicable
PRESAIR,PCO2A Gas Stream Pressure,0,Units,mbar
PRESWAT,Pressure (Depth),0,Combine QC Flags (CMBNFLG) QC,not applicable
PRESWAT,Pressure (Depth),0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3046
PRESWAT,Pressure (Depth),0,DOORS L2 Science Requirement Text,Pressure (Depth)
PRESWAT,Pressure (Depth),0,DPS DCN(s),[DCN 1341-00020|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/542fd002-8a79-4681-a121-e8aa2b52fce1/1341-00020_Data_Product_SPEC_PRESWAT_OOI.pdf]
PRESWAT,Pressure (Depth),0,Global Range Test (GLBLRNG) QC,not applicable
PRESWAT,Pressure (Depth),0,Gradient Test (GRADTST) QC,not applicable
PRESWAT,Pressure (Depth),0,Local Range Test (LOCLRNG) QC,not applicable
PRESWAT,Pressure (Depth),0,Notes,
PRESWAT,Pressure (Depth),0,Processing Flow Diagram DCN(s),[DCN 1342-00010|https://alfresco.oceanobservatories.org/alfresco/d/d/workspace/SpacesStore/a2d4b90f-145f-44f6-bf03-6e720d87893c/1342-00010_Data_Processing_Flow_CTD_OOI.pdf]
PRESWAT,Pressure (Depth),0,Regime(s),Water Column
PRESWAT,Pressure (Depth),0,Spike Test (SPKETST) QC,not applicable
PRESWAT,Pressure (Depth),0,Stuck Value Test (STUCKVL) QC,not applicable
PRESWAT,Pressure (Depth),0,Trend Test (TRNDTST) QC,not applicable
PRESWAT,Pressure (Depth),0,Units,unitless
RAINFLX,Rain Heat Flux,2,Combine QC Flags (CMBNFLG) QC,Applicable
RAINFLX,Rain Heat Flux,2,DOORS L2 Science Requirement #(s),
RAINFLX,Rain Heat Flux,2,DOORS L2 Science Requirement Text,
RAINFLX,Rain Heat Flux,2,DPS DCN(s),
RAINFLX,Rain Heat Flux,2,Global Range Test (GLBLRNG) QC,Applicable
RAINFLX,Rain Heat Flux,2,Gradient Test (GRADTST) QC,Applicable
RAINFLX,Rain Heat Flux,2,Local Range Test (LOCLRNG) QC,Applicable
RAINFLX,Rain Heat Flux,2,Notes,
RAINFLX,Rain Heat Flux,2,Processing Flow Diagram DCN(s),
RAINFLX,Rain Heat Flux,2,Regime(s),
RAINFLX,Rain Heat Flux,2,Spike Test (SPKETST) QC,Applicable
RAINFLX,Rain Heat Flux,2,Stuck Value Test (STUCKVL) QC,Applicable
RAINFLX,Rain Heat Flux,2,Trend Test (TRNDTST) QC,Applicable
RAINFLX,Rain Heat Flux,2,Units,W/m2
RAINRTE,Rain rate,2,Combine QC Flags (CMBNFLG) QC,Applicable
RAINRTE,Rain rate,2,DOORS L2 Science Requirement #(s),
RAINRTE,Rain rate,2,DOORS L2 Science Requirement Text,
RAINRTE,Rain rate,2,DPS DCN(s),
RAINRTE,Rain rate,2,Global Range Test (GLBLRNG) QC,Applicable
RAINRTE,Rain rate,2,Gradient Test (GRADTST) QC,Applicable
RAINRTE,Rain rate,2,Local Range Test (LOCLRNG) QC,Applicable
RAINRTE,Rain rate,2,Notes,
RAINRTE,Rain rate,2,Processing Flow Diagram DCN(s),
RAINRTE,Rain rate,2,Regime(s),
RAINRTE,Rain rate,2,Spike Test (SPKETST) QC,Applicable
RAINRTE,Rain rate,2,Stuck Value Test (STUCKVL) QC,Applicable
RAINRTE,Rain rate,2,Trend Test (TRNDTST) QC,Applicable
RAINRTE,Rain rate,2,Units,mm/hr
RELHUMI,Relative Humidity,0,Combine QC Flags (CMBNFLG) QC,not applicable
RELHUMI,Relative Humidity,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3025
RELHUMI,Relative Humidity,0,DOORS L2 Science Requirement Text,Relative humidity 
RELHUMI,Relative Humidity,0,DPS DCN(s),"DCN 1341-00280 (FDCHP), DCN 1341-00360 (METBK)"
RELHUMI,Relative Humidity,0,Global Range Test (GLBLRNG) QC,not applicable
RELHUMI,Relative Humidity,0,Gradient Test (GRADTST) QC,not applicable
RELHUMI,Relative Humidity,0,Local Range Test (LOCLRNG) QC,not applicable
RELHUMI,Relative Humidity,0,Notes,
RELHUMI,Relative Humidity,0,Processing Flow Diagram DCN(s),"DCN 1342-00280 (FDCHP), DCN 1342-00360 (METBK)"
RELHUMI,Relative Humidity,0,Regime(s),"Air-Sea Interface, Surface Water"
RELHUMI,Relative Humidity,0,Spike Test (SPKETST) QC,not applicable
RELHUMI,Relative Humidity,0,Stuck Value Test (STUCKVL) QC,not applicable
RELHUMI,Relative Humidity,0,Trend Test (TRNDTST) QC,not applicable
RELHUMI,Relative Humidity,0,Units,"TBD (FDCHP), % (METBK)"
SALSURF,Sea Surface Salinity ,2,Combine QC Flags (CMBNFLG) QC,Applicable
SALSURF,Sea Surface Salinity ,2,DOORS L2 Science Requirement #(s),
SALSURF,Sea Surface Salinity ,2,DOORS L2 Science Requirement Text,
SALSURF,Sea Surface Salinity ,2,DPS DCN(s),
SALSURF,Sea Surface Salinity ,2,Global Range Test (GLBLRNG) QC,Applicable
SALSURF,Sea Surface Salinity ,2,Gradient Test (GRADTST) QC,Applicable
SALSURF,Sea Surface Salinity ,2,Local Range Test (LOCLRNG) QC,Applicable
SALSURF,Sea Surface Salinity ,2,Notes,
SALSURF,Sea Surface Salinity ,2,Processing Flow Diagram DCN(s),
SALSURF,Sea Surface Salinity ,2,Regime(s),
SALSURF,Sea Surface Salinity ,2,Spike Test (SPKETST) QC,Applicable
SALSURF,Sea Surface Salinity ,2,Stuck Value Test (STUCKVL) QC,Applicable
SALSURF,Sea Surface Salinity ,2,Trend Test (TRNDTST) QC,Applicable
SALSURF,Sea Surface Salinity ,2,Units,unitless
SENSFLX ,Sensible Heat Flux ,2,Combine QC Flags (CMBNFLG) QC,Applicable
SENSFLX ,Sensible Heat Flux ,2,DOORS L2 Science Requirement #(s),
SENSFLX ,Sensible Heat Flux ,2,DOORS L2 Science Requirement Text,
SENSFLX ,Sensible Heat Flux ,2,DPS DCN(s),
SENSFLX ,Sensible Heat Flux ,2,Global Range Test (GLBLRNG) QC,Applicable
SENSFLX ,Sensible Heat Flux ,2,Gradient Test (GRADTST) QC,Applicable
SENSFLX ,Sensible Heat Flux ,2,Local Range Test (LOCLRNG) QC,Applicable
SENSFLX ,Sensible Heat Flux ,2,Notes,
SENSFLX ,Sensible Heat Flux ,2,Processing Flow Diagram DCN(s),
SENSFLX ,Sensible Heat Flux ,2,Regime(s),
SENSFLX ,Sensible Heat Flux ,2,Spike Test (SPKETST) QC,Applicable
SENSFLX ,Sensible Heat Flux ,2,Stuck Value Test (STUCKVL) QC,Applicable
SENSFLX ,Sensible Heat Flux ,2,Trend Test (TRNDTST) QC,Applicable
SENSFLX ,Sensible Heat Flux ,2,Units,W/m2
SFLPRES,Seafloor Pressure,1,Combine QC Flags (CMBNFLG) QC,Applicable
SFLPRES,Seafloor Pressure,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3083
SFLPRES,Seafloor Pressure,1,DOORS L2 Science Requirement Text,Bottom Pressure
SFLPRES,Seafloor Pressure,1,DPS DCN(s),"DCN 1341-00230 (PRESF), DCN 1341-00231 (PREST)"
SFLPRES,Seafloor Pressure,1,Global Range Test (GLBLRNG) QC,Applicable
SFLPRES,Seafloor Pressure,1,Gradient Test (GRADTST) QC,Applicable
SFLPRES,Seafloor Pressure,1,Local Range Test (LOCLRNG) QC,Applicable
SFLPRES,Seafloor Pressure,1,Notes,
SFLPRES,Seafloor Pressure,1,Processing Flow Diagram DCN(s),"DCN 1342-00230 (PRESF), DCN 1342-00231 (PREST)"
SFLPRES,Seafloor Pressure,1,Regime(s),Seafloor/Crust
SFLPRES,Seafloor Pressure,1,Spike Test (SPKETST) QC,Applicable
SFLPRES,Seafloor Pressure,1,Stuck Value Test (STUCKVL) QC,Applicable
SFLPRES,Seafloor Pressure,1,Trend Test (TRNDTST) QC,Applicable
SFLPRES,Seafloor Pressure,1,Units,Pa
SGRDVEL,Short Period Ground Velocity,1,Combine QC Flags (CMBNFLG) QC,Applicable
SGRDVEL,Short Period Ground Velocity,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3100
SGRDVEL,Short Period Ground Velocity,1,DOORS L2 Science Requirement Text,Short period ground motion
SGRDVEL,Short Period Ground Velocity,1,DPS DCN(s),DCN 1341-00110
SGRDVEL,Short Period Ground Velocity,1,Global Range Test (GLBLRNG) QC,Applicable
SGRDVEL,Short Period Ground Velocity,1,Gradient Test (GRADTST) QC,Applicable
SGRDVEL,Short Period Ground Velocity,1,Local Range Test (LOCLRNG) QC,Applicable
SGRDVEL,Short Period Ground Velocity,1,Notes,
SGRDVEL,Short Period Ground Velocity,1,Processing Flow Diagram DCN(s),DCN 1342-00110
SGRDVEL,Short Period Ground Velocity,1,Regime(s),Seafloor/Crust
SGRDVEL,Short Period Ground Velocity,1,Spike Test (SPKETST) QC,Applicable
SGRDVEL,Short Period Ground Velocity,1,Stuck Value Test (STUCKVL) QC,Applicable
SGRDVEL,Short Period Ground Velocity,1,Trend Test (TRNDTST) QC,Applicable
SGRDVEL,Short Period Ground Velocity,1,Units,m/s
SHRTIRR,Downwelling Shortwave Irradiance ,1,Combine QC Flags (CMBNFLG) QC,TBD
SHRTIRR,Downwelling Shortwave Irradiance ,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3022
SHRTIRR,Downwelling Shortwave Irradiance ,1,DOORS L2 Science Requirement Text,Downwelling shortwave irradiance
SHRTIRR,Downwelling Shortwave Irradiance ,1,DPS DCN(s),DCN 1341-00360
SHRTIRR,Downwelling Shortwave Irradiance ,1,Global Range Test (GLBLRNG) QC,TBD
SHRTIRR,Downwelling Shortwave Irradiance ,1,Gradient Test (GRADTST) QC,TBD
SHRTIRR,Downwelling Shortwave Irradiance ,1,Local Range Test (LOCLRNG) QC,TBD
SHRTIRR,Downwelling Shortwave Irradiance ,1,Notes,
SHRTIRR,Downwelling Shortwave Irradiance ,1,Processing Flow Diagram DCN(s),DCN 1342-00360
SHRTIRR,Downwelling Shortwave Irradiance ,1,Regime(s),"Air-Sea Interface, Surface Water"
SHRTIRR,Downwelling Shortwave Irradiance ,1,Spike Test (SPKETST) QC,TBD
SHRTIRR,Downwelling Shortwave Irradiance ,1,Stuck Value Test (STUCKVL) QC,TBD
SHRTIRR,Downwelling Shortwave Irradiance ,1,Trend Test (TRNDTST) QC,TBD
SHRTIRR,Downwelling Shortwave Irradiance ,1,Units,W/m2
SONBSCA,Multi-Frequency Acoustic Backscatter,0,Combine QC Flags (CMBNFLG) QC,not applicable
SONBSCA,Multi-Frequency Acoustic Backscatter,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3054
SONBSCA,Multi-Frequency Acoustic Backscatter,0,DOORS L2 Science Requirement Text,Acoustic Backscatter 
SONBSCA,Multi-Frequency Acoustic Backscatter,0,DPS DCN(s),DCN 1341-00800
SONBSCA,Multi-Frequency Acoustic Backscatter,0,Global Range Test (GLBLRNG) QC,not applicable
SONBSCA,Multi-Frequency Acoustic Backscatter,0,Gradient Test (GRADTST) QC,not applicable
SONBSCA,Multi-Frequency Acoustic Backscatter,0,Local Range Test (LOCLRNG) QC,not applicable
SONBSCA,Multi-Frequency Acoustic Backscatter,0,Notes,
SONBSCA,Multi-Frequency Acoustic Backscatter,0,Processing Flow Diagram DCN(s),DCN 1342-00800
SONBSCA,Multi-Frequency Acoustic Backscatter,0,Regime(s),Water Column
SONBSCA,Multi-Frequency Acoustic Backscatter,0,Spike Test (SPKETST) QC,not applicable
SONBSCA,Multi-Frequency Acoustic Backscatter,0,Stuck Value Test (STUCKVL) QC,not applicable
SONBSCA,Multi-Frequency Acoustic Backscatter,0,Trend Test (TRNDTST) QC,not applicable
SONBSCA,Multi-Frequency Acoustic Backscatter,0,Units,TBD
SPECHUM,Specific Humidity,2,Combine QC Flags (CMBNFLG) QC,Applicable
SPECHUM,Specific Humidity,2,DOORS L2 Science Requirement #(s),L2-SR-RQ-3179 
SPECHUM,Specific Humidity,2,DOORS L2 Science Requirement Text,Specific Humidity
SPECHUM,Specific Humidity,2,DPS DCN(s),DCN 1341-00370
SPECHUM,Specific Humidity,2,Global Range Test (GLBLRNG) QC,Applicable
SPECHUM,Specific Humidity,2,Gradient Test (GRADTST) QC,Applicable
SPECHUM,Specific Humidity,2,Local Range Test (LOCLRNG) QC,Applicable
SPECHUM,Specific Humidity,2,Notes,
SPECHUM,Specific Humidity,2,Processing Flow Diagram DCN(s),DCN 1342-00360
SPECHUM,Specific Humidity,2,Regime(s),"Air-Sea Interface, Surface Water"
SPECHUM,Specific Humidity,2,Spike Test (SPKETST) QC,Applicable
SPECHUM,Specific Humidity,2,Stuck Value Test (STUCKVL) QC,Applicable
SPECHUM,Specific Humidity,2,Trend Test (TRNDTST) QC,Applicable
SPECHUM,Specific Humidity,2,Units,%
SPECTIR,Downwelling Spectral Irradiance ,0,Combine QC Flags (CMBNFLG) QC,not applicable
SPECTIR,Downwelling Spectral Irradiance ,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3051
SPECTIR,Downwelling Spectral Irradiance ,0,DOORS L2 Science Requirement Text,Downwelling spectral irradiance
SPECTIR,Downwelling Spectral Irradiance ,0,DPS DCN(s),DCN 1341-00730
SPECTIR,Downwelling Spectral Irradiance ,0,Global Range Test (GLBLRNG) QC,not applicable
SPECTIR,Downwelling Spectral Irradiance ,0,Gradient Test (GRADTST) QC,not applicable
SPECTIR,Downwelling Spectral Irradiance ,0,Local Range Test (LOCLRNG) QC,not applicable
SPECTIR,Downwelling Spectral Irradiance ,0,Notes,
SPECTIR,Downwelling Spectral Irradiance ,0,Processing Flow Diagram DCN(s),DCN 1342-00730
SPECTIR,Downwelling Spectral Irradiance ,0,Regime(s),Water Column
SPECTIR,Downwelling Spectral Irradiance ,0,Spike Test (SPKETST) QC,not applicable
SPECTIR,Downwelling Spectral Irradiance ,0,Stuck Value Test (STUCKVL) QC,not applicable
SPECTIR,Downwelling Spectral Irradiance ,0,Trend Test (TRNDTST) QC,not applicable
SPECTIR,Downwelling Spectral Irradiance ,0,Units,TBD
SPHUM2M,Specific Humidity at 2 m,2,Combine QC Flags (CMBNFLG) QC,Applicable
SPHUM2M,Specific Humidity at 2 m,2,DOORS L2 Science Requirement #(s),
SPHUM2M,Specific Humidity at 2 m,2,DOORS L2 Science Requirement Text,
SPHUM2M,Specific Humidity at 2 m,2,DPS DCN(s),
SPHUM2M,Specific Humidity at 2 m,2,Global Range Test (GLBLRNG) QC,Applicable
SPHUM2M,Specific Humidity at 2 m,2,Gradient Test (GRADTST) QC,Applicable
SPHUM2M,Specific Humidity at 2 m,2,Local Range Test (LOCLRNG) QC,Applicable
SPHUM2M,Specific Humidity at 2 m,2,Notes,
SPHUM2M,Specific Humidity at 2 m,2,Processing Flow Diagram DCN(s),
SPHUM2M,Specific Humidity at 2 m,2,Regime(s),
SPHUM2M,Specific Humidity at 2 m,2,Spike Test (SPKETST) QC,Applicable
SPHUM2M,Specific Humidity at 2 m,2,Stuck Value Test (STUCKVL) QC,Applicable
SPHUM2M,Specific Humidity at 2 m,2,Trend Test (TRNDTST) QC,Applicable
SPHUM2M,Specific Humidity at 2 m,2,Units,%
TEMPA2M,Air Temperature at 2 m,2,Combine QC Flags (CMBNFLG) QC,Applicable
TEMPA2M,Air Temperature at 2 m,2,DOORS L2 Science Requirement #(s),
TEMPA2M,Air Temperature at 2 m,2,DOORS L2 Science Requirement Text,
TEMPA2M,Air Temperature at 2 m,2,DPS DCN(s),
TEMPA2M,Air Temperature at 2 m,2,Global Range Test (GLBLRNG) QC,Applicable
TEMPA2M,Air Temperature at 2 m,2,Gradient Test (GRADTST) QC,Applicable
TEMPA2M,Air Temperature at 2 m,2,Local Range Test (LOCLRNG) QC,Applicable
TEMPA2M,Air Temperature at 2 m,2,Notes,
TEMPA2M,Air Temperature at 2 m,2,Processing Flow Diagram DCN(s),
TEMPA2M,Air Temperature at 2 m,2,Regime(s),
TEMPA2M,Air Temperature at 2 m,2,Spike Test (SPKETST) QC,Applicable
TEMPA2M,Air Temperature at 2 m,2,Stuck Value Test (STUCKVL) QC,Applicable
TEMPA2M,Air Temperature at 2 m,2,Trend Test (TRNDTST) QC,Applicable
TEMPA2M,Air Temperature at 2 m,2,Units,degrees C
TEMPAIR,Air Temperature,1,Combine QC Flags (CMBNFLG) QC,Applicable
TEMPAIR,Air Temperature,1,DOORS L2 Science Requirement #(s),L2-SR-RQ-3033
TEMPAIR,Air Temperature,1,DOORS L2 Science Requirement Text,Direct Covariance Fluxes 
TEMPAIR,Air Temperature,1,DPS DCN(s),DCN 1341-00360
TEMPAIR,Air Temperature,1,Global Range Test (GLBLRNG) QC,Applicable
TEMPAIR,Air Temperature,1,Gradient Test (GRADTST) QC,Applicable
TEMPAIR,Air Temperature,1,Local Range Test (LOCLRNG) QC,Applicable
TEMPAIR,Air Temperature,1,Notes,
TEMPAIR,Air Temperature,1,Processing Flow Diagram DCN(s),DCN 1342-00360
TEMPAIR,Air Temperature,1,Regime(s),"Air-Sea Interface, Surface Water"
TEMPAIR,Air Temperature,1,Spike Test (SPKETST) QC,Applicable
TEMPAIR,Air Temperature,1,Stuck Value Test (STUCKVL) QC,Applicable
TEMPAIR,Air Temperature,1,Trend Test (TRNDTST) QC,Applicable
TEMPAIR,Air Temperature,1,Units,degree C
TEMPSFL,Temperature Array in Spatial Grid,0,Combine QC Flags (CMBNFLG) QC,not applicable
TEMPSFL,Temperature Array in Spatial Grid,0,DOORS L2 Science Requirement #(s),L2-SR-RQ-3101
TEMPSFL,Temperature Array in Spatial Grid,0,DOORS L2 Science Requirement Text,Diffuse Vent Fluid 3-Dimensional Temperature Array
TEMPSFL,Temperature Array in Spatial Grid,0,DPS DCN(s),DCN 1341-00130
TEMPSFL,Temperature Array in Spatial Grid,0,Global Range Test (GLBLRNG) QC,not applicable
TEMPSFL,Temperature Array in Spatial Grid,0,Gradient Test (GRADTST) QC,not applicable
TEMPSFL,Temperature Array in Spatial Grid,0,Local Range Test (LOCLRNG) QC,not applicable
TEMPSFL,Temperature Array in Spatial Grid,0,Notes,
TEMPSFL,Temperature Array in Spatial Grid,0,Processing Flow Diagram DCN(s),DCN 1342-00130
TEMPSFL,Temperature Array in Spatial Grid,0,Regime(s),Seafloor/Crust
TEMPSFL,Temperature Array in Spatial Grid,0,Spike Test (SPKETST) QC,not applicable
