Textbox8,tbToday
Port Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Port,Attribute,AttributeValue
GS03FLMB-RI001-09,depth_subsite,4800
GS03FLMB-RI001-09,First Deployment Date,2014-12
GS03FLMB-RI001-09,latitude,-54.0814
GS03FLMB-RI001-09,longitude,88.894
GS03FLMB-RI001-09,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-09,Relative Depth,90m below sea surface
GS03FLMB-RI001-10,depth_port_max,130
GS03FLMB-RI001-10,depth_port_min,130
GS03FLMB-RI001-10,depth_subsite,4800
GS03FLMB-RI001-10,First Deployment Date,2014-12
GS03FLMB-RI001-10,latitude,-54.0814
GS03FLMB-RI001-10,longitude,88.894
GS03FLMB-RI001-10,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-10,Relative Depth,130m below sea surface
GS03FLMB-RI001-11,depth_port_max,180
GS03FLMB-RI001-11,depth_port_min,180
GS03FLMB-RI001-11,depth_subsite,4800
GS03FLMB-RI001-11,First Deployment Date,2014-12
GS03FLMB-RI001-11,latitude,-54.0814
GS03FLMB-RI001-11,longitude,88.894
GS03FLMB-RI001-11,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-11,Relative Depth,180m below sea surface
GS03FLMB-RI001-12,depth_port_max,250
GS03FLMB-RI001-12,depth_port_min,250
GS03FLMB-RI001-12,depth_subsite,4800
GS03FLMB-RI001-12,First Deployment Date,2014-12
GS03FLMB-RI001-12,latitude,-54.0814
GS03FLMB-RI001-12,longitude,88.894
GS03FLMB-RI001-12,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-12,Relative Depth,250m below sea surface
GS03FLMB-RI001-13,depth_port_max,350
GS03FLMB-RI001-13,depth_port_min,350
GS03FLMB-RI001-13,depth_subsite,4800
GS03FLMB-RI001-13,First Deployment Date,2014-12
GS03FLMB-RI001-13,latitude,-54.0814
GS03FLMB-RI001-13,longitude,88.894
GS03FLMB-RI001-13,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-13,Relative Depth,350m below sea surface
GS03FLMB-RI001-14,depth_port_max,500
GS03FLMB-RI001-14,depth_port_min,500
GS03FLMB-RI001-14,depth_subsite,4800
GS03FLMB-RI001-14,First Deployment Date,2014-12
GS03FLMB-RI001-14,latitude,-54.0814
GS03FLMB-RI001-14,longitude,88.894
GS03FLMB-RI001-14,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-14,Relative Depth,500m below sea surface
GS03FLMB-RI001-15,depth_port_max,750
GS03FLMB-RI001-15,depth_port_min,750
GS03FLMB-RI001-15,depth_subsite,4800
GS03FLMB-RI001-15,First Deployment Date,2014-12
GS03FLMB-RI001-15,latitude,-54.0814
GS03FLMB-RI001-15,longitude,88.894
GS03FLMB-RI001-15,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-15,Relative Depth,750m below sea surface
GS03FLMB-RI001-16,depth_port_max,1000
GS03FLMB-RI001-16,depth_port_min,1000
GS03FLMB-RI001-16,depth_subsite,4800
GS03FLMB-RI001-16,First Deployment Date,2014-12
GS03FLMB-RI001-16,latitude,-54.0814
GS03FLMB-RI001-16,longitude,88.894
GS03FLMB-RI001-16,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-16,Relative Depth,1000m below sea surface
GS03FLMB-RI001-17,depth_port_max,1500
GS03FLMB-RI001-17,depth_port_min,1500
GS03FLMB-RI001-17,depth_subsite,4800
GS03FLMB-RI001-17,First Deployment Date,2014-12
GS03FLMB-RI001-17,latitude,-54.0814
GS03FLMB-RI001-17,longitude,88.894
GS03FLMB-RI001-17,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS03FLMB-RI001-17,Relative Depth,1500m below sea surface
GS05MOAS-GL001-01,depth_port_max,1000
GS05MOAS-GL001-01,depth_port_min,0
GS05MOAS-GL001-01,depth_subsite,
GS05MOAS-GL001-01,First Deployment Date,2014-12
GS05MOAS-GL001-01,latitude,
GS05MOAS-GL001-01,longitude,
GS05MOAS-GL001-01,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS05MOAS-GL001-01,Relative Depth,Sea surface to 1000m
GS05MOAS-GL001-02,depth_port_max,1000
GS05MOAS-GL001-02,depth_port_min,0
GS05MOAS-GL001-02,depth_subsite,
GS05MOAS-GL001-02,First Deployment Date,2014-12
GS05MOAS-GL001-02,latitude,
GS05MOAS-GL001-02,longitude,
GS05MOAS-GL001-02,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS05MOAS-GL001-02,Relative Depth,Sea surface to 1000m
GS05MOAS-GL001-04,depth_port_max,1000
GS05MOAS-GL001-04,depth_port_min,0
GS05MOAS-GL001-04,depth_subsite,
GS05MOAS-GL001-04,First Deployment Date,2014-12
GS05MOAS-GL001-04,latitude,
GS05MOAS-GL001-04,longitude,
GS05MOAS-GL001-04,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS05MOAS-GL001-04,Relative Depth,Sea surface to 1000m
GS05MOAS-GL002-01,depth_port_max,1000
GS05MOAS-GL002-01,depth_port_min,0
GS05MOAS-GL002-01,depth_subsite,
GS05MOAS-GL002-01,First Deployment Date,2014-12
GS05MOAS-GL002-01,latitude,
GS05MOAS-GL002-01,longitude,
GS05MOAS-GL002-01,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS05MOAS-GL002-01,Relative Depth,Sea surface to 1000m
GS05MOAS-GL002-02,depth_port_max,1000
GS05MOAS-GL002-02,depth_port_min,0
GS05MOAS-GL002-02,depth_subsite,
GS05MOAS-GL002-02,First Deployment Date,2014-12
GS05MOAS-GL002-02,latitude,
GS05MOAS-GL002-02,longitude,
GS05MOAS-GL002-02,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS05MOAS-GL002-02,Relative Depth,Sea surface to 1000m
GS05MOAS-GL002-04,depth_port_max,1000
GS05MOAS-GL002-04,depth_port_min,0
GS05MOAS-GL002-04,depth_subsite,
GS05MOAS-GL002-04,First Deployment Date,2014-12
GS05MOAS-GL002-04,latitude,
GS05MOAS-GL002-04,longitude,
GS05MOAS-GL002-04,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS05MOAS-GL002-04,Relative Depth,Sea surface to 1000m
GS05MOAS-GL003-01,depth_port_max,1000
GS05MOAS-GL003-01,depth_port_min,0
GS05MOAS-GL003-01,depth_subsite,
GS05MOAS-GL003-01,First Deployment Date,2014-12
GS05MOAS-GL003-01,latitude,
GS05MOAS-GL003-01,longitude,
GS05MOAS-GL003-01,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS05MOAS-GL003-01,Relative Depth,Sea surface to 1000m
GS05MOAS-GL003-02,depth_port_max,1000
GS05MOAS-GL003-02,depth_port_min,0
GS05MOAS-GL003-02,depth_subsite,
GS05MOAS-GL003-02,First Deployment Date,2014-12
GS05MOAS-GL003-02,latitude,
GS05MOAS-GL003-02,longitude,
GS05MOAS-GL003-02,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS05MOAS-GL003-02,Relative Depth,Sea surface to 1000m
GS05MOAS-GL003-04,depth_port_max,1000
GS05MOAS-GL003-04,depth_port_min,0
GS05MOAS-GL003-04,depth_subsite,
GS05MOAS-GL003-04,First Deployment Date,2014-12
GS05MOAS-GL003-04,latitude,
GS05MOAS-GL003-04,longitude,
GS05MOAS-GL003-04,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS05MOAS-GL003-04,Relative Depth,Sea surface to 1000m
RS01SBVM-DP01A-01,depth_port_max,2906
RS01SBVM-DP01A-01,depth_port_min,200
RS01SBVM-DP01A-01,depth_subsite,2906
RS01SBVM-DP01A-01,First Deployment Date,2014-07
RS01SBVM-DP01A-01,latitude,44.55404
RS01SBVM-DP01A-01,longitude,125.35235
RS01SBVM-DP01A-01,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-DP01A-01,Relative Depth,Near bottom to 200
RS01SBVM-DP01A-02,depth_port_max,2906
RS01SBVM-DP01A-02,depth_port_min,200
RS01SBVM-DP01A-02,depth_subsite,2906
RS01SBVM-DP01A-02,First Deployment Date,2014-07
RS01SBVM-DP01A-02,latitude,44.55404
RS01SBVM-DP01A-02,longitude,125.35235
RS01SBVM-DP01A-02,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-DP01A-02,Relative Depth,Near bottom to 200
RS01SBVM-DP01A-04,depth_port_max,2906
RS01SBVM-DP01A-04,depth_port_min,200
RS01SBVM-DP01A-04,depth_subsite,2906
RS01SBVM-DP01A-04,First Deployment Date,2014-07
RS01SBVM-DP01A-04,latitude,44.55404
RS01SBVM-DP01A-04,longitude,125.35235
RS01SBVM-DP01A-04,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-DP01A-04,Relative Depth,Near bottom to 200
RS01SBVM-DP01A-05,depth_port_max,
RS01SBVM-DP01A-05,depth_port_min,
RS01SBVM-DP01A-05,depth_subsite,2906
RS01SBVM-DP01A-05,First Deployment Date,2014-07
RS01SBVM-DP01A-05,latitude,44.55404
RS01SBVM-DP01A-05,longitude,125.35235
RS01SBVM-DP01A-05,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-DP01A-05,Relative Depth,
RS01SBVM-DP01A-06,depth_port_max,
RS01SBVM-DP01A-06,depth_port_min,
RS01SBVM-DP01A-06,depth_subsite,2906
RS01SBVM-DP01A-06,First Deployment Date,2014-07
RS01SBVM-DP01A-06,latitude,44.55404
RS01SBVM-DP01A-06,longitude,125.35235
RS01SBVM-DP01A-06,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-DP01A-06,Relative Depth,
RS01SBVM-LJ01A-05,depth_port_max,
RS01SBVM-LJ01A-05,depth_port_min,
RS01SBVM-LJ01A-05,depth_subsite,2906
RS01SBVM-LJ01A-05,First Deployment Date,2014-07
RS01SBVM-LJ01A-05,latitude,44.55404
RS01SBVM-LJ01A-05,longitude,125.35235
RS01SBVM-LJ01A-05,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-LJ01A-05,Relative Depth,
RS01SBVM-LJ01A-06,depth_port_max,2906
RS01SBVM-LJ01A-06,depth_port_min,2906
RS01SBVM-LJ01A-06,depth_subsite,2906
RS01SBVM-LJ01A-06,First Deployment Date,2014-07
RS01SBVM-LJ01A-06,latitude,44.55404
RS01SBVM-LJ01A-06,longitude,125.35235
RS01SBVM-LJ01A-06,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-LJ01A-06,Relative Depth,Bottom
RS01SBVM-LJ01A-07,depth_port_max,2906
RS01SBVM-LJ01A-07,depth_port_min,2906
RS01SBVM-LJ01A-07,depth_subsite,2906
RS01SBVM-LJ01A-07,First Deployment Date,2014-07
RS01SBVM-LJ01A-07,latitude,44.55404
RS01SBVM-LJ01A-07,longitude,125.35235
RS01SBVM-LJ01A-07,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-LJ01A-07,Relative Depth,Bottom
RS01SBVM-LJ01A-09,depth_port_max,
RS01SBVM-LJ01A-09,depth_port_min,
RS01SBVM-LJ01A-09,depth_subsite,2906
RS01SBVM-LJ01A-09,First Deployment Date,2014-07
RS01SBVM-LJ01A-09,latitude,44.55404
RS01SBVM-LJ01A-09,longitude,125.35235
RS01SBVM-LJ01A-09,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-LJ01A-09,Relative Depth,
RS01SBVM-LJ01A-10,depth_port_max,2906
RS01SBVM-LJ01A-10,depth_port_min,2906
RS01SBVM-LJ01A-10,depth_subsite,2906
RS01SBVM-LJ01A-10,First Deployment Date,2014-07
RS01SBVM-LJ01A-10,latitude,44.55404
RS01SBVM-LJ01A-10,longitude,125.35235
RS01SBVM-LJ01A-10,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-LJ01A-10,Relative Depth,"Bottom mount, uplooking"
RS01SBVM-PC01A-05,depth_port_max,200
RS01SBVM-PC01A-05,depth_port_min,200
RS01SBVM-PC01A-05,depth_subsite,2906
RS01SBVM-PC01A-05,First Deployment Date,2014-07
RS01SBVM-PC01A-05,latitude,44.55404
RS01SBVM-PC01A-05,longitude,125.35235
RS01SBVM-PC01A-05,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-05,Relative Depth,"Mounted at 200, uplooking"
RS01SBVM-PC01A-06,depth_port_max,200
RS01SBVM-PC01A-06,depth_port_min,200
RS01SBVM-PC01A-06,depth_subsite,2906
RS01SBVM-PC01A-06,First Deployment Date,2014-07
RS01SBVM-PC01A-06,latitude,44.55404
RS01SBVM-PC01A-06,longitude,125.35235
RS01SBVM-PC01A-06,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-06,Relative Depth,"Mounted at 200, uplooking"
RS01SBVM-PC01A-07,depth_port_max,
RS01SBVM-PC01A-07,depth_port_min,
RS01SBVM-PC01A-07,depth_subsite,2906
RS01SBVM-PC01A-07,First Deployment Date,2014-07
RS01SBVM-PC01A-07,latitude,44.55404
RS01SBVM-PC01A-07,longitude,125.35235
RS01SBVM-PC01A-07,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-07,Relative Depth,
RS01SBVM-PC01A-08,depth_port_max,200
RS01SBVM-PC01A-08,depth_port_min,200
RS01SBVM-PC01A-08,depth_subsite,2906
RS01SBVM-PC01A-08,First Deployment Date,2014-07
RS01SBVM-PC01A-08,latitude,44.55404
RS01SBVM-PC01A-08,longitude,125.35235
RS01SBVM-PC01A-08,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-08,Relative Depth,200 below sea surface
RS01SBVM-PC01A-4A,depth_port_max,200
RS01SBVM-PC01A-4A,depth_port_min,200
RS01SBVM-PC01A-4A,depth_subsite,2906
RS01SBVM-PC01A-4A,First Deployment Date,2014-07
RS01SBVM-PC01A-4A,latitude,44.55404
RS01SBVM-PC01A-4A,longitude,125.35235
RS01SBVM-PC01A-4A,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-4A,Relative Depth,200 below sea surface
RS01SBVM-PC01A-4B,depth_port_max,200
RS01SBVM-PC01A-4B,depth_port_min,200
RS01SBVM-PC01A-4B,depth_subsite,2906
RS01SBVM-PC01A-4B,First Deployment Date,2014-07
RS01SBVM-PC01A-4B,latitude,44.55404
RS01SBVM-PC01A-4B,longitude,125.35235
RS01SBVM-PC01A-4B,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-4B,Relative Depth,200 below sea surface
RS01SBVM-PC01A-4C,depth_port_max,200
RS01SBVM-PC01A-4C,depth_port_min,200
RS01SBVM-PC01A-4C,depth_subsite,2906
RS01SBVM-PC01A-4C,First Deployment Date,2014-07
RS01SBVM-PC01A-4C,latitude,44.55404
RS01SBVM-PC01A-4C,longitude,125.35235
RS01SBVM-PC01A-4C,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-PC01A-4C,Relative Depth,200 below sea surface
RS01SBVM-SF01A-2A,depth_port_max,200
RS01SBVM-SF01A-2A,depth_port_min,0
RS01SBVM-SF01A-2A,depth_subsite,2906
RS01SBVM-SF01A-2A,First Deployment Date,2014-07
RS01SBVM-SF01A-2A,latitude,44.55404
RS01SBVM-SF01A-2A,longitude,125.35235
RS01SBVM-SF01A-2A,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-2A,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-2D,depth_port_max,200
RS01SBVM-SF01A-2D,depth_port_min,0
RS01SBVM-SF01A-2D,depth_subsite,2906
RS01SBVM-SF01A-2D,First Deployment Date,2014-07
RS01SBVM-SF01A-2D,latitude,44.55404
RS01SBVM-SF01A-2D,longitude,125.35235
RS01SBVM-SF01A-2D,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-2D,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-3A,depth_port_max,
RS01SBVM-SF01A-3A,depth_port_min,
RS01SBVM-SF01A-3A,depth_subsite,2906
RS01SBVM-SF01A-3A,First Deployment Date,2014-07
RS01SBVM-SF01A-3A,latitude,44.55404
RS01SBVM-SF01A-3A,longitude,125.35235
RS01SBVM-SF01A-3A,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-3A,Relative Depth,
RS01SBVM-SF01A-3B,depth_port_max,200
RS01SBVM-SF01A-3B,depth_port_min,0
RS01SBVM-SF01A-3B,depth_subsite,2906
RS01SBVM-SF01A-3B,First Deployment Date,2014-07
RS01SBVM-SF01A-3B,latitude,44.55404
RS01SBVM-SF01A-3B,longitude,125.35235
RS01SBVM-SF01A-3B,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-3B,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-3C,depth_port_max,200
RS01SBVM-SF01A-3C,depth_port_min,0
RS01SBVM-SF01A-3C,depth_subsite,2906
RS01SBVM-SF01A-3C,First Deployment Date,2014-07
RS01SBVM-SF01A-3C,latitude,44.55404
RS01SBVM-SF01A-3C,longitude,125.35235
RS01SBVM-SF01A-3C,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-3C,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-3D,depth_port_max,200
RS01SBVM-SF01A-3D,depth_port_min,0
RS01SBVM-SF01A-3D,depth_subsite,2906
RS01SBVM-SF01A-3D,First Deployment Date,2014-07
RS01SBVM-SF01A-3D,latitude,44.55404
RS01SBVM-SF01A-3D,longitude,125.35235
RS01SBVM-SF01A-3D,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-3D,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-4A,depth_port_max,200
RS01SBVM-SF01A-4A,depth_port_min,0
RS01SBVM-SF01A-4A,depth_subsite,2906
RS01SBVM-SF01A-4A,First Deployment Date,2014-07
RS01SBVM-SF01A-4A,latitude,44.55404
RS01SBVM-SF01A-4A,longitude,125.35235
RS01SBVM-SF01A-4A,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-4A,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-4B,depth_port_max,200
RS01SBVM-SF01A-4B,depth_port_min,0
RS01SBVM-SF01A-4B,depth_subsite,2906
RS01SBVM-SF01A-4B,First Deployment Date,2014-07
RS01SBVM-SF01A-4B,latitude,44.55404
RS01SBVM-SF01A-4B,longitude,125.35235
RS01SBVM-SF01A-4B,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-4B,Relative Depth,Near sea surface to 200
RS01SBVM-SF01A-4F,depth_port_max,200
RS01SBVM-SF01A-4F,depth_port_min,0
RS01SBVM-SF01A-4F,depth_subsite,2906
RS01SBVM-SF01A-4F,First Deployment Date,2014-07
RS01SBVM-SF01A-4F,latitude,44.55404
RS01SBVM-SF01A-4F,longitude,125.35235
RS01SBVM-SF01A-4F,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM-SF01A-4F,Relative Depth,Near sea surface to 200
RS01SLBS-MJ01A-05,depth_port_max,2909
RS01SLBS-MJ01A-05,depth_port_min,2909
RS01SLBS-MJ01A-05,depth_subsite,2906
RS01SLBS-MJ01A-05,First Deployment Date,2014-07
RS01SLBS-MJ01A-05,latitude,44.55404
RS01SLBS-MJ01A-05,longitude,125.35235
RS01SLBS-MJ01A-05,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SLBS-MJ01A-05,Relative Depth,Bottom
RS01SLBS-MJ01A-06,depth_port_max,
RS01SLBS-MJ01A-06,depth_port_min,
RS01SLBS-MJ01A-06,depth_subsite,2906
RS01SLBS-MJ01A-06,First Deployment Date,2014-07
RS01SLBS-MJ01A-06,latitude,44.55404
RS01SLBS-MJ01A-06,longitude,125.35235
RS01SLBS-MJ01A-06,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SLBS-MJ01A-06,Relative Depth,
RS01SLBS-MJ01A-12,depth_port_max,2909
RS01SLBS-MJ01A-12,depth_port_min,2909
RS01SLBS-MJ01A-12,depth_subsite,2906
RS01SLBS-MJ01A-12,First Deployment Date,2014-07
RS01SLBS-MJ01A-12,latitude,44.55404
RS01SLBS-MJ01A-12,longitude,125.35235
RS01SLBS-MJ01A-12,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SLBS-MJ01A-12,Relative Depth,Bottom
RS01SUM1-LJ01B-05,depth_port_max,807
RS01SUM1-LJ01B-05,depth_port_min,807
RS01SUM1-LJ01B-05,depth_subsite,807
RS01SUM1-LJ01B-05,First Deployment Date,2014-07
RS01SUM1-LJ01B-05,latitude,44.568
RS01SUM1-LJ01B-05,longitude,125.15
RS01SUM1-LJ01B-05,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-05,Relative Depth,Bottom
RS01SUM1-LJ01B-06,depth_port_max,807
RS01SUM1-LJ01B-06,depth_port_min,807
RS01SUM1-LJ01B-06,depth_subsite,807
RS01SUM1-LJ01B-06,First Deployment Date,2014-07
RS01SUM1-LJ01B-06,latitude,44.568
RS01SUM1-LJ01B-06,longitude,125.15
RS01SUM1-LJ01B-06,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-06,Relative Depth,Bottom
RS01SUM1-LJ01B-07,depth_port_max,807
RS01SUM1-LJ01B-07,depth_port_min,807
RS01SUM1-LJ01B-07,depth_subsite,807
RS01SUM1-LJ01B-07,First Deployment Date,2014-07
RS01SUM1-LJ01B-07,latitude,44.568
RS01SUM1-LJ01B-07,longitude,125.15
RS01SUM1-LJ01B-07,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-07,Relative Depth,Bottom
RS01SUM1-LJ01B-08,depth_port_max,807
RS01SUM1-LJ01B-08,depth_port_min,807
RS01SUM1-LJ01B-08,depth_subsite,807
RS01SUM1-LJ01B-08,First Deployment Date,2014-07
RS01SUM1-LJ01B-08,latitude,44.568
RS01SUM1-LJ01B-08,longitude,125.15
RS01SUM1-LJ01B-08,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-08,Relative Depth,Bottom
RS01SUM1-LJ01B-09,depth_port_max,
RS01SUM1-LJ01B-09,depth_port_min,
RS01SUM1-LJ01B-09,depth_subsite,807
RS01SUM1-LJ01B-09,First Deployment Date,2014-07
RS01SUM1-LJ01B-09,latitude,44.568
RS01SUM1-LJ01B-09,longitude,125.15
RS01SUM1-LJ01B-09,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-09,Relative Depth,
RS01SUM1-LJ01B-12,depth_port_max,807
RS01SUM1-LJ01B-12,depth_port_min,807
RS01SUM1-LJ01B-12,depth_subsite,807
RS01SUM1-LJ01B-12,First Deployment Date,2014-07
RS01SUM1-LJ01B-12,latitude,44.568
RS01SUM1-LJ01B-12,longitude,125.15
RS01SUM1-LJ01B-12,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1-LJ01B-12,Relative Depth,Bottom
RS01SUM2-MJ01B-00,depth_port_max,811
RS01SUM2-MJ01B-00,depth_port_min,811
RS01SUM2-MJ01B-00,depth_subsite,811
RS01SUM2-MJ01B-00,First Deployment Date,2014-07
RS01SUM2-MJ01B-00,latitude,44.57
RS01SUM2-MJ01B-00,longitude,125.147
RS01SUM2-MJ01B-00,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM2-MJ01B-00,Relative Depth,Bottom
RS01SUM2-MJ01B-05,depth_port_max,
RS01SUM2-MJ01B-05,depth_port_min,
RS01SUM2-MJ01B-05,depth_subsite,811
RS01SUM2-MJ01B-05,First Deployment Date,2014-07
RS01SUM2-MJ01B-05,latitude,44.57
RS01SUM2-MJ01B-05,longitude,125.147
RS01SUM2-MJ01B-05,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM2-MJ01B-05,Relative Depth,
RS01SUM2-MJ01B-06,depth_port_max,
RS01SUM2-MJ01B-06,depth_port_min,
RS01SUM2-MJ01B-06,depth_subsite,811
RS01SUM2-MJ01B-06,First Deployment Date,2014-07
RS01SUM2-MJ01B-06,latitude,44.57
RS01SUM2-MJ01B-06,longitude,125.147
RS01SUM2-MJ01B-06,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM2-MJ01B-06,Relative Depth,
RS01SUM2-MJ01B-12,depth_port_max,811
RS01SUM2-MJ01B-12,depth_port_min,811
RS01SUM2-MJ01B-12,depth_subsite,811
RS01SUM2-MJ01B-12,First Deployment Date,2014-07
RS01SUM2-MJ01B-12,latitude,44.57
RS01SUM2-MJ01B-12,longitude,125.147
RS01SUM2-MJ01B-12,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM2-MJ01B-12,Relative Depth,"Bottom mount, uplooking"
