Textbox8,tbToday
Class Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Class,Class_Name,Attribute,AttributeValue
HYDBB,Hydrophone BB passive,Description,"Broadband (Passive) Acoustic Receiver in the water column to measure acoustic signal ofmarine mammals, fish, wind, and rain"
HYDBB,Hydrophone BB passive,ECRs that changed the count,
HYDBB,Hydrophone BB passive,Global Spares,
HYDBB,Hydrophone BB passive,Instrument Configuration,
HYDBB,Hydrophone BB passive,Link to the Specification,
HYDBB,Hydrophone BB passive,Notes,
HYDBB,Hydrophone BB passive,PrimaryScienceDiscipline,P
HYDBB,Hydrophone BB passive,Produces Acoustic Interference,
HYDBB,Hydrophone BB passive,Ready for 2013?,
HYDBB,Hydrophone BB passive,RSN O&M Spares,
HYDBB,Hydrophone BB passive,RSN Part Number,
HYDBB,Hydrophone BB passive,Susceptible to Acoustic Interference,Yes
HYDBB,Hydrophone BB passive,"Vendor CLIN, SubCLIN or Model #",
HYDLF,Hydrophone LF passive,2009 Baseline Price*,
HYDLF,Hydrophone LF passive,2009 Deployed Instrument Count,9
HYDLF,Hydrophone LF passive,Alternate Instrument Class Name,Low Frequency Broadband Acoustic Receiver (Hydrophone) on Seafloor
HYDLF,Hydrophone LF passive,CE Spares,
HYDLF,Hydrophone LF passive,CGSN MREFC Spares,
HYDLF,Hydrophone LF passive,CGSN O&M Spares,
HYDLF,Hydrophone LF passive,CGSN P/N,
HYDLF,Hydrophone LF passive,ClassLongName,Hydrophone_LF_passive
HYDLF,Hydrophone LF passive,Comments,
HYDLF,Hydrophone LF passive,CP Spares,
HYDLF,Hydrophone LF passive,Description,"Broadband (Passive) Acoustic Receiver to measure acoustic signal of wind, rain, and seismic t-phases"
HYDLF,Hydrophone LF passive,ECRs that changed the count,
HYDLF,Hydrophone LF passive,Global Spares,
HYDLF,Hydrophone LF passive,Instrument Configuration,
HYDLF,Hydrophone LF passive,Link to the Specification,
HYDLF,Hydrophone LF passive,Notes,
HYDLF,Hydrophone LF passive,PrimaryScienceDiscipline,P
HYDLF,Hydrophone LF passive,Produces Acoustic Interference,
HYDLF,Hydrophone LF passive,Ready for 2013?,
HYDLF,Hydrophone LF passive,RSN O&M Spares,
HYDLF,Hydrophone LF passive,RSN Part Number,
HYDLF,Hydrophone LF passive,Susceptible to Acoustic Interference,Yes
HYDLF,Hydrophone LF passive,"Vendor CLIN, SubCLIN or Model #",
MASSP,Mass Spectrometer,2009 Baseline Price*,
MASSP,Mass Spectrometer,2009 Deployed Instrument Count,2
MASSP,Mass Spectrometer,Alternate Instrument Class Name,Mass Spectrometer
MASSP,Mass Spectrometer,CE Spares,
MASSP,Mass Spectrometer,CGSN MREFC Spares,
MASSP,Mass Spectrometer,CGSN O&M Spares,
MASSP,Mass Spectrometer,CGSN P/N,
MASSP,Mass Spectrometer,ClassLongName,mass_spectrometer
MASSP,Mass Spectrometer,Comments,
MASSP,Mass Spectrometer,CP Spares,
MASSP,Mass Spectrometer,Description,Mass Spectrometer for dissolved gases in hydrothermal and seep fluids
MASSP,Mass Spectrometer,ECRs that changed the count,
MASSP,Mass Spectrometer,Global Spares,
MASSP,Mass Spectrometer,Instrument Configuration,
MASSP,Mass Spectrometer,Link to the Specification,
MASSP,Mass Spectrometer,Notes,
MASSP,Mass Spectrometer,PrimaryScienceDiscipline,C
MASSP,Mass Spectrometer,Produces Acoustic Interference,
MASSP,Mass Spectrometer,Ready for 2013?,Maybe.
MASSP,Mass Spectrometer,RSN O&M Spares,
MASSP,Mass Spectrometer,RSN Part Number,
MASSP,Mass Spectrometer,Susceptible to Acoustic Interference,
MASSP,Mass Spectrometer,"Vendor CLIN, SubCLIN or Model #",
METBK,Meteorology bulk,2009 Baseline Price*,"$51,716.00"
METBK,Meteorology bulk,2009 Deployed Instrument Count,18
METBK,Meteorology bulk,Alternate Instrument Class Name,Bulk Meteorology Instrument Package
METBK,Meteorology bulk,CE Spares,
METBK,Meteorology bulk,CGSN MREFC Spares,
METBK,Meteorology bulk,CGSN O&M Spares,
METBK,Meteorology bulk,CGSN P/N,
METBK,Meteorology bulk,ClassLongName,Meteorology_bulk
METBK,Meteorology bulk,Comments,
METBK,Meteorology bulk,CP Spares,
METBK,Meteorology bulk,Description,"Measures surface meteorology and provides the data required to compute air-sea fluxes of heat, freshwater, and momentum"
METBK,Meteorology bulk,ECRs that changed the count,1303-00794
METBK,Meteorology bulk,Global Spares,
METBK,Meteorology bulk,Instrument Configuration,
METBK,Meteorology bulk,Link to the Specification,
METBK,Meteorology bulk,Notes,
METBK,Meteorology bulk,PrimaryScienceDiscipline,P
METBK,Meteorology bulk,Produces Acoustic Interference,
METBK,Meteorology bulk,Ready for 2013?,
METBK,Meteorology bulk,RSN O&M Spares,
METBK,Meteorology bulk,RSN Part Number,
METBK,Meteorology bulk,Susceptible to Acoustic Interference,
METBK,Meteorology bulk,"Vendor CLIN, SubCLIN or Model #",
NUTNR,Nutrient nitrate,2009 Baseline Price*,"$30,990.00"
NUTNR,Nutrient nitrate,2009 Deployed Instrument Count,22
NUTNR,Nutrient nitrate,Alternate Instrument Class Name,Nitrate
NUTNR,Nutrient nitrate,CE Spares,
NUTNR,Nutrient nitrate,CGSN MREFC Spares,
NUTNR,Nutrient nitrate,CGSN O&M Spares,
NUTNR,Nutrient nitrate,CGSN P/N,
NUTNR,Nutrient nitrate,ClassLongName,nutrient_Nitrate
NUTNR,Nutrient nitrate,Comments,
NUTNR,Nutrient nitrate,CP Spares,
NUTNR,Nutrient nitrate,Description,Optical Nitrate measurements (fast response and appropriate for profilers)
NUTNR,Nutrient nitrate,ECRs that changed the count,ECR 1303-00511
NUTNR,Nutrient nitrate,Global Spares,
NUTNR,Nutrient nitrate,Instrument Configuration,
NUTNR,Nutrient nitrate,Link to the Specification,
NUTNR,Nutrient nitrate,Notes,
NUTNR,Nutrient nitrate,PrimaryScienceDiscipline,C
NUTNR,Nutrient nitrate,Produces Acoustic Interference,
NUTNR,Nutrient nitrate,Ready for 2013?,
NUTNR,Nutrient nitrate,RSN O&M Spares,
NUTNR,Nutrient nitrate,RSN Part Number,
NUTNR,Nutrient nitrate,Susceptible to Acoustic Interference,
NUTNR,Nutrient nitrate,"Vendor CLIN, SubCLIN or Model #",
NUTR4,Nutrient four channel,2009 Baseline Price*,
NUTR4,Nutrient four channel,2009 Deployed Instrument Count,3
NUTR4,Nutrient four channel,Alternate Instrument Class Name,Nutrient four channel
NUTR4,Nutrient four channel,CE Spares,
NUTR4,Nutrient four channel,CGSN MREFC Spares,
NUTR4,Nutrient four channel,CGSN O&M Spares,
NUTR4,Nutrient four channel,CGSN P/N,
NUTR4,Nutrient four channel,ClassLongName,nutrient_four_channel
NUTR4,Nutrient four channel,Comments,
NUTR4,Nutrient four channel,CP Spares,
NUTR4,Nutrient four channel,Description,nutrient_four_channel
NUTR4,Nutrient four channel,ECRs that changed the count,ECR 1303-00511
NUTR4,Nutrient four channel,Global Spares,
NUTR4,Nutrient four channel,Instrument Configuration,
NUTR4,Nutrient four channel,Link to the Specification,
NUTR4,Nutrient four channel,Notes,
NUTR4,Nutrient four channel,PrimaryScienceDiscipline,C
NUTR4,Nutrient four channel,Produces Acoustic Interference,
NUTR4,Nutrient four channel,Ready for 2013?,
NUTR4,Nutrient four channel,RSN O&M Spares,
NUTR4,Nutrient four channel,RSN Part Number,
NUTR4,Nutrient four channel,Susceptible to Acoustic Interference,
NUTR4,Nutrient four channel,"Vendor CLIN, SubCLIN or Model #",
OBSBB,Seismometer BB triaxial accel,2009 Baseline Price*,
OBSBB,Seismometer BB triaxial accel,2009 Deployed Instrument Count,4
OBSBB,Seismometer BB triaxial accel,Alternate Instrument Class Name,Broadband Ocean Bottom Seismometer
OBSBB,Seismometer BB triaxial accel,CE Spares,
OBSBB,Seismometer BB triaxial accel,CGSN MREFC Spares,
OBSBB,Seismometer BB triaxial accel,CGSN O&M Spares,
OBSBB,Seismometer BB triaxial accel,CGSN P/N,
OBSBB,Seismometer BB triaxial accel,ClassLongName,Seismometer_BB_triaxial_accel
OBSBB,Seismometer BB triaxial accel,Comments,
OBSBB,Seismometer BB triaxial accel,CP Spares,
OBSBB,Seismometer BB triaxial accel,Description,Measures global/regional seismic events and harmonic tremors
OBSBB,Seismometer BB triaxial accel,ECRs that changed the count,
OBSBB,Seismometer BB triaxial accel,Global Spares,
OBSBB,Seismometer BB triaxial accel,Instrument Configuration,
OBSBB,Seismometer BB triaxial accel,Link to the Specification,
OBSBB,Seismometer BB triaxial accel,Notes,
OBSBB,Seismometer BB triaxial accel,PrimaryScienceDiscipline,G
OBSBB,Seismometer BB triaxial accel,Produces Acoustic Interference,
OBSBB,Seismometer BB triaxial accel,Ready for 2013?,
OBSBB,Seismometer BB triaxial accel,RSN O&M Spares,
OBSBB,Seismometer BB triaxial accel,RSN Part Number,
OBSBB,Seismometer BB triaxial accel,Susceptible to Acoustic Interference,
OBSBB,Seismometer BB triaxial accel,"Vendor CLIN, SubCLIN or Model #",
OBSBK,Seismometer BB triaxial keck,2009 Baseline Price*,
OBSBK,Seismometer BB triaxial keck,2009 Deployed Instrument Count,
OBSBK,Seismometer BB triaxial keck,Alternate Instrument Class Name,Broadband Ocean Bottom Seismometer
OBSBK,Seismometer BB triaxial keck,CE Spares,
OBSBK,Seismometer BB triaxial keck,CGSN MREFC Spares,
OBSBK,Seismometer BB triaxial keck,CGSN O&M Spares,
OBSBK,Seismometer BB triaxial keck,CGSN P/N,
OBSBK,Seismometer BB triaxial keck,ClassLongName,Seismometer_BB_triaxial_keck
OBSBK,Seismometer BB triaxial keck,Comments,
OBSBK,Seismometer BB triaxial keck,CP Spares,
OBSBK,Seismometer BB triaxial keck,Description,Measures global/regional seismic events and harmonic tremors
OBSBK,Seismometer BB triaxial keck,ECRs that changed the count,
OBSBK,Seismometer BB triaxial keck,Global Spares,
OBSBK,Seismometer BB triaxial keck,Instrument Configuration,
OBSBK,Seismometer BB triaxial keck,Link to the Specification,
OBSBK,Seismometer BB triaxial keck,Notes,
OBSBK,Seismometer BB triaxial keck,PrimaryScienceDiscipline,G
OBSBK,Seismometer BB triaxial keck,Produces Acoustic Interference,
OBSBK,Seismometer BB triaxial keck,Ready for 2013?,
OBSBK,Seismometer BB triaxial keck,RSN O&M Spares,
OBSBK,Seismometer BB triaxial keck,RSN Part Number,
OBSBK,Seismometer BB triaxial keck,Susceptible to Acoustic Interference,
OBSBK,Seismometer BB triaxial keck,"Vendor CLIN, SubCLIN or Model #",
OBSSK,Seismometer shortperiod keck,2009 Baseline Price*,
OBSSK,Seismometer shortperiod keck,2009 Deployed Instrument Count,
OBSSK,Seismometer shortperiod keck,Alternate Instrument Class Name,Short-Period Ocean Bottom Seismometer
OBSSK,Seismometer shortperiod keck,CE Spares,
OBSSK,Seismometer shortperiod keck,CGSN MREFC Spares,
OBSSK,Seismometer shortperiod keck,CGSN O&M Spares,
OBSSK,Seismometer shortperiod keck,CGSN P/N,
OBSSK,Seismometer shortperiod keck,ClassLongName,Seismometer_shortperiod_keck
OBSSK,Seismometer shortperiod keck,Comments,
OBSSK,Seismometer shortperiod keck,CP Spares,
OBSSK,Seismometer shortperiod keck,Description,Seismometer_shortperiod_keck
OBSSK,Seismometer shortperiod keck,ECRs that changed the count,
OBSSK,Seismometer shortperiod keck,Global Spares,
OBSSK,Seismometer shortperiod keck,Instrument Configuration,
OBSSK,Seismometer shortperiod keck,Link to the Specification,
OBSSK,Seismometer shortperiod keck,Notes,
OBSSK,Seismometer shortperiod keck,PrimaryScienceDiscipline,G
OBSSK,Seismometer shortperiod keck,Produces Acoustic Interference,
OBSSK,Seismometer shortperiod keck,Ready for 2013?,
OBSSK,Seismometer shortperiod keck,RSN O&M Spares,
OBSSK,Seismometer shortperiod keck,RSN Part Number,
OBSSK,Seismometer shortperiod keck,Susceptible to Acoustic Interference,
OBSSK,Seismometer shortperiod keck,"Vendor CLIN, SubCLIN or Model #",
OBSSP,Seismometer shortperiod,2009 Baseline Price*,
OBSSP,Seismometer shortperiod,2009 Deployed Instrument Count,9
OBSSP,Seismometer shortperiod,Alternate Instrument Class Name,Short-Period Ocean Bottom Seismometer
OBSSP,Seismometer shortperiod,CE Spares,
OBSSP,Seismometer shortperiod,CGSN MREFC Spares,
OBSSP,Seismometer shortperiod,CGSN O&M Spares,
OBSSP,Seismometer shortperiod,CGSN P/N,
OBSSP,Seismometer shortperiod,ClassLongName,Seismometer_shortperiod
OBSSP,Seismometer shortperiod,Comments,
OBSSP,Seismometer shortperiod,CP Spares,
OBSSP,Seismometer shortperiod,Description,Measures regional/local seismic activity
OBSSP,Seismometer shortperiod,ECRs that changed the count,
OBSSP,Seismometer shortperiod,Global Spares,
OBSSP,Seismometer shortperiod,Instrument Configuration,
OBSSP,Seismometer shortperiod,Link to the Specification,
OBSSP,Seismometer shortperiod,Notes,
OBSSP,Seismometer shortperiod,PrimaryScienceDiscipline,G
OBSSP,Seismometer shortperiod,Produces Acoustic Interference,
OBSSP,Seismometer shortperiod,Ready for 2013?,
OBSSP,Seismometer shortperiod,RSN O&M Spares,
OBSSP,Seismometer shortperiod,RSN Part Number,
OBSSP,Seismometer shortperiod,Susceptible to Acoustic Interference,
OBSSP,Seismometer shortperiod,"Vendor CLIN, SubCLIN or Model #",
OPTAA,Attenuation absorption optical,2009 Baseline Price*,"$17,500.00"
OPTAA,Attenuation absorption optical,2009 Deployed Instrument Count,35
OPTAA,Attenuation absorption optical,Alternate Instrument Class Name,Absorption Spectrophotometer
OPTAA,Attenuation absorption optical,CE Spares,
OPTAA,Attenuation absorption optical,CGSN MREFC Spares,
OPTAA,Attenuation absorption optical,CGSN O&M Spares,
OPTAA,Attenuation absorption optical,CGSN P/N,
OPTAA,Attenuation absorption optical,ClassLongName,attenuation_absorption_optical
OPTAA,Attenuation absorption optical,Comments,
OPTAA,Attenuation absorption optical,CP Spares,
OPTAA,Attenuation absorption optical,Description,Measures optical attenuation and absorption
OPTAA,Attenuation absorption optical,ECRs that changed the count,
OPTAA,Attenuation absorption optical,Global Spares,
OPTAA,Attenuation absorption optical,Instrument Configuration,
OPTAA,Attenuation absorption optical,Link to the Specification,
OPTAA,Attenuation absorption optical,Notes,
OPTAA,Attenuation absorption optical,PrimaryScienceDiscipline,B
OPTAA,Attenuation absorption optical,Produces Acoustic Interference,
OPTAA,Attenuation absorption optical,Ready for 2013?,
OPTAA,Attenuation absorption optical,RSN O&M Spares,
OPTAA,Attenuation absorption optical,RSN Part Number,
OPTAA,Attenuation absorption optical,Susceptible to Acoustic Interference,
OPTAA,Attenuation absorption optical,"Vendor CLIN, SubCLIN or Model #",
OSMOI,Watersample chem trace,2009 Baseline Price*,
OSMOI,Watersample chem trace,2009 Deployed Instrument Count,2
OSMOI,Watersample chem trace,Alternate Instrument Class Name,Osmosis-Based Water Sampler
OSMOI,Watersample chem trace,CE Spares,
OSMOI,Watersample chem trace,CGSN MREFC Spares,
OSMOI,Watersample chem trace,CGSN O&M Spares,
OSMOI,Watersample chem trace,CGSN P/N,
OSMOI,Watersample chem trace,ClassLongName,watersample_chem_trace
OSMOI,Watersample chem trace,Comments,
OSMOI,Watersample chem trace,CP Spares,
OSMOI,Watersample chem trace,Description,Collecting samples of diffuse flow and seep fluids for major/trace element chemistry
OSMOI,Watersample chem trace,ECRs that changed the count,
OSMOI,Watersample chem trace,Global Spares,
OSMOI,Watersample chem trace,Instrument Configuration,
OSMOI,Watersample chem trace,Link to the Specification,
OSMOI,Watersample chem trace,Notes,
OSMOI,Watersample chem trace,PrimaryScienceDiscipline,C
OSMOI,Watersample chem trace,Produces Acoustic Interference,
OSMOI,Watersample chem trace,Ready for 2013?,
OSMOI,Watersample chem trace,RSN O&M Spares,
OSMOI,Watersample chem trace,RSN Part Number,
OSMOI,Watersample chem trace,Susceptible to Acoustic Interference,
OSMOI,Watersample chem trace,"Vendor CLIN, SubCLIN or Model #",
PARAD,PAR,2009 Baseline Price*,
PARAD,PAR,2009 Deployed Instrument Count,21
PARAD,PAR,Alternate Instrument Class Name,Photosynthetically Available Radiation
PARAD,PAR,CE Spares,
PARAD,PAR,CGSN MREFC Spares,
PARAD,PAR,CGSN O&M Spares,
PARAD,PAR,CGSN P/N,
PARAD,PAR,ClassLongName,PAR
PARAD,PAR,Comments,
PARAD,PAR,CP Spares,
PARAD,PAR,Description,Measures optical attenuation and absorption at 400-700nm wavelengths
PARAD,PAR,ECRs that changed the count,
PARAD,PAR,Global Spares,
PARAD,PAR,Instrument Configuration,
PARAD,PAR,Link to the Specification,
PARAD,PAR,Notes,
PARAD,PAR,PrimaryScienceDiscipline,B
PARAD,PAR,Produces Acoustic Interference,
PARAD,PAR,Ready for 2013?,
PARAD,PAR,RSN O&M Spares,
PARAD,PAR,RSN Part Number,
PARAD,PAR,Susceptible to Acoustic Interference,
PARAD,PAR,"Vendor CLIN, SubCLIN or Model #",
PCO2A,pCO2 air-sea,2009 Baseline Price*,"$39,300.00"
PCO2A,pCO2 air-sea,2009 Deployed Instrument Count,10
PCO2A,pCO2 air-sea,Alternate Instrument Class Name,pCO2 Air-Sea
PCO2A,pCO2 air-sea,CE Spares,
PCO2A,pCO2 air-sea,CGSN MREFC Spares,
PCO2A,pCO2 air-sea,CGSN O&M Spares,
PCO2A,pCO2 air-sea,CGSN P/N,
PCO2A,pCO2 air-sea,ClassLongName,pCO2_air-sea
PCO2A,pCO2 air-sea,Comments,
PCO2A,pCO2 air-sea,CP Spares,
PCO2A,pCO2 air-sea,Description,Measures partial pressure of CO2 at the air-sea interface
PCO2A,pCO2 air-sea,ECRs that changed the count,
PCO2A,pCO2 air-sea,Global Spares,
PCO2A,pCO2 air-sea,Instrument Configuration,
PCO2A,pCO2 air-sea,Link to the Specification,
PCO2A,pCO2 air-sea,Notes,
PCO2A,pCO2 air-sea,PrimaryScienceDiscipline,C
PCO2A,pCO2 air-sea,Produces Acoustic Interference,
PCO2A,pCO2 air-sea,Ready for 2013?,
PCO2A,pCO2 air-sea,RSN O&M Spares,
PCO2A,pCO2 air-sea,RSN Part Number,
PCO2A,pCO2 air-sea,Susceptible to Acoustic Interference,
PCO2A,pCO2 air-sea,"Vendor CLIN, SubCLIN or Model #",
PCO2W,pCO2 water,2009 Baseline Price*,"$18,375.00"
PCO2W,pCO2 water,2009 Deployed Instrument Count,25
PCO2W,pCO2 water,Alternate Instrument Class Name,pCO2 Water
PCO2W,pCO2 water,CE Spares,
PCO2W,pCO2 water,CGSN MREFC Spares,
PCO2W,pCO2 water,CGSN O&M Spares,
PCO2W,pCO2 water,CGSN P/N,
PCO2W,pCO2 water,ClassLongName,pCO2_water
PCO2W,pCO2 water,Comments,
PCO2W,pCO2 water,CP Spares,
PCO2W,pCO2 water,Description,Measures partial pressure of CO2 in the water column
PCO2W,pCO2 water,ECRs that changed the count,
PCO2W,pCO2 water,Global Spares,
PCO2W,pCO2 water,Instrument Configuration,
PCO2W,pCO2 water,Link to the Specification,
PCO2W,pCO2 water,Notes,
PCO2W,pCO2 water,PrimaryScienceDiscipline,C
PCO2W,pCO2 water,Produces Acoustic Interference,
PCO2W,pCO2 water,Ready for 2013?,
PCO2W,pCO2 water,RSN O&M Spares,
PCO2W,pCO2 water,RSN Part Number,
PCO2W,pCO2 water,Susceptible to Acoustic Interference,
PCO2W,pCO2 water,"Vendor CLIN, SubCLIN or Model #",
PHSEN,pH stable,2009 Baseline Price*,"$17,500.00"
PHSEN,pH stable,2009 Deployed Instrument Count,33
PHSEN,pH stable,Alternate Instrument Class Name,Seawater pH
PHSEN,pH stable,CE Spares,
PHSEN,pH stable,CGSN MREFC Spares,
PHSEN,pH stable,CGSN O&M Spares,
PHSEN,pH stable,CGSN P/N,
PHSEN,pH stable,ClassLongName,pH_stable
PHSEN,pH stable,Comments,
PHSEN,pH stable,CP Spares,
PHSEN,pH stable,Description,pH
PHSEN,pH stable,ECRs that changed the count,1300-00292
PHSEN,pH stable,Global Spares,
PHSEN,pH stable,Instrument Configuration,
PHSEN,pH stable,Link to the Specification,
PHSEN,pH stable,Notes,
PHSEN,pH stable,PrimaryScienceDiscipline,C
PHSEN,pH stable,Produces Acoustic Interference,
PHSEN,pH stable,Ready for 2013?,
PHSEN,pH stable,RSN O&M Spares,
PHSEN,pH stable,RSN Part Number,
PHSEN,pH stable,Susceptible to Acoustic Interference,
PHSEN,pH stable,"Vendor CLIN, SubCLIN or Model #",
PPSDN,DNA particulate,2009 Baseline Price*,
PPSDN,DNA particulate,2009 Deployed Instrument Count,
PPSDN,DNA particulate,Alternate Instrument Class Name,Particulate DNA Sampler
PPSDN,DNA particulate,CE Spares,
PPSDN,DNA particulate,CGSN MREFC Spares,
PPSDN,DNA particulate,CGSN O&M Spares,
PPSDN,DNA particulate,CGSN P/N,
PPSDN,DNA particulate,ClassLongName,DNA_particulate
PPSDN,DNA particulate,Comments,
PPSDN,DNA particulate,CP Spares,
PPSDN,DNA particulate,Description,Used to measure microbial community
PPSDN,DNA particulate,ECRs that changed the count,
PPSDN,DNA particulate,Global Spares,
PPSDN,DNA particulate,Instrument Configuration,
PPSDN,DNA particulate,Link to the Specification,
PPSDN,DNA particulate,Notes,
PPSDN,DNA particulate,PrimaryScienceDiscipline,B
PPSDN,DNA particulate,Produces Acoustic Interference,
PPSDN,DNA particulate,Ready for 2013?,
PPSDN,DNA particulate,RSN O&M Spares,
PPSDN,DNA particulate,RSN Part Number,
PPSDN,DNA particulate,Susceptible to Acoustic Interference,
PPSDN,DNA particulate,"Vendor CLIN, SubCLIN or Model #",
PRESF,Pressure SF,2009 Baseline Price*,"$17,625.00"
PRESF,Pressure SF,2009 Deployed Instrument Count,9
PRESF,Pressure SF,Alternate Instrument Class Name,Seafloor Pressure
PRESF,Pressure SF,CE Spares,
PRESF,Pressure SF,CGSN MREFC Spares,
PRESF,Pressure SF,CGSN O&M Spares,
PRESF,Pressure SF,CGSN P/N,
PRESF,Pressure SF,ClassLongName,pressure_SF
PRESF,Pressure SF,Comments,
PRESF,Pressure SF,CP Spares,
PRESF,Pressure SF,Description,Measures seafloor pressure
PRESF,Pressure SF,ECRs that changed the count,ECR 1303-00654
PRESF,Pressure SF,Global Spares,
PRESF,Pressure SF,Instrument Configuration,
PRESF,Pressure SF,Link to the Specification,
PRESF,Pressure SF,Notes,
PRESF,Pressure SF,PrimaryScienceDiscipline,P
PRESF,Pressure SF,Produces Acoustic Interference,
PRESF,Pressure SF,Ready for 2013?,
PRESF,Pressure SF,RSN O&M Spares,
PRESF,Pressure SF,RSN Part Number,
PRESF,Pressure SF,Susceptible to Acoustic Interference,
PRESF,Pressure SF,"Vendor CLIN, SubCLIN or Model #",
PREST,Pressure SF tidal,2009 Baseline Price*,
PREST,Pressure SF tidal,2009 Deployed Instrument Count,3
PREST,Pressure SF tidal,Alternate Instrument Class Name,Tidal Seafloor Pressure
PREST,Pressure SF tidal,CE Spares,
PREST,Pressure SF tidal,CGSN MREFC Spares,
PREST,Pressure SF tidal,CGSN O&M Spares,
PREST,Pressure SF tidal,CGSN P/N,
PREST,Pressure SF tidal,ClassLongName,pressure_SF_tidal
PREST,Pressure SF tidal,Comments,
PREST,Pressure SF tidal,CP Spares,
PREST,Pressure SF tidal,Description,Measures tidal pressure on the seafloor to mm scale
PREST,Pressure SF tidal,ECRs that changed the count,
PREST,Pressure SF tidal,Global Spares,
PREST,Pressure SF tidal,Instrument Configuration,
PREST,Pressure SF tidal,Link to the Specification,
PREST,Pressure SF tidal,Notes,
PREST,Pressure SF tidal,PrimaryScienceDiscipline,P
PREST,Pressure SF tidal,Produces Acoustic Interference,
PREST,Pressure SF tidal,Ready for 2013?,
PREST,Pressure SF tidal,RSN O&M Spares,
PREST,Pressure SF tidal,RSN Part Number,
PREST,Pressure SF tidal,Susceptible to Acoustic Interference,
PREST,Pressure SF tidal,"Vendor CLIN, SubCLIN or Model #",
RASFL,Watersample chem trace H2S pH,2009 Baseline Price*,
RASFL,Watersample chem trace H2S pH,2009 Deployed Instrument Count,1
RASFL,Watersample chem trace H2S pH,Alternate Instrument Class Name,Hydrothermal Vent Fluid Interactive Sampler
RASFL,Watersample chem trace H2S pH,CE Spares,
RASFL,Watersample chem trace H2S pH,CGSN MREFC Spares,
RASFL,Watersample chem trace H2S pH,CGSN O&M Spares,
RASFL,Watersample chem trace H2S pH,CGSN P/N,
RASFL,Watersample chem trace H2S pH,ClassLongName,watersample_chem_trace_H2S_pH
RASFL,Watersample chem trace H2S pH,Comments,
RASFL,Watersample chem trace H2S pH,CP Spares,
RASFL,Watersample chem trace H2S pH,Description,"Used for measuring major/trace element chemistry, temperature, H2S, pH"
RASFL,Watersample chem trace H2S pH,ECRs that changed the count,
RASFL,Watersample chem trace H2S pH,Global Spares,
RASFL,Watersample chem trace H2S pH,Instrument Configuration,
RASFL,Watersample chem trace H2S pH,Link to the Specification,
RASFL,Watersample chem trace H2S pH,Notes,
RASFL,Watersample chem trace H2S pH,PrimaryScienceDiscipline,C
RASFL,Watersample chem trace H2S pH,Produces Acoustic Interference,
RASFL,Watersample chem trace H2S pH,Ready for 2013?,
RASFL,Watersample chem trace H2S pH,RSN O&M Spares,
RASFL,Watersample chem trace H2S pH,RSN Part Number,
RASFL,Watersample chem trace H2S pH,Susceptible to Acoustic Interference,
RASFL,Watersample chem trace H2S pH,"Vendor CLIN, SubCLIN or Model #",
SPKIR,spectral irradiance,2009 Baseline Price*,"$11,080.00"
SPKIR,spectral irradiance,2009 Deployed Instrument Count,22
SPKIR,spectral irradiance,Alternate Instrument Class Name,Spectral Irradiance
SPKIR,spectral irradiance,CE Spares,
SPKIR,spectral irradiance,CGSN MREFC Spares,
SPKIR,spectral irradiance,CGSN O&M Spares,
SPKIR,spectral irradiance,CGSN P/N,
SPKIR,spectral irradiance,ClassLongName,spectral_irradiance
SPKIR,spectral irradiance,Comments,
SPKIR,spectral irradiance,CP Spares,
SPKIR,spectral irradiance,Description,Measures downwelling spectral irradiance
SPKIR,spectral irradiance,ECRs that changed the count,
SPKIR,spectral irradiance,Global Spares,
SPKIR,spectral irradiance,Instrument Configuration,
SPKIR,spectral irradiance,Link to the Specification,
SPKIR,spectral irradiance,Notes,
SPKIR,spectral irradiance,PrimaryScienceDiscipline,P
SPKIR,spectral irradiance,Produces Acoustic Interference,
SPKIR,spectral irradiance,Ready for 2013?,
SPKIR,spectral irradiance,RSN O&M Spares,
SPKIR,spectral irradiance,RSN Part Number,
SPKIR,spectral irradiance,Susceptible to Acoustic Interference,
SPKIR,spectral irradiance,"Vendor CLIN, SubCLIN or Model #",
THSPH,Temp H2 H2S pH,2009 Baseline Price*,
THSPH,Temp H2 H2S pH,2009 Deployed Instrument Count,1
THSPH,Temp H2 H2S pH,Alternate Instrument Class Name,Hydrothermal Vent Fluid In-situ Chemistry
THSPH,Temp H2 H2S pH,CE Spares,
THSPH,Temp H2 H2S pH,CGSN MREFC Spares,
THSPH,Temp H2 H2S pH,CGSN O&M Spares,
THSPH,Temp H2 H2S pH,CGSN P/N,
THSPH,Temp H2 H2S pH,ClassLongName,Temp_H2_H2S_pH
THSPH,Temp H2 H2S pH,Comments,
THSPH,Temp H2 H2S pH,CP Spares,
THSPH,Temp H2 H2S pH,Description,"Measures hydrothermal vent fluid temperature, hydrogen, hydrogen sulfide and pH"
THSPH,Temp H2 H2S pH,ECRs that changed the count,
THSPH,Temp H2 H2S pH,Global Spares,
THSPH,Temp H2 H2S pH,Instrument Configuration,
THSPH,Temp H2 H2S pH,Link to the Specification,
THSPH,Temp H2 H2S pH,Notes,
THSPH,Temp H2 H2S pH,PrimaryScienceDiscipline,C
THSPH,Temp H2 H2S pH,Produces Acoustic Interference,
