Textbox8,tbToday
Reference Designator Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Reference_Designator,Class,Attribute,AttributeValue
CP01CNSP-SP001-08-CTDPFJ999,CTDPF,longitude,70.78
CP01CNSP-SP001-08-CTDPFJ999,CTDPF,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP01CNSP-SP001-08-CTDPFJ999,CTDPF,Relative Depth,Sea surface to 2m above bottom
CP01CNSP-SP001-09-FLORTJ999,FLORT,depth_port_max,133
CP01CNSP-SP001-09-FLORTJ999,FLORT,depth_port_min,0
CP01CNSP-SP001-09-FLORTJ999,FLORT,depth_subsite,133
CP01CNSP-SP001-09-FLORTJ999,FLORT,First Deployment Date,2014-09
CP01CNSP-SP001-09-FLORTJ999,FLORT,latitude,40.14
CP01CNSP-SP001-09-FLORTJ999,FLORT,longitude,70.78
CP01CNSP-SP001-09-FLORTJ999,FLORT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP01CNSP-SP001-09-FLORTJ999,FLORT,Relative Depth,Sea surface to 2m above bottom
CP01CNSP-SP001-10-PARADJ999,PARAD,depth_port_max,133
CP01CNSP-SP001-10-PARADJ999,PARAD,depth_port_min,0
CP01CNSP-SP001-10-PARADJ999,PARAD,depth_subsite,133
CP01CNSP-SP001-10-PARADJ999,PARAD,First Deployment Date,2014-09
CP01CNSP-SP001-10-PARADJ999,PARAD,latitude,40.14
CP01CNSP-SP001-10-PARADJ999,PARAD,longitude,70.78
CP01CNSP-SP001-10-PARADJ999,PARAD,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP01CNSP-SP001-10-PARADJ999,PARAD,Relative Depth,Sea surface to 2m above bottom
CP02PMCI-RI001-01-ADCPTG999,ADCPT,depth_port_max,125
CP02PMCI-RI001-01-ADCPTG999,ADCPT,depth_port_min,125
CP02PMCI-RI001-01-ADCPTG999,ADCPT,depth_subsite,125
CP02PMCI-RI001-01-ADCPTG999,ADCPT,First Deployment Date,2014-04
CP02PMCI-RI001-01-ADCPTG999,ADCPT,latitude,40.23
CP02PMCI-RI001-01-ADCPTG999,ADCPT,longitude,70.88
CP02PMCI-RI001-01-ADCPTG999,ADCPT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCI-RI001-01-ADCPTG999,ADCPT,Relative Depth,"Bottom mount, uplooking"
CP02PMCI-WF001-01-VEL3DK999,VEL3D,depth_port_max,125
CP02PMCI-WF001-01-VEL3DK999,VEL3D,depth_port_min,15
CP02PMCI-WF001-01-VEL3DK999,VEL3D,depth_subsite,125
CP02PMCI-WF001-01-VEL3DK999,VEL3D,First Deployment Date,2014-04
CP02PMCI-WF001-01-VEL3DK999,VEL3D,latitude,40.23
CP02PMCI-WF001-01-VEL3DK999,VEL3D,longitude,70.88
CP02PMCI-WF001-01-VEL3DK999,VEL3D,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCI-WF001-01-VEL3DK999,VEL3D,Relative Depth,15m below sea surface to near bottom
CP02PMCI-WF001-02-DOFSTK999,DOFST,depth_port_max,125
CP02PMCI-WF001-02-DOFSTK999,DOFST,depth_port_min,15
CP02PMCI-WF001-02-DOFSTK999,DOFST,depth_subsite,125
CP02PMCI-WF001-02-DOFSTK999,DOFST,First Deployment Date,2014-04
CP02PMCI-WF001-02-DOFSTK999,DOFST,latitude,40.23
CP02PMCI-WF001-02-DOFSTK999,DOFST,longitude,70.88
CP02PMCI-WF001-02-DOFSTK999,DOFST,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCI-WF001-02-DOFSTK999,DOFST,Relative Depth,15m below sea surface to near bottom
CP02PMCI-WF001-03-CTDPFK999,CTDPF,depth_port_max,125
CP02PMCI-WF001-03-CTDPFK999,CTDPF,depth_port_min,15
CP02PMCI-WF001-03-CTDPFK999,CTDPF,depth_subsite,125
CP02PMCI-WF001-03-CTDPFK999,CTDPF,First Deployment Date,2014-04
CP02PMCI-WF001-03-CTDPFK999,CTDPF,latitude,40.23
CP02PMCI-WF001-03-CTDPFK999,CTDPF,longitude,70.88
CP02PMCI-WF001-03-CTDPFK999,CTDPF,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCI-WF001-03-CTDPFK999,CTDPF,Relative Depth,15m below sea surface to near bottom
CP02PMCI-WF001-04-FLORTK999,FLORT,depth_port_max,125
CP02PMCI-WF001-04-FLORTK999,FLORT,depth_port_min,15
CP02PMCI-WF001-04-FLORTK999,FLORT,depth_subsite,125
CP02PMCI-WF001-04-FLORTK999,FLORT,First Deployment Date,2014-04
CP02PMCI-WF001-04-FLORTK999,FLORT,latitude,40.23
CP02PMCI-WF001-04-FLORTK999,FLORT,longitude,70.88
CP02PMCI-WF001-04-FLORTK999,FLORT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCI-WF001-04-FLORTK999,FLORT,Relative Depth,15m below sea surface to near bottom
CP02PMCI-WF001-05-PARADK999,PARAD,depth_port_max,125
CP02PMCI-WF001-05-PARADK999,PARAD,depth_port_min,15
CP02PMCI-WF001-05-PARADK999,PARAD,depth_subsite,125
CP02PMCI-WF001-05-PARADK999,PARAD,First Deployment Date,2014-04
CP02PMCI-WF001-05-PARADK999,PARAD,latitude,40.23
CP02PMCI-WF001-05-PARADK999,PARAD,longitude,70.88
CP02PMCI-WF001-05-PARADK999,PARAD,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCI-WF001-05-PARADK999,PARAD,Relative Depth,15m below sea surface to near bottom
CP02PMCO-RI001-01-ADCPTG999,ADCPT,depth_port_max,150
CP02PMCO-RI001-01-ADCPTG999,ADCPT,depth_port_min,150
CP02PMCO-RI001-01-ADCPTG999,ADCPT,depth_subsite,150
CP02PMCO-RI001-01-ADCPTG999,ADCPT,First Deployment Date,2014-04
CP02PMCO-RI001-01-ADCPTG999,ADCPT,latitude,40.1
CP02PMCO-RI001-01-ADCPTG999,ADCPT,longitude,70.88
CP02PMCO-RI001-01-ADCPTG999,ADCPT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCO-RI001-01-ADCPTG999,ADCPT,Relative Depth,15m below sea surface to near bottom
CP02PMCO-WF001-01-VEL3DK999,VEL3D,depth_port_max,150
CP02PMCO-WF001-01-VEL3DK999,VEL3D,depth_port_min,15
CP02PMCO-WF001-01-VEL3DK999,VEL3D,depth_subsite,150
CP02PMCO-WF001-01-VEL3DK999,VEL3D,First Deployment Date,2014-04
CP02PMCO-WF001-01-VEL3DK999,VEL3D,latitude,40.1
CP02PMCO-WF001-01-VEL3DK999,VEL3D,longitude,70.88
CP02PMCO-WF001-01-VEL3DK999,VEL3D,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCO-WF001-01-VEL3DK999,VEL3D,Relative Depth,15m below sea surface to near bottom
CP02PMCO-WF001-02-DOFSTK999,DOFST,depth_port_max,150
CP02PMCO-WF001-02-DOFSTK999,DOFST,depth_port_min,15
CP02PMCO-WF001-02-DOFSTK999,DOFST,depth_subsite,150
CP02PMCO-WF001-02-DOFSTK999,DOFST,First Deployment Date,2014-04
CP02PMCO-WF001-02-DOFSTK999,DOFST,latitude,40.1
CP02PMCO-WF001-02-DOFSTK999,DOFST,longitude,70.88
CP02PMCO-WF001-02-DOFSTK999,DOFST,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCO-WF001-02-DOFSTK999,DOFST,Relative Depth,15m below sea surface to near bottom
CP02PMCO-WF001-03-CTDPFK999,CTDPF,depth_port_max,150
CP02PMCO-WF001-03-CTDPFK999,CTDPF,depth_port_min,15
CP02PMCO-WF001-03-CTDPFK999,CTDPF,depth_subsite,150
CP02PMCO-WF001-03-CTDPFK999,CTDPF,First Deployment Date,2014-04
CP02PMCO-WF001-03-CTDPFK999,CTDPF,latitude,40.1
CP02PMCO-WF001-03-CTDPFK999,CTDPF,longitude,70.88
CP02PMCO-WF001-03-CTDPFK999,CTDPF,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCO-WF001-03-CTDPFK999,CTDPF,Relative Depth,15m below sea surface to near bottom
CP02PMCO-WF001-04-FLORTK999,FLORT,depth_port_max,150
CP02PMCO-WF001-04-FLORTK999,FLORT,depth_port_min,15
CP02PMCO-WF001-04-FLORTK999,FLORT,depth_subsite,150
CP02PMCO-WF001-04-FLORTK999,FLORT,First Deployment Date,2014-04
CP02PMCO-WF001-04-FLORTK999,FLORT,latitude,40.1
CP02PMCO-WF001-04-FLORTK999,FLORT,longitude,70.88
CP02PMCO-WF001-04-FLORTK999,FLORT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCO-WF001-04-FLORTK999,FLORT,Relative Depth,15m below sea surface to near bottom
CP02PMCO-WF001-05-PARADK999,PARAD,depth_port_max,150
CP02PMCO-WF001-05-PARADK999,PARAD,depth_port_min,15
CP02PMCO-WF001-05-PARADK999,PARAD,depth_subsite,150
CP02PMCO-WF001-05-PARADK999,PARAD,First Deployment Date,2014-04
CP02PMCO-WF001-05-PARADK999,PARAD,latitude,40.1
CP02PMCO-WF001-05-PARADK999,PARAD,longitude,70.88
CP02PMCO-WF001-05-PARADK999,PARAD,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMCO-WF001-05-PARADK999,PARAD,Relative Depth,15m below sea surface to near bottom
CP02PMUI-RI001-01-ADCPTG999,ADCPT,depth_port_max,91.5
CP02PMUI-RI001-01-ADCPTG999,ADCPT,depth_port_min,91.5
CP02PMUI-RI001-01-ADCPTG999,ADCPT,depth_subsite,91.5
CP02PMUI-RI001-01-ADCPTG999,ADCPT,First Deployment Date,2013-11
CP02PMUI-RI001-01-ADCPTG999,ADCPT,latitude,40.37
CP02PMUI-RI001-01-ADCPTG999,ADCPT,longitude,70.78
CP02PMUI-RI001-01-ADCPTG999,ADCPT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUI-RI001-01-ADCPTG999,ADCPT,Relative Depth,15m below sea surface to near bottom
CP02PMUI-WF001-01-VEL3DK999,VEL3D,depth_port_max,91.5
CP02PMUI-WF001-01-VEL3DK999,VEL3D,depth_port_min,15
CP02PMUI-WF001-01-VEL3DK999,VEL3D,depth_subsite,91.5
CP02PMUI-WF001-01-VEL3DK999,VEL3D,First Deployment Date,2013-11
CP02PMUI-WF001-01-VEL3DK999,VEL3D,latitude,40.37
CP02PMUI-WF001-01-VEL3DK999,VEL3D,longitude,70.78
CP02PMUI-WF001-01-VEL3DK999,VEL3D,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUI-WF001-01-VEL3DK999,VEL3D,Relative Depth,15m below sea surface to near bottom
CP02PMUI-WF001-02-DOFSTK999,DOFST,depth_port_max,91.5
CP02PMUI-WF001-02-DOFSTK999,DOFST,depth_port_min,15
CP02PMUI-WF001-02-DOFSTK999,DOFST,depth_subsite,91.5
CP02PMUI-WF001-02-DOFSTK999,DOFST,First Deployment Date,2013-11
CP02PMUI-WF001-02-DOFSTK999,DOFST,latitude,40.37
CP02PMUI-WF001-02-DOFSTK999,DOFST,longitude,70.78
CP02PMUI-WF001-02-DOFSTK999,DOFST,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUI-WF001-02-DOFSTK999,DOFST,Relative Depth,15m below sea surface to near bottom
CP02PMUI-WF001-03-CTDPFK999,CTDPF,depth_port_max,91.5
CP02PMUI-WF001-03-CTDPFK999,CTDPF,depth_port_min,15
CP02PMUI-WF001-03-CTDPFK999,CTDPF,depth_subsite,91.5
CP02PMUI-WF001-03-CTDPFK999,CTDPF,First Deployment Date,2013-11
CP02PMUI-WF001-03-CTDPFK999,CTDPF,latitude,40.37
CP02PMUI-WF001-03-CTDPFK999,CTDPF,longitude,70.78
CP02PMUI-WF001-03-CTDPFK999,CTDPF,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUI-WF001-03-CTDPFK999,CTDPF,Relative Depth,15m below sea surface to near bottom
CP02PMUI-WF001-04-FLORTK999,FLORT,depth_port_max,91.5
CP02PMUI-WF001-04-FLORTK999,FLORT,depth_port_min,15
CP02PMUI-WF001-04-FLORTK999,FLORT,depth_subsite,91.5
CP02PMUI-WF001-04-FLORTK999,FLORT,First Deployment Date,2013-11
CP02PMUI-WF001-04-FLORTK999,FLORT,latitude,40.37
CP02PMUI-WF001-04-FLORTK999,FLORT,longitude,70.78
CP02PMUI-WF001-04-FLORTK999,FLORT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUI-WF001-04-FLORTK999,FLORT,Relative Depth,15m below sea surface to near bottom
CP02PMUI-WF001-05-PARADK999,PARAD,depth_port_max,91.5
CP02PMUI-WF001-05-PARADK999,PARAD,depth_port_min,15
CP02PMUI-WF001-05-PARADK999,PARAD,depth_subsite,91.5
CP02PMUI-WF001-05-PARADK999,PARAD,First Deployment Date,2013-11
CP02PMUI-WF001-05-PARADK999,PARAD,latitude,40.37
CP02PMUI-WF001-05-PARADK999,PARAD,longitude,70.78
CP02PMUI-WF001-05-PARADK999,PARAD,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUI-WF001-05-PARADK999,PARAD,Relative Depth,15m below sea surface to near bottom
CP02PMUO-RI001-01-ADCPSL999,ADCPS,depth_port_max,430
CP02PMUO-RI001-01-ADCPSL999,ADCPS,depth_port_min,430
CP02PMUO-RI001-01-ADCPSL999,ADCPS,depth_subsite,450
CP02PMUO-RI001-01-ADCPSL999,ADCPS,First Deployment Date,2013-11
CP02PMUO-RI001-01-ADCPSL999,ADCPS,latitude,39.94
CP02PMUO-RI001-01-ADCPSL999,ADCPS,longitude,70.78
CP02PMUO-RI001-01-ADCPSL999,ADCPS,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUO-RI001-01-ADCPSL999,ADCPS,Relative Depth,"Mounted 20m above bottom, uplooking"
CP02PMUO-WF001-01-VEL3DK999,VEL3D,depth_port_max,450
CP02PMUO-WF001-01-VEL3DK999,VEL3D,depth_port_min,15
CP02PMUO-WF001-01-VEL3DK999,VEL3D,depth_subsite,450
CP02PMUO-WF001-01-VEL3DK999,VEL3D,First Deployment Date,2013-11
CP02PMUO-WF001-01-VEL3DK999,VEL3D,latitude,39.94
CP02PMUO-WF001-01-VEL3DK999,VEL3D,longitude,70.78
CP02PMUO-WF001-01-VEL3DK999,VEL3D,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUO-WF001-01-VEL3DK999,VEL3D,Relative Depth,15m below sea surface to near bottom
CP02PMUO-WF001-02-DOFSTK999,DOFST,depth_port_max,450
CP02PMUO-WF001-02-DOFSTK999,DOFST,depth_port_min,15
CP02PMUO-WF001-02-DOFSTK999,DOFST,depth_subsite,450
CP02PMUO-WF001-02-DOFSTK999,DOFST,First Deployment Date,2013-11
CP02PMUO-WF001-02-DOFSTK999,DOFST,latitude,39.94
CP02PMUO-WF001-02-DOFSTK999,DOFST,longitude,70.78
CP02PMUO-WF001-02-DOFSTK999,DOFST,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUO-WF001-02-DOFSTK999,DOFST,Relative Depth,15m below sea surface to near bottom
CP02PMUO-WF001-03-CTDPFK999,CTDPF,depth_port_max,450
CP02PMUO-WF001-03-CTDPFK999,CTDPF,depth_port_min,15
CP02PMUO-WF001-03-CTDPFK999,CTDPF,depth_subsite,450
CP02PMUO-WF001-03-CTDPFK999,CTDPF,First Deployment Date,2013-11
CP02PMUO-WF001-03-CTDPFK999,CTDPF,latitude,39.94
CP02PMUO-WF001-03-CTDPFK999,CTDPF,longitude,70.78
CP02PMUO-WF001-03-CTDPFK999,CTDPF,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUO-WF001-03-CTDPFK999,CTDPF,Relative Depth,15m below sea surface to near bottom
CP02PMUO-WF001-04-FLORTK999,FLORT,depth_port_max,450
CP02PMUO-WF001-04-FLORTK999,FLORT,depth_port_min,15
CP02PMUO-WF001-04-FLORTK999,FLORT,depth_subsite,450
CP02PMUO-WF001-04-FLORTK999,FLORT,First Deployment Date,2013-11
CP02PMUO-WF001-04-FLORTK999,FLORT,latitude,39.94
CP02PMUO-WF001-04-FLORTK999,FLORT,longitude,70.78
CP02PMUO-WF001-04-FLORTK999,FLORT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUO-WF001-04-FLORTK999,FLORT,Relative Depth,15m below sea surface to near bottom
CP02PMUO-WF001-05-PARADK999,PARAD,depth_port_max,450
CP02PMUO-WF001-05-PARADK999,PARAD,depth_port_min,15
CP02PMUO-WF001-05-PARADK999,PARAD,depth_subsite,450
CP02PMUO-WF001-05-PARADK999,PARAD,First Deployment Date,2013-11
CP02PMUO-WF001-05-PARADK999,PARAD,latitude,39.94
CP02PMUO-WF001-05-PARADK999,PARAD,longitude,70.78
CP02PMUO-WF001-05-PARADK999,PARAD,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP02PMUO-WF001-05-PARADK999,PARAD,Relative Depth,15m below sea surface to near bottom
CP03ISSM-MF004-01-DOSTAD999,DOSTA,depth_port_max,89.5
CP03ISSM-MF004-01-DOSTAD999,DOSTA,depth_port_min,89.5
CP03ISSM-MF004-01-DOSTAD999,DOSTA,depth_subsite,91.5
CP03ISSM-MF004-01-DOSTAD999,DOSTA,First Deployment Date,2014-09
CP03ISSM-MF004-01-DOSTAD999,DOSTA,latitude,40.36
CP03ISSM-MF004-01-DOSTAD999,DOSTA,longitude,70.88
CP03ISSM-MF004-01-DOSTAD999,DOSTA,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-MF004-01-DOSTAD999,DOSTA,Relative Depth,2m above bottom
CP03ISSM-MF004-03-VELPTA999,VELPT,depth_port_max,89.5
CP03ISSM-MF004-03-VELPTA999,VELPT,depth_port_min,89.5
CP03ISSM-MF004-03-VELPTA999,VELPT,depth_subsite,91.5
CP03ISSM-MF004-03-VELPTA999,VELPT,First Deployment Date,2014-09
CP03ISSM-MF004-03-VELPTA999,VELPT,latitude,40.36
CP03ISSM-MF004-03-VELPTA999,VELPT,longitude,70.88
CP03ISSM-MF004-03-VELPTA999,VELPT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-MF004-03-VELPTA999,VELPT,Relative Depth,2m above bottom
CP03ISSM-MF004-04-CTDBPD999,CTDBP,depth_port_max,89.5
CP03ISSM-MF004-04-CTDBPD999,CTDBP,depth_port_min,89.5
CP03ISSM-MF004-04-CTDBPD999,CTDBP,depth_subsite,91.5
CP03ISSM-MF004-04-CTDBPD999,CTDBP,First Deployment Date,2014-09
CP03ISSM-MF004-04-CTDBPD999,CTDBP,latitude,40.36
CP03ISSM-MF004-04-CTDBPD999,CTDBP,longitude,70.88
CP03ISSM-MF004-04-CTDBPD999,CTDBP,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-MF004-04-CTDBPD999,CTDBP,Relative Depth,2m above bottom
CP03ISSM-MF004-05-PHSEND999,PHSEN,depth_port_max,89.5
CP03ISSM-MF004-05-PHSEND999,PHSEN,depth_port_min,89.5
CP03ISSM-MF004-05-PHSEND999,PHSEN,depth_subsite,91.5
CP03ISSM-MF004-05-PHSEND999,PHSEN,First Deployment Date,2014-09
CP03ISSM-MF004-05-PHSEND999,PHSEN,latitude,40.36
CP03ISSM-MF004-05-PHSEND999,PHSEN,longitude,70.88
CP03ISSM-MF004-05-PHSEND999,PHSEN,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-MF004-05-PHSEND999,PHSEN,Relative Depth,2m above bottom
CP03ISSM-MF005-01-PCO2WB999,PCO2W,depth_port_max,89.5
CP03ISSM-MF005-01-PCO2WB999,PCO2W,depth_port_min,89.5
CP03ISSM-MF005-01-PCO2WB999,PCO2W,depth_subsite,91.5
CP03ISSM-MF005-01-PCO2WB999,PCO2W,First Deployment Date,2014-09
CP03ISSM-MF005-01-PCO2WB999,PCO2W,latitude,40.36
CP03ISSM-MF005-01-PCO2WB999,PCO2W,longitude,70.88
CP03ISSM-MF005-01-PCO2WB999,PCO2W,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-MF005-01-PCO2WB999,PCO2W,Relative Depth,2m above bottom
CP03ISSM-MF005-02-PRESFB999,PRESF,depth_port_max,89.5
CP03ISSM-MF005-02-PRESFB999,PRESF,depth_port_min,89.5
CP03ISSM-MF005-02-PRESFB999,PRESF,depth_subsite,91.5
CP03ISSM-MF005-02-PRESFB999,PRESF,First Deployment Date,2014-09
CP03ISSM-MF005-02-PRESFB999,PRESF,latitude,40.36
CP03ISSM-MF005-02-PRESFB999,PRESF,longitude,70.88
CP03ISSM-MF005-02-PRESFB999,PRESF,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-MF005-02-PRESFB999,PRESF,Relative Depth,2m above bottom
CP03ISSM-MF005-03-ADCPTF999,ADCPT,depth_port_max,91.5
CP03ISSM-MF005-03-ADCPTF999,ADCPT,depth_port_min,91.5
CP03ISSM-MF005-03-ADCPTF999,ADCPT,depth_subsite,91.5
CP03ISSM-MF005-03-ADCPTF999,ADCPT,First Deployment Date,2014-09
CP03ISSM-MF005-03-ADCPTF999,ADCPT,latitude,40.36
CP03ISSM-MF005-03-ADCPTF999,ADCPT,longitude,70.88
CP03ISSM-MF005-03-ADCPTF999,ADCPT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-MF005-03-ADCPTF999,ADCPT,Relative Depth,"Bottom mount, uplooking"
CP03ISSM-MF005-04-OPTAAD999,OPTAA,depth_port_max,89.5
CP03ISSM-MF005-04-OPTAAD999,OPTAA,depth_port_min,89.5
CP03ISSM-MF005-04-OPTAAD999,OPTAA,depth_subsite,91.5
CP03ISSM-MF005-04-OPTAAD999,OPTAA,First Deployment Date,2014-09
CP03ISSM-MF005-04-OPTAAD999,OPTAA,latitude,40.36
CP03ISSM-MF005-04-OPTAAD999,OPTAA,longitude,70.88
CP03ISSM-MF005-04-OPTAAD999,OPTAA,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-MF005-04-OPTAAD999,OPTAA,Relative Depth,2m above bottom
CP03ISSM-MF005-05-ZPLSCC999,ZPLSC,depth_port_max,89.5
CP03ISSM-MF005-05-ZPLSCC999,ZPLSC,depth_port_min,89.5
CP03ISSM-MF005-05-ZPLSCC999,ZPLSC,depth_subsite,91.5
CP03ISSM-MF005-05-ZPLSCC999,ZPLSC,First Deployment Date,2014-09
CP03ISSM-MF005-05-ZPLSCC999,ZPLSC,latitude,40.36
CP03ISSM-MF005-05-ZPLSCC999,ZPLSC,longitude,70.88
CP03ISSM-MF005-05-ZPLSCC999,ZPLSC,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-MF005-05-ZPLSCC999,ZPLSC,Relative Depth,"Mounted 2m above bottom, uplooking"
CP03ISSM-RI002-01-PHSEND999,PHSEN,depth_port_max,5
CP03ISSM-RI002-01-PHSEND999,PHSEN,depth_port_min,5
CP03ISSM-RI002-01-PHSEND999,PHSEN,depth_subsite,91.5
CP03ISSM-RI002-01-PHSEND999,PHSEN,First Deployment Date,2014-09
CP03ISSM-RI002-01-PHSEND999,PHSEN,latitude,40.36
CP03ISSM-RI002-01-PHSEND999,PHSEN,longitude,70.88
CP03ISSM-RI002-01-PHSEND999,PHSEN,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-RI002-01-PHSEND999,PHSEN,Relative Depth,5m below sea surface
CP03ISSM-RI002-02-OPTAAD999,OPTAA,depth_port_max,5
CP03ISSM-RI002-02-OPTAAD999,OPTAA,depth_port_min,5
CP03ISSM-RI002-02-OPTAAD999,OPTAA,depth_subsite,91.5
CP03ISSM-RI002-02-OPTAAD999,OPTAA,First Deployment Date,2014-09
CP03ISSM-RI002-02-OPTAAD999,OPTAA,latitude,40.36
CP03ISSM-RI002-02-OPTAAD999,OPTAA,longitude,70.88
CP03ISSM-RI002-02-OPTAAD999,OPTAA,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-RI002-02-OPTAAD999,OPTAA,Relative Depth,5m below sea surface
CP03ISSM-RI002-03-SPKIRB999,SPKIR,depth_port_max,5
CP03ISSM-RI002-03-SPKIRB999,SPKIR,depth_port_min,5
CP03ISSM-RI002-03-SPKIRB999,SPKIR,depth_subsite,91.5
CP03ISSM-RI002-03-SPKIRB999,SPKIR,First Deployment Date,2014-09
CP03ISSM-RI002-03-SPKIRB999,SPKIR,latitude,40.36
CP03ISSM-RI002-03-SPKIRB999,SPKIR,longitude,70.88
CP03ISSM-RI002-03-SPKIRB999,SPKIR,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-RI002-03-SPKIRB999,SPKIR,Relative Depth,5m below sea surface
CP03ISSM-RI002-04-DOSTAD999,DOSTA,depth_port_max,5
CP03ISSM-RI002-04-DOSTAD999,DOSTA,depth_port_min,5
CP03ISSM-RI002-04-DOSTAD999,DOSTA,depth_subsite,91.5
CP03ISSM-RI002-04-DOSTAD999,DOSTA,First Deployment Date,2014-09
CP03ISSM-RI002-04-DOSTAD999,DOSTA,latitude,40.36
CP03ISSM-RI002-04-DOSTAD999,DOSTA,longitude,70.88
CP03ISSM-RI002-04-DOSTAD999,DOSTA,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-RI002-04-DOSTAD999,DOSTA,Relative Depth,5m below sea surface
CP03ISSM-RI003-01-NUTNRB999,NUTNR,depth_port_max,5
CP03ISSM-RI003-01-NUTNRB999,NUTNR,depth_port_min,5
CP03ISSM-RI003-01-NUTNRB999,NUTNR,depth_subsite,91.5
CP03ISSM-RI003-01-NUTNRB999,NUTNR,First Deployment Date,2014-09
CP03ISSM-RI003-01-NUTNRB999,NUTNR,latitude,40.36
CP03ISSM-RI003-01-NUTNRB999,NUTNR,longitude,70.88
CP03ISSM-RI003-01-NUTNRB999,NUTNR,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-RI003-01-NUTNRB999,NUTNR,Relative Depth,5m below sea surface
CP03ISSM-RI003-03-VELPTA999,VELPT,depth_port_max,5
CP03ISSM-RI003-03-VELPTA999,VELPT,depth_port_min,5
CP03ISSM-RI003-03-VELPTA999,VELPT,depth_subsite,91.5
CP03ISSM-RI003-03-VELPTA999,VELPT,First Deployment Date,2014-09
CP03ISSM-RI003-03-VELPTA999,VELPT,latitude,40.36
CP03ISSM-RI003-03-VELPTA999,VELPT,longitude,70.88
CP03ISSM-RI003-03-VELPTA999,VELPT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-RI003-03-VELPTA999,VELPT,Relative Depth,5m below sea surface
CP03ISSM-RI003-04-CTDBPC999,CTDBP,depth_port_max,5
CP03ISSM-RI003-04-CTDBPC999,CTDBP,depth_port_min,5
CP03ISSM-RI003-04-CTDBPC999,CTDBP,depth_subsite,91.5
CP03ISSM-RI003-04-CTDBPC999,CTDBP,First Deployment Date,2014-09
CP03ISSM-RI003-04-CTDBPC999,CTDBP,latitude,40.36
CP03ISSM-RI003-04-CTDBPC999,CTDBP,longitude,70.88
CP03ISSM-RI003-04-CTDBPC999,CTDBP,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CP03ISSM-RI003-04-CTDBPC999,CTDBP,Relative Depth,5m below sea surface
CP03ISSM-RI003-05-FLORTD999,FLORT,depth_port_max,5
CP03ISSM-RI003-05-FLORTD999,FLORT,depth_port_min,5
CP03ISSM-RI003-05-FLORTD999,FLORT,depth_subsite,91.5
