Textbox8,tbToday,Textbox2
Instrument Catalog (Full Location Detail),Report Generated: 4/28/2014,Total Instruments (723)

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

ReferenceDesignator,LSubsite_Description,LSite_Prefix,LSubsite_SiteSuffix,Textbox11,LNode_NodeSequence,LPort_PortNumber,SClass_PublicID,SSeries_PublicID,LSlot_InstrumentSequence,SSubseries_PublicID,SSubseries_Description,MMInstrument_Manufacturer,MMInstrument_PublicID,MMInstrument_Description,First_Deployment_Date,Platform_Agent_Type,Ready_For_2013_,Susceptible_to_Acoustic_Interference,Produces_Acoustic_Interference
CE02SHBP-LJ01D-09-PCO2WB103,Endurance OR Shelf Benthic Pkg,02,SHBP,LJ (LP Jbox),01D,09,PCO2W,B,103,01,PCO2W Series B Sub 01,Sunburst,SAMI-pCO2,SAMI-pCO2,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-PC01A-4B-PHSENA102,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,4B,PHSEN,A,102,01,PHSEN Series A Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-SF01A-2D-PHSENA101,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,2D,PHSEN,A,101,01,PHSEN Series A Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-PC03A-4B-PHSENA302,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,4B,PHSEN,A,302,01,PHSEN Series A Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-SF03A-2D-PHSENA301,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,2D,PHSEN,A,301,01,PHSEN Series A Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE04OSHY-PC01B-05-PHSENA106,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,PC (Platform Interface Controller),01B,05,PHSEN,A,106,01,PHSEN Series A Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE04OSHY-SF01B-2B-PHSENA108,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,SF (Shallow Profiler Science Float),01B,2B,PHSEN,A,108,01,PHSEN Series A Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE01ISSM-RI002-03-PHSEND999,Endurance OR Inshore Surface Mooring,01,ISSM,RI (Mooring Riser),002,03,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE01ISSM-MF004-02-PHSEND999,Endurance OR Inshore Surface Mooring,01,ISSM,MF (Multi-Function Node),004,02,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE02SHSM-RI002-03-PHSEND999,Endurance OR Shelf Surface Mooring,02,SHSM,RI (Mooring Riser),002,03,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE04OSSM-RI002-03-PHSEND999,Endurance OR Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,03,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE06ISSM-RI002-03-PHSEND999,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,03,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSM-MF004-02-PHSEND999,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,02,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CP04OSSM-RI002-01-PHSEND999,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,01,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE02SHBP-LJ01D-10-PHSEND103,Endurance OR Shelf Benthic Pkg,02,SHBP,LJ (LP Jbox),01D,10,PHSEN,D,103,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CP01CNSM-MF004-05-PHSEND999,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),004,05,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP04OSSM-MF004-05-PHSEND999,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),004,05,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE04OSBP-LJ01C-10-PHSEND107,Endurance OR Offshore Benthic Pkg,04,OSBP,LJ (LP Jbox),01C,10,PHSEN,D,107,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE09OSSM-MF004-05-PHSEND999,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),004,05,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE07SHSM-RI002-03-PHSEND999,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,03,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE07SHSM-MF004-02-PHSEND999,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,02,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE09OSSM-RI002-03-PHSEND999,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),002,03,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-RI003-03-PHSEND999,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,03,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP03ISSM-RI002-01-PHSEND999,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,01,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP03ISSM-MF004-05-PHSEND999,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),004,05,PHSEN,D,999,01,PHSEN Series D Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
GA03FLMA-RI001-02-PHSENF999,Argentine Basin Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,02,PHSEN,F,999,01,PHSEN Series F Sub 01,Sunburst,SAMI-pH,SAMI-pH,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GA03FLMB-RI001-02-PHSENF999,Argentine Basin Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,02,PHSEN,F,999,01,PHSEN Series F Sub 01,Sunburst,SAMI-pH,SAMI-pH,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI03FLMA-RI001-02-PHSENF999,Irminger Sea Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,02,PHSEN,F,999,01,PHSEN Series F Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GI03FLMB-RI001-02-PHSENF999,Irminger Sea Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,02,PHSEN,F,999,01,PHSEN Series F Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-09,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMA-RI001-02-PHSENF999,Station Papa Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,02,PHSEN,F,999,01,PHSEN Series F Sub 01,Sunburst,SAMI-pH,SAMI-pH,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GP03FLMB-RI001-02-PHSENF999,Station Papa Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,02,PHSEN,F,999,01,PHSEN Series F Sub 01,Sunburst,SAMI-pH,SAMI-pH,2013-07-17,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS03FLMA-RI001-02-PHSENF999,Southern Ocean Mesoscale Flanking Mooring A,03,FLMA,RI (Mooring Riser),001,02,PHSEN,F,999,01,PHSEN Series F Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
GS03FLMB-RI001-02-PHSENF999,Southern Ocean Mesoscale Flanking Mooring B,03,FLMB,RI (Mooring Riser),001,02,PHSEN,F,999,01,PHSEN Series F Sub 01,Sunburst,SAMI-pH,SAMI-pH,2014-12,Shore CyberPoP - Open Ocean Glider Dock Server,,,
RS03INT1-MJ03C-07-PPSDNA301,International District 1,03,INT1,MJ (MP Jbox),03C,07,PPSDN,A,301,01,PPSDN Series A Sub 01,non-commercial,non-commercial PPSDN,non-commercial PPSDN,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE01ISSM-MF005-04-PRESFA999,Endurance OR Inshore Surface Mooring,01,ISSM,MF (Multi-Function Node),005,04,PRESF,A,999,01,PRESF Series A Sub 01,Sea-Bird,SBE 26plus,SBE 26plus,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSM-MF005-04-PRESFA999,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,04,PRESF,A,999,01,PRESF Series A Sub 01,Sea-Bird,SBE 26plus,SBE 26plus,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE07SHSM-MF005-01-PRESFB999,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,01,PRESF,B,999,01,PRESF Series B Sub 01,Sea-Bird,SBE 26plus,SBE 26plus,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-MF005-04-PRESFB999,Pioneer Central Surface Mooring,01,CNSM,MF (Multi-Function Node),005,04,PRESF,B,999,01,PRESF Series B Sub 01,Sea-Bird,SBE 26plus,SBE 26plus,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP03ISSM-MF005-02-PRESFB999,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),005,02,PRESF,B,999,01,PRESF Series B Sub 01,Sea-Bird,SBE 26plus,SBE 26plus,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CE09OSSM-MF005-02-PRESFC999,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,02,PRESF,C,999,01,PRESF Series C Sub 01,Sea-Bird,SBE 26plus,SBE 26plus,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP04OSSM-MF005-02-PRESFC999,Pioneer Offshore Surface Mooring,04,OSSM,MF (Multi-Function Node),005,02,PRESF,C,999,01,PRESF Series C Sub 01,Sea-Bird,SBE 26plus,SBE 26plus,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
RS01SLBS-MJ01A-06-PRESTA101,Slope Base,01,SLBS,MJ (MP Jbox),01A,06,PREST,A,101,01,PREST Series A Sub 01,Sea-Bird,SBE 54,SBE 54,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXBS-MJ03A-06-PRESTA301,Axial Base,03,AXBS,MJ (MP Jbox),03A,06,PREST,A,301,01,PREST Series A Sub 01,Sea-Bird,SBE 54,SBE 54,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03INT1-MJ03C-07-RASFLA301,International District 1,03,INT1,MJ (MP Jbox),03C,07,RASFL,A,301,01,RASFL Series A Sub 01,non-commercial,non-commercial RASFL,non-commercial RASFL,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE01ISSP-SP001-07-SPKIRJ999,Endurance OR Inshore Surface Piercing Profiler Mooring,01,ISSP,SP (Surface-Piercing Profiler),001,07,SPKIR,J,999,01,SPKIR Series J Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE02SHSP-SP001-06-SPKIRJ999,Endurance OR Shelf Surface Piercing Profiler Mooring (cabled),02,SHSP,SP (Surface-Piercing Profiler),001,06,SPKIR,J,999,01,SPKIR Series J Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-07,Shore CyberPoP - Coastal Mooring Server,,,
CE06ISSP-SP001-07-SPKIRJ999,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,07,SPKIR,J,999,01,SPKIR Series J Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE07SHSP-SP001-06-SPKIRJ999,Endurance WA Shelf Surface Piercing Profiler Mooring,07,SHSP,SP (Surface-Piercing Profiler),001,06,SPKIR,J,999,01,SPKIR Series J Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CP01CNSP-SP001-07-SPKIRJ999,Pioneer Central Surface-Piercing Profiler Mooring,01,CNSP,SP (Surface-Piercing Profiler),001,07,SPKIR,J,999,01,SPKIR Series J Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP03ISSP-SP001-07-SPKIRJ999,Pioneer Inshore Surface-Piercing Profiler Mooring,03,ISSP,SP (Surface-Piercing Profiler),001,07,SPKIR,J,999,01,SPKIR Series J Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CE04OSHY-SF01B-07-SPKIRA102,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,SF (Shallow Profiler Science Float),01B,07,SPKIR,A,102,01,SPKIR Series A Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-SF01A-3D-SPKIRA101,Slope Base Vertical Mooring,01,SBVM,SF (Shallow Profiler Science Float),01A,3D,SPKIR,A,101,01,SPKIR Series A Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-SF03A-3D-SPKIRA301,Axial Mooring,03,AXVM,SF (Shallow Profiler Science Float),03A,3D,SPKIR,A,301,01,SPKIR Series A Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CE01ISSM-RI003-05-SPKIRB999,Endurance OR Inshore Surface Mooring,01,ISSM,RI (Mooring Riser),003,05,SPKIR,B,999,01,SPKIR Series B Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-04,Shore CyberPoP - Coastal Mooring Server,,,
CE02SHSM-RI003-04-SPKIRB999,Endurance OR Shelf Surface Mooring,02,SHSM,RI (Mooring Riser),003,04,SPKIR,B,999,01,SPKIR Series B Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE04OSSM-RI003-04-SPKIRB999,Endurance OR Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),003,04,SPKIR,B,999,01,SPKIR Series B Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE06ISSM-RI003-05-SPKIRB999,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,05,SPKIR,B,999,01,SPKIR Series B Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-10,Shore CyberPoP - Coastal Mooring Server,,,
CE07SHSM-RI003-04-SPKIRB999,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,04,SPKIR,B,999,01,SPKIR Series B Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CE09OSSM-RI003-04-SPKIRB999,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),003,04,SPKIR,B,999,01,SPKIR Series B Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP01CNSM-RI003-04-SPKIRB999,Pioneer Central Surface Mooring,01,CNSM,RI (Mooring Riser),003,04,SPKIR,B,999,01,SPKIR Series B Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2013-11,InSitu CyberPoP - Surface Mooring Platform Controller,,,
CP03ISSM-RI002-03-SPKIRB999,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),002,03,SPKIR,B,999,01,SPKIR Series B Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-09,Shore CyberPoP - Coastal Mooring Server,,,
CP04OSSM-RI002-03-SPKIRB999,Pioneer Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,03,SPKIR,B,999,01,SPKIR Series B Sub 01,Satlantic,OCR507 ICSW,OCR507 ICSW,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,,,
RS03INT1-MJ03C-09-THSPHA301,International District 1,03,INT1,MJ (MP Jbox),03C,09,THSPH,A,301,01,THSPH Series A Sub 01,non-commercial,non-commercial THSPH,non-commercial THSPH,2014-07,Shore CyberPoP - Regional Observatory Management System,No. Waiver 1304-00289,,
RS03ASHS-MJ03B-07-TMPSFA301,Ashes,03,ASHS,MJ (MP Jbox),03B,07,TMPSF,A,301,01,TMPSF Series A Sub 01,RBR Global,XR-420,XR-420,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03INT1-MJ03C-10-TRHPHA301,International District 1,03,INT1,MJ (MP Jbox),03C,10,TRHPH,A,301,01,TRHPH Series A Sub 01,non-commercial,non-commercial TRHPH,non-commercial TRHPH,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS01SBVM-PC01A-06-VADCPA101,Slope Base Vertical Mooring,01,SBVM,PC (Platform Interface Controller),01A,06,VADCP,A,101,01,VADCP Series A Sub 01,Teledyne RDI,Workhorse custom 600 kHz 5 Beam ,Workhorse custom 600 kHz 5 Beam ,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
RS03AXVM-PC03A-06-VADCPA301,Axial Mooring,03,AXVM,PC (Platform Interface Controller),03A,06,VADCP,A,301,01,VADCP Series A Sub 01,Teledyne RDI,Workhorse custom 600 kHz 5 Beam ,Workhorse custom 600 kHz 5 Beam ,2014-07,Shore CyberPoP - Regional Observatory Management System,,,
CP02PMCI-WF001-01-VEL3DK999,Pioneer Central Inshore Profiler Mooring,02,PMCI,WF (Wire-Following Profiler),001,01,VEL3D,K,999,01,VEL3D Series K Sub 01,Nortek,Aquadopp II,Aquadopp II,2014-04,Shore CyberPoP - Coastal Mooring Server,,Yes,
CP02PMCO-WF001-01-VEL3DK999,Pioneer Central Offshore Profiler Mooring,02,PMCO,WF (Wire-Following Profiler),001,01,VEL3D,K,999,01,VEL3D Series K Sub 01,Nortek,Aquadopp II,Aquadopp II,2014-04,Shore CyberPoP - Coastal Mooring Server,,Yes,
CP02PMUI-WF001-01-VEL3DK999,Pioneer Upstream Inshore Profiler Mooring,02,PMUI,WF (Wire-Following Profiler),001,01,VEL3D,K,999,01,VEL3D Series K Sub 01,Nortek,Aquadopp II,Aquadopp II,2013-11,Shore CyberPoP - Coastal Mooring Server,,Yes,
CP02PMUO-WF001-01-VEL3DK999,Pioneer Upstream Offshore Profiler Mooring,02,PMUO,WF (Wire-Following Profiler),001,01,VEL3D,K,999,01,VEL3D Series K Sub 01,Nortek,Aquadopp II,Aquadopp II,2013-11,Shore CyberPoP - Coastal Mooring Server,,Yes,
CP04OSPM-WF001-01-VEL3DK999,Pioneer Offshore Profiler Mooring,04,OSPM,WF (Wire-Following Profiler),001,01,VEL3D,K,999,01,VEL3D Series K Sub 01,Nortek,Aquadopp II,Aquadopp II,2014-04,Shore CyberPoP - Coastal Mooring Server,,Yes,
CE09OSPM-WF001-01-VEL3DK999,Endurance WA Offshore Profiler Mooring,09,OSPM,WF (Wire-Following Profiler),001,01,VEL3D,K,999,01,VEL3D Series K Sub 01,Nortek,Aquadopp II,Aquadopp II,2014-04,Shore CyberPoP - Coastal Mooring Server,,Yes,
RS01SBVM-DP01A-02-VEL3DA103,Slope Base Vertical Mooring,01,SBVM,DP (Deep Profiler),01A,02,VEL3D,A,103,01,VEL3D Series A Sub 01,Falmouth Scientific,ACM-3D-MP,ACM-3D-MP,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
CE04OSHY-DP01B-02-VEL3DA105,Endurance OR Offshore Hybrid Profiler Mooring,04,OSHY,DP (Deep Profiler),01B,02,VEL3D,A,105,01,VEL3D Series A Sub 01,Falmouth Scientific,ACM-3D-MP,ACM-3D-MP,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
RS03AXVM-DP03A-02-VEL3DA303,Axial Mooring,03,AXVM,DP (Deep Profiler),03A,02,VEL3D,A,303,01,VEL3D Series A Sub 01,Falmouth Scientific,ACM-3D-MP,ACM-3D-MP,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
CE02SHBP-LJ01D-07-VEL3DC108,Endurance OR Shelf Benthic Pkg,02,SHBP,LJ (LP Jbox),01D,07,VEL3D,C,108,01,VEL3D Series C Sub 01,Nortek,VECTOR,VECTOR,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
CE04OSBP-LJ01C-07-VEL3DC107,Endurance OR Offshore Benthic Pkg,04,OSBP,LJ (LP Jbox),01C,07,VEL3D,C,107,01,VEL3D Series C Sub 01,Nortek,VECTOR,VECTOR,2014-07,Shore CyberPoP - Regional Observatory Management System,,Yes,
CE01ISSM-MF005-03-VEL3DD999,Endurance OR Inshore Surface Mooring,01,ISSM,MF (Multi-Function Node),005,03,VEL3D,D,999,01,VEL3D Series D Sub 01,Nortek,VECTOR,VECTOR,2014-04,Shore CyberPoP - Coastal Mooring Server,,Yes,
CE06ISSM-MF005-03-VEL3DD999,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,03,VEL3D,D,999,01,VEL3D Series D Sub 01,Nortek,VECTOR,VECTOR,2014-10,Shore CyberPoP - Coastal Mooring Server,,Yes,
CE07SHSM-MF005-05-VEL3DD999,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,05,VEL3D,D,999,01,VEL3D Series D Sub 01,Nortek,VECTOR,VECTOR,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CE09OSSM-MF005-04-VEL3DD999,Endurance WA Offshore Surface Mooring,09,OSSM,MF (Multi-Function Node),005,04,VEL3D,D,999,01,VEL3D Series D Sub 01,Nortek,VECTOR,VECTOR,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CE01ISSM-RI002-02-VELPTA999,Endurance OR Inshore Surface Mooring,01,ISSM,RI (Mooring Riser),002,02,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-04,Shore CyberPoP - Coastal Mooring Server,,Yes,
CE01ISSM-SB001-01-VELPTA999,Endurance OR Inshore Surface Mooring,01,ISSM,SB (Surface Buoy),001,01,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-04,Shore CyberPoP - Coastal Mooring Server,,Yes,
CE02SHSM-RI002-02-VELPTA999,Endurance OR Shelf Surface Mooring,02,SHSM,RI (Mooring Riser),002,02,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CE02SHSM-SB001-05-VELPTA999,Endurance OR Shelf Surface Mooring,02,SHSM,SB (Surface Buoy),001,05,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CE04OSSM-SB001-05-VELPTA999,Endurance OR Offshore Surface Mooring,04,OSSM,SB (Surface Buoy),001,05,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CE06ISSM-RI002-02-VELPTA999,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,02,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-10,Shore CyberPoP - Coastal Mooring Server,,Yes,
CE04OSSM-RI002-02-VELPTA999,Endurance OR Offshore Surface Mooring,04,OSSM,RI (Mooring Riser),002,02,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CE09OSSM-RI002-02-VELPTA999,Endurance WA Offshore Surface Mooring,09,OSSM,RI (Mooring Riser),002,02,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,,Yes,
CP03ISSM-RI003-03-VELPTA999,Pioneer Inshore Surface Mooring,03,ISSM,RI (Mooring Riser),003,03,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-09,Shore CyberPoP - Coastal Mooring Server,,Yes,
CP03ISSM-MF004-03-VELPTA999,Pioneer Inshore Surface Mooring,03,ISSM,MF (Multi-Function Node),004,03,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-09,Shore CyberPoP - Coastal Mooring Server,,Yes,
GS01SUMO-RI002-05-VELPTA999,Southern Ocean Surface Mooring,01,SUMO,RI (Mooring Riser),002,05,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-12,Shore CyberPoP - Global Mooring Server,,Yes,
GA01SUMO-RI002-05-VELPTA999,Argentine Basin Surface Mooring,01,SUMO,RI (Mooring Riser),002,05,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2015-01,Shore CyberPoP - Global Mooring Server,,Yes,
GI01SUMO-RI002-05-VELPTA999,Irminger Sea Surface Mooring,01,SUMO,RI (Mooring Riser),002,05,VELPT,A,999,01,VELPT Series A Sub 01,Nortek,Aquadopp 300m,Aquadopp 300m,2014-09,Shore CyberPoP - Global Mooring Server,,Yes,
