Textbox8,tbToday
Instrument Classes By Location With Data Product Info,Report Generated: 11/1/2012

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

LNode_PublicID,LSubsite_Description,LSite_Prefix,LSubsite_SiteSuffix,NodeTypeName,LNode_NodeSequence,SClass_Description,SClass_PublicID,Data_Product,DPS_DCN
CE05MOAS-GL005,Endurance Mobile Assets,05,MOAS,GL (Gliders),005,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CE05MOAS-GL005,Endurance Mobile Assets,05,MOAS,GL (Gliders),005,PAR,PARAD,OPTPARW,"DCN 1341-00720 (Satl), DCN 1341-00721 (Bios)"
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,Velocity profile Mobile Asset,ADCPA,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,Velocity profile Mobile Asset,ADCPA,VELPROF,DCN 1341-00750
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,CTD Glider,CTDGV,CONDWAT,DCN 1341-00030
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,CTD Glider,CTDGV,DENSITY,DCN 1341-00050
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,CTD Glider,CTDGV,PRACSAL,DCN 1341-00040
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,CTD Glider,CTDGV,PRESWAT,DCN 1341-00020
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,CTD Glider,CTDGV,TEMPWAT,DCN 1341-00010
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CE05MOAS-GL006,Endurance Mobile Assets,05,MOAS,GL (Gliders),006,PAR,PARAD,OPTPARW,"DCN 1341-00720 (Satl), DCN 1341-00721 (Bios)"
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,Velocity profile Short Range,ADCPT,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,Velocity profile Short Range,ADCPT,VELPROF,DCN 1341-00750
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,OPTABSN,DCN 1341-00700
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,OPTATTN,DCN 1341-00690
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,OPTCREF,"DCN 1341-00690, DCN 1341-00700"
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,OPTCSIG,"DCN 1341-00690, DCN 1341-00700"
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,OPTTEMP,"DCN 1341-00690, DCN 1341-00700"
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,pCO2 water,PCO2W,CO2ABS1,DCN 1341-00487
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,pCO2 water,PCO2W,CO2ABS2,DCN 1341-00488
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,pCO2 water,PCO2W,CO2THRM,DCN 1341-00489
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,pCO2 water,PCO2W,PCO2WAT,DCN 1341-00490
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,pH stable,PHSEN,ABSTHRM,DCN 1341-00507
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,pH stable,PHSEN,PH434SI,DCN 1341-00508
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,pH stable,PHSEN,PH578SI,DCN 1341-00509
CE06ISSM-MF004,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),004,pH stable,PHSEN,PHWATER,DCN 1341-00510
CE06ISSM-MF005,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,Camera digital still strobe,CAMDS,CAMSTIL,DCN 1341-00830
CE06ISSM-MF005,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,CTD Bottom Pumped,CTDBP,CONDWAT,DCN 1341-00030
CE06ISSM-MF005,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,CTD Bottom Pumped,CTDBP,DENSITY,DCN 1341-00050
CE06ISSM-MF005,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,CTD Bottom Pumped,CTDBP,PRACSAL,DCN 1341-00040
CE06ISSM-MF005,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,CTD Bottom Pumped,CTDBP,PRESWAT,DCN 1341-00020
CE06ISSM-MF005,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,CTD Bottom Pumped,CTDBP,TEMPWAT,DCN 1341-00010
CE06ISSM-MF005,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,Pressure SF,PRESF,SFLPRES,"DCN 1341-00230 (PRESF), DCN 1341-00231 (PREST)"
CE06ISSM-MF005,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,Velocity point 3D turb,VEL3D,VELPTTU,"DCN 1341-00781 (Nobska), DCN 1341-00780 (Nortek)"
CE06ISSM-MF005,Endurance WA Inshore Surface Mooring,06,ISSM,MF (Multi-Function Node),005,Plankton ZP sonar coastal,ZPLSC,SONBSCA,DCN 1341-00800
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,pCO2 water,PCO2W,CO2ABS1,DCN 1341-00487
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,pCO2 water,PCO2W,CO2ABS2,DCN 1341-00488
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,pCO2 water,PCO2W,CO2THRM,DCN 1341-00489
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,pCO2 water,PCO2W,PCO2WAT,DCN 1341-00490
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,pH stable,PHSEN,ABSTHRM,DCN 1341-00507
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,pH stable,PHSEN,PH434SI,DCN 1341-00508
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,pH stable,PHSEN,PH578SI,DCN 1341-00509
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,pH stable,PHSEN,PHWATER,DCN 1341-00510
CE06ISSM-RI002,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),002,Velocity point,VELPT,VELPTMN,DCN 1341-00790
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,CONDWAT,DCN 1341-00030
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,DENSITY,DCN 1341-00050
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,PRACSAL,DCN 1341-00040
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,PRESWAT,DCN 1341-00020
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,CTD Bottom Pumped,CTDBP,TEMPWAT,DCN 1341-00010
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Nutrient nitrate,NUTNR,NITROPT,DCN 1341-00620
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,OPTABSN,DCN 1341-00700
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,OPTATTN,DCN 1341-00690
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,OPTCREF,"DCN 1341-00690, DCN 1341-00700"
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,OPTCSIG,"DCN 1341-00690, DCN 1341-00700"
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,OPTTEMP,"DCN 1341-00690, DCN 1341-00700"
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,spectral irradiance,SPKIR,OPTATTS,DCN 1341-00740
CE06ISSM-RI003,Endurance WA Inshore Surface Mooring,06,ISSM,RI (Mooring Riser),003,spectral irradiance,SPKIR,SPECTIR,DCN 1341-00730
CE06ISSM-SB001,Endurance WA Inshore Surface Mooring,06,ISSM,SB (Surface Buoy),001,Velocity point,VELPT,VELPTMN,DCN 1341-00790
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,CTD Profiler,CTDPF,CONDWAT,DCN 1341-00030
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,CTD Profiler,CTDPF,DENSITY,DCN 1341-00050
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,CTD Profiler,CTDPF,PRACSAL,DCN 1341-00040
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,CTD Profiler,CTDPF,PRESWAT,DCN 1341-00020
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,CTD Profiler,CTDPF,TEMPWAT,DCN 1341-00010
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Oxygen dissolved fastresp,DOFST,DOCONCF,DCN 1341-00521
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Nutrient nitrate,NUTNR,NITROPT,DCN 1341-00620
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Attenuation absorption optical,OPTAA,OPTABSN,DCN 1341-00700
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Attenuation absorption optical,OPTAA,OPTATTN,DCN 1341-00690
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Attenuation absorption optical,OPTAA,OPTCREF,"DCN 1341-00690, DCN 1341-00700"
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Attenuation absorption optical,OPTAA,OPTCSIG,"DCN 1341-00690, DCN 1341-00700"
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Attenuation absorption optical,OPTAA,OPTTEMP,"DCN 1341-00690, DCN 1341-00700"
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,PAR,PARAD,OPTPARW,"DCN 1341-00720 (Satl), DCN 1341-00721 (Bios)"
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,pCO2 water,PCO2W,CO2ABS1,DCN 1341-00487
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,pCO2 water,PCO2W,CO2ABS2,DCN 1341-00488
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,pCO2 water,PCO2W,CO2THRM,DCN 1341-00489
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,pCO2 water,PCO2W,PCO2WAT,DCN 1341-00490
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,spectral irradiance,SPKIR,OPTATTS,DCN 1341-00740
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,spectral irradiance,SPKIR,SPECTIR,DCN 1341-00730
CE06ISSP-SP001,Endurance WA Inshore Surface Piercing Profiler Mooring,06,ISSP,SP (Surface-Piercing Profiler),001,Velocity point 3D turb,VEL3D,VELPTTU,"DCN 1341-00781 (Nobska), DCN 1341-00780 (Nortek)"
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,CONDWAT,DCN 1341-00030
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,DENSITY,DCN 1341-00050
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,PRACSAL,DCN 1341-00040
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,PRESWAT,DCN 1341-00020
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,CTD Bottom Pumped,CTDBP,TEMPWAT,DCN 1341-00010
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,OPTABSN,DCN 1341-00700
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,OPTATTN,DCN 1341-00690
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,OPTCREF,"DCN 1341-00690, DCN 1341-00700"
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,OPTCSIG,"DCN 1341-00690, DCN 1341-00700"
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,Attenuation absorption optical,OPTAA,OPTTEMP,"DCN 1341-00690, DCN 1341-00700"
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,pCO2 water,PCO2W,CO2ABS1,DCN 1341-00487
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,pCO2 water,PCO2W,CO2ABS2,DCN 1341-00488
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,pCO2 water,PCO2W,CO2THRM,DCN 1341-00489
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,pCO2 water,PCO2W,PCO2WAT,DCN 1341-00490
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,pH stable,PHSEN,ABSTHRM,DCN 1341-00507
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,pH stable,PHSEN,PH434SI,DCN 1341-00508
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,pH stable,PHSEN,PH578SI,DCN 1341-00509
CE07SHSM-MF004,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),004,pH stable,PHSEN,PHWATER,DCN 1341-00510
CE07SHSM-MF005,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,Velocity profile Short Range,ADCPT,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CE07SHSM-MF005,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,Velocity profile Short Range,ADCPT,VELPROF,DCN 1341-00750
CE07SHSM-MF005,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,Camera digital still strobe,CAMDS,CAMSTIL,DCN 1341-00830
CE07SHSM-MF005,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,Pressure SF,PRESF,SFLPRES,"DCN 1341-00230 (PRESF), DCN 1341-00231 (PREST)"
CE07SHSM-MF005,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,Velocity point 3D turb,VEL3D,VELPTTU,"DCN 1341-00781 (Nobska), DCN 1341-00780 (Nortek)"
CE07SHSM-MF005,Endurance WA Shelf Surface Mooring,07,SHSM,MF (Multi-Function Node),005,Plankton ZP sonar coastal,ZPLSC,SONBSCA,DCN 1341-00800
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,CTD Bottom Pumped,CTDBP,CONDWAT,DCN 1341-00030
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,CTD Bottom Pumped,CTDBP,DENSITY,DCN 1341-00050
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,CTD Bottom Pumped,CTDBP,PRACSAL,DCN 1341-00040
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,CTD Bottom Pumped,CTDBP,PRESWAT,DCN 1341-00020
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,CTD Bottom Pumped,CTDBP,TEMPWAT,DCN 1341-00010
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,Oxygen dissolved stable,DOSTA,DOCONCS,DCN 1341-00520
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,pH stable,PHSEN,ABSTHRM,DCN 1341-00507
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,pH stable,PHSEN,PH434SI,DCN 1341-00508
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,pH stable,PHSEN,PH578SI,DCN 1341-00509
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,pH stable,PHSEN,PHWATER,DCN 1341-00510
CE07SHSM-RI002,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),002,Velocity point,VELPT,VELPTMN,DCN 1341-00790
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Velocity profile Short Range,ADCPT,ECHOINT,"DCN 1341-00750 (ADCPA, ADCPS, ADCPT), DCN 1341-00760 (VADCP)"
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Velocity profile Short Range,ADCPT,VELPROF,DCN 1341-00750
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,CDOMFLO,DCN 1341-00550
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,CHLAFLO,DCN 1341-00530
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Fluorometer three wavelength,FLORT,FLUBSCT,DCN 1341-00540
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Nutrient nitrate,NUTNR,NITROPT,DCN 1341-00620
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,OPTABSN,DCN 1341-00700
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,OPTATTN,DCN 1341-00690
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,OPTCREF,"DCN 1341-00690, DCN 1341-00700"
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,OPTCSIG,"DCN 1341-00690, DCN 1341-00700"
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,Attenuation absorption optical,OPTAA,OPTTEMP,"DCN 1341-00690, DCN 1341-00700"
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,spectral irradiance,SPKIR,OPTATTS,DCN 1341-00740
CE07SHSM-RI003,Endurance WA Shelf Surface Mooring,07,SHSM,RI (Mooring Riser),003,spectral irradiance,SPKIR,SPECTIR,DCN 1341-00730
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Flux direct cov HP,FDCHP,FLUXHOT,DCN 1341-00330
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Flux direct cov HP,FDCHP,FLUXMOM,DCN 1341-00320
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Flux direct cov HP,FDCHP,FLUXWET,DCN 1341-00340
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Flux direct cov HP,FDCHP,MOISTUR,DCN 1341-00300
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Flux direct cov HP,FDCHP,MOTFLUX,DCN 1341-00301
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Flux direct cov HP,FDCHP,RELHUMI,"DCN 1341-00280 (FDCHP), DCN 1341-00360 (METBK)"
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Flux direct cov HP,FDCHP,TMPATUR,DCN 1341-00290
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Flux direct cov HP,FDCHP,WINDTUR,DCN 1341-00310
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Meteorology bulk,METBK,BARPRES,DCN 1341-00360
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Meteorology bulk,METBK,CONDSRF,DCN 1341-00360
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Meteorology bulk,METBK,LONGIRR,DCN 1341-00360
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Meteorology bulk,METBK,WINDAVG,DCN 1341-00360
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Meteorology bulk,METBK,SPECHUM,DCN 1341-00370
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Meteorology bulk,METBK,TEMPAIR,DCN 1341-00360
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Meteorology bulk,METBK,TEMPSRF,DCN 1341-00360
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Meteorology bulk,METBK,PRECIPM,DCN 1341-00360
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Meteorology bulk,METBK,RELHUMI,"DCN 1341-00280 (FDCHP), DCN 1341-00360 (METBK)"
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,Meteorology bulk,METBK,SHRTIRR,DCN 1341-00360
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,CO2FLUX,DCN 1341-00270
CE07SHSM-SB001,Endurance WA Shelf Surface Mooring,07,SHSM,SB (Surface Buoy),001,pCO2 air-sea,PCO2A,PCO2ATM,DCN 1341-00260
