Textbox8,tbToday
Data QC Lookup Tables (With DP Levels),Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

LArray_PublicID,SClass_PublicID,ReferenceDesignator,Data_Product_With_Level
CE,METBK,CE09OSSM-SB001-01-METBKA999,TEMPAIR (L1)
CE,METBK,CE09OSSM-SB001-01-METBKA999,TEMPSRF (L1)
CE,METBK,CE09OSSM-SB001-01-METBKA999,WINDAVG (L0)
CE,METBK,CE09OSSM-SB001-01-METBKA999,WINDAVG (L1)
CE,PCO2A,CE09OSSM-SB001-03-PCO2AA999,CO2FLUX (L2)
CE,PCO2A,CE09OSSM-SB001-03-PCO2AA999,PCO2ATM (L1)
CE,PCO2A,CE09OSSM-SB001-03-PCO2AA999,PCO2SSW (L1)
CE,PCO2A,CE09OSSM-SB001-03-PCO2AA999,PRESAIR (L0)
CE,PCO2A,CE09OSSM-SB001-03-PCO2AA999,XCO2ATM (L0)
CE,PCO2A,CE09OSSM-SB001-03-PCO2AA999,XCO2SSW (L0)
CE,VELPT,CE09OSSM-SB001-05-VELPTA999,VELPTMN (L1)
CE,VELPT,CE09OSSM-SB001-05-VELPTA999,VELPTMN (L0)
CE,WAVSS,CE09OSSM-SB001-06-WAVSSA999,WAVSTAT (L0)
CE,WAVSS,CE09OSSM-SB001-06-WAVSSA999,WAVSTAT (L2)
CP,ADCPT,CP01CNSM-MF004-01-ADCPTF999,ECHOINT (L0)
CP,ADCPT,CP01CNSM-MF004-01-ADCPTF999,ECHOINT (L1)
CP,ADCPT,CP01CNSM-MF004-01-ADCPTF999,VELPROF (L0)
CP,ADCPT,CP01CNSM-MF004-01-ADCPTF999,VELPROF (L1)
CP,ADCPT,CP01CNSM-MF004-01-ADCPTF999,WAVSTAT (L0)
CP,ADCPT,CP01CNSM-MF004-01-ADCPTF999,WAVSTAT (L2)
CP,OPTAA,CP01CNSM-MF004-02-OPTAAD999,OPTABSN (L2)
CP,OPTAA,CP01CNSM-MF004-02-OPTAAD999,OPTATTN (L2)
CP,OPTAA,CP01CNSM-MF004-02-OPTAAD999,OPTCREF (L0)
CP,OPTAA,CP01CNSM-MF004-02-OPTAAD999,OPTCSIG (L0)
CP,OPTAA,CP01CNSM-MF004-02-OPTAAD999,OPTTEMP (L0)
CP,OPTAA,CP01CNSM-MF004-02-OPTAAD999,OPTAREF (L0)
CP,OPTAA,CP01CNSM-MF004-02-OPTAAD999,OPTASIG (L0)
CP,DOSTA,CP01CNSM-MF004-03-DOSTAD999,DOCONCS (L0)
CP,DOSTA,CP01CNSM-MF004-03-DOSTAD999,DOXYGEN (L2)
CP,DOSTA,CP01CNSM-MF004-03-DOSTAD999,DOCONCS (L1)
CP,VELPT,CP01CNSM-MF004-04-VELPTA999,VELPTMN (L1)
CP,VELPT,CP01CNSM-MF004-04-VELPTA999,VELPTMN (L0)
CP,PHSEN,CP01CNSM-MF004-05-PHSEND999,ABSTHRM (L0)
CP,PHSEN,CP01CNSM-MF004-05-PHSEND999,PH434SI (L0)
CP,PHSEN,CP01CNSM-MF004-05-PHSEND999,PH578SI (L0)
CP,PHSEN,CP01CNSM-MF004-05-PHSEND999,PHWATER (L1)
CP,PCO2W,CP01CNSM-MF005-01-PCO2WB999,CO2ABS1 (L0)
CP,PCO2W,CP01CNSM-MF005-01-PCO2WB999,CO2ABS2 (L0)
CP,PCO2W,CP01CNSM-MF005-01-PCO2WB999,CO2THRM (L0)
CP,PCO2W,CP01CNSM-MF005-01-PCO2WB999,PCO2WAT (L1)
CP,CTDBP,CP01CNSM-MF005-02-CTDBPD999,CONDWAT (L0)
CP,CTDBP,CP01CNSM-MF005-02-CTDBPD999,CONDWAT (L1)
CP,CTDBP,CP01CNSM-MF005-02-CTDBPD999,DENSITY (L2)
CP,CTDBP,CP01CNSM-MF005-02-CTDBPD999,PRACSAL (L2)
CP,CTDBP,CP01CNSM-MF005-02-CTDBPD999,PRESWAT (L0)
CP,CTDBP,CP01CNSM-MF005-02-CTDBPD999,PRESWAT (L1)
CP,CTDBP,CP01CNSM-MF005-02-CTDBPD999,TEMPWAT (L0)
CP,CTDBP,CP01CNSM-MF005-02-CTDBPD999,TEMPWAT (L1)
CP,ZPLSC,CP01CNSM-MF005-03-ZPLSCC999,SONBSCA (L0)
CP,ZPLSC,CP01CNSM-MF005-03-ZPLSCC999,SONBSCA (L1)
CP,PRESF,CP01CNSM-MF005-04-PRESFB999,SFLPRES (L1)
CP,PRESF,CP01CNSM-MF005-04-PRESFB999,SFLPRES (L0)
CP,OPTAA,CP01CNSM-RI002-02-OPTAAD999,OPTABSN (L2)
CP,OPTAA,CP01CNSM-RI002-02-OPTAAD999,OPTATTN (L2)
CP,OPTAA,CP01CNSM-RI002-02-OPTAAD999,OPTCREF (L0)
CP,OPTAA,CP01CNSM-RI002-02-OPTAAD999,OPTCSIG (L0)
CP,OPTAA,CP01CNSM-RI002-02-OPTAAD999,OPTTEMP (L0)
CP,OPTAA,CP01CNSM-RI002-02-OPTAAD999,OPTAREF (L0)
CP,OPTAA,CP01CNSM-RI002-02-OPTAAD999,OPTASIG (L0)
CP,CTDBP,CP01CNSM-RI002-03-CTDBPC999,CONDWAT (L0)
CP,CTDBP,CP01CNSM-RI002-03-CTDBPC999,CONDWAT (L1)
CP,CTDBP,CP01CNSM-RI002-03-CTDBPC999,DENSITY (L2)
CP,CTDBP,CP01CNSM-RI002-03-CTDBPC999,PRACSAL (L2)
CP,CTDBP,CP01CNSM-RI002-03-CTDBPC999,PRESWAT (L0)
CP,CTDBP,CP01CNSM-RI002-03-CTDBPC999,PRESWAT (L1)
CP,CTDBP,CP01CNSM-RI002-03-CTDBPC999,TEMPWAT (L0)
CP,CTDBP,CP01CNSM-RI002-03-CTDBPC999,TEMPWAT (L1)
CP,VELPT,CP01CNSM-RI002-04-VELPTA999,VELPTMN (L1)
CP,VELPT,CP01CNSM-RI002-04-VELPTA999,VELPTMN (L0)
CP,NUTNR,CP01CNSM-RI003-01-NUTNRB999,NITROPT (L1)
CP,DOSTA,CP01CNSM-RI003-02-DOSTAD999,DOCONCS (L0)
CP,DOSTA,CP01CNSM-RI003-02-DOSTAD999,DOXYGEN (L2)
CP,DOSTA,CP01CNSM-RI003-02-DOSTAD999,DOCONCS (L1)
CP,PHSEN,CP01CNSM-RI003-03-PHSEND999,ABSTHRM (L0)
CP,PHSEN,CP01CNSM-RI003-03-PHSEND999,PH434SI (L0)
CP,PHSEN,CP01CNSM-RI003-03-PHSEND999,PH578SI (L0)
CP,PHSEN,CP01CNSM-RI003-03-PHSEND999,PHWATER (L1)
CP,SPKIR,CP01CNSM-RI003-04-SPKIRB999,SPECTIR (L0)
CP,SPKIR,CP01CNSM-RI003-04-SPKIRB999,SPECTIR (L1)
CP,FLORT,CP01CNSM-RI003-05-FLORTD999,CDOMFLO (L0)
CP,FLORT,CP01CNSM-RI003-05-FLORTD999,CDOMFLO (L1)
CP,FLORT,CP01CNSM-RI003-05-FLORTD999,CHLAFLO (L0)
CP,FLORT,CP01CNSM-RI003-05-FLORTD999,CHLAFLO (L1)
CP,FLORT,CP01CNSM-RI003-05-FLORTD999,FLUBSCT (L0)
CP,FLORT,CP01CNSM-RI003-05-FLORTD999,FLUBSCT (L1)
CP,METBK,CP01CNSM-SB001-01-METBKA999,BARPRES (L0)
CP,METBK,CP01CNSM-SB001-01-METBKA999,BARPRES (L1)
CP,METBK,CP01CNSM-SB001-01-METBKA999,CONDSRF (L1)
CP,METBK,CP01CNSM-SB001-01-METBKA999,LONGIRR (L1)
CP,METBK,CP01CNSM-SB001-01-METBKA999,PRECIPM (L1)
CP,METBK,CP01CNSM-SB001-01-METBKA999,RELHUMI (L1)
CP,METBK,CP01CNSM-SB001-01-METBKA999,SPHUM2M (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,NETLIRR  (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,SENSFLX  (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,RAINFLX (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,HEATFLX  (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,FRSHFLX  (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,MOMMFLX (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,LATNFLX  (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,SALSURF (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,WIND10M (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,TEMPA2M (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,RAINRTE (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,NETSIRR  (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,SHRTIRR (L1)
CP,METBK,CP01CNSM-SB001-01-METBKA999,SPECHUM (L2)
CP,METBK,CP01CNSM-SB001-01-METBKA999,TEMPAIR (L1)
CP,METBK,CP01CNSM-SB001-01-METBKA999,TEMPSRF (L1)
CP,METBK,CP01CNSM-SB001-01-METBKA999,WINDAVG (L0)
CP,METBK,CP01CNSM-SB001-01-METBKA999,WINDAVG (L1)
CP,METBK,CP01CNSM-SB001-02-METBKA999,BARPRES (L0)
CP,METBK,CP01CNSM-SB001-02-METBKA999,BARPRES (L1)
CP,METBK,CP01CNSM-SB001-02-METBKA999,CONDSRF (L1)
CP,METBK,CP01CNSM-SB001-02-METBKA999,LONGIRR (L1)
CP,METBK,CP01CNSM-SB001-02-METBKA999,PRECIPM (L1)
CP,METBK,CP01CNSM-SB001-02-METBKA999,RELHUMI (L1)
CP,METBK,CP01CNSM-SB001-02-METBKA999,SPHUM2M (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,NETLIRR  (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,SENSFLX  (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,RAINFLX (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,HEATFLX  (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,FRSHFLX  (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,MOMMFLX (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,LATNFLX  (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,SALSURF (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,WIND10M (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,TEMPA2M (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,RAINRTE (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,NETSIRR  (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,SHRTIRR (L1)
CP,METBK,CP01CNSM-SB001-02-METBKA999,SPECHUM (L2)
CP,METBK,CP01CNSM-SB001-02-METBKA999,TEMPAIR (L1)
CP,METBK,CP01CNSM-SB001-02-METBKA999,TEMPSRF (L1)
CP,METBK,CP01CNSM-SB001-02-METBKA999,WINDAVG (L0)
CP,METBK,CP01CNSM-SB001-02-METBKA999,WINDAVG (L1)
CP,PCO2A,CP01CNSM-SB001-03-PCO2AA999,CO2FLUX (L2)
CP,PCO2A,CP01CNSM-SB001-03-PCO2AA999,PCO2ATM (L1)
CP,PCO2A,CP01CNSM-SB001-03-PCO2AA999,PCO2SSW (L1)
CP,PCO2A,CP01CNSM-SB001-03-PCO2AA999,PRESAIR (L0)
CP,PCO2A,CP01CNSM-SB001-03-PCO2AA999,XCO2ATM (L0)
CP,PCO2A,CP01CNSM-SB001-03-PCO2AA999,XCO2SSW (L0)
CP,WAVSS,CP01CNSM-SB001-04-WAVSSA999,WAVSTAT (L0)
CP,WAVSS,CP01CNSM-SB001-04-WAVSSA999,WAVSTAT (L2)
CP,FDCHP,CP01CNSM-SB001-05-FDCHPA999,FLUXHOT (L2)
CP,FDCHP,CP01CNSM-SB001-05-FDCHPA999,FLUXMOM (L2)
CP,FDCHP,CP01CNSM-SB001-05-FDCHPA999,MOTFLUX (L0)
CP,FDCHP,CP01CNSM-SB001-05-FDCHPA999,TMPATUR (L0)
CP,FDCHP,CP01CNSM-SB001-05-FDCHPA999,TMPATUR (L1)
CP,FDCHP,CP01CNSM-SB001-05-FDCHPA999,WINDTUR (L0)
CP,FDCHP,CP01CNSM-SB001-05-FDCHPA999,WINDTUR (L1)
CP,OPTAA,CP01CNSP-SP001-02-OPTAAJ999,OPTABSN (L2)
CP,OPTAA,CP01CNSP-SP001-02-OPTAAJ999,OPTATTN (L2)
CP,OPTAA,CP01CNSP-SP001-02-OPTAAJ999,OPTCREF (L0)
CP,OPTAA,CP01CNSP-SP001-02-OPTAAJ999,OPTCSIG (L0)
CP,OPTAA,CP01CNSP-SP001-02-OPTAAJ999,OPTTEMP (L0)
CP,OPTAA,CP01CNSP-SP001-02-OPTAAJ999,OPTAREF (L0)
CP,OPTAA,CP01CNSP-SP001-02-OPTAAJ999,OPTASIG (L0)
CP,NUTNR,CP01CNSP-SP001-03-NUTNRJ999,NITROPT (L1)
CP,VELPT,CP01CNSP-SP001-05-VELPTJ999,VELPTMN (L1)
CP,VELPT,CP01CNSP-SP001-05-VELPTJ999,VELPTMN (L0)
CP,DOSTA,CP01CNSP-SP001-06-DOSTAJ999,DOCONCS (L0)
CP,DOSTA,CP01CNSP-SP001-06-DOSTAJ999,DOXYGEN (L2)
CP,DOSTA,CP01CNSP-SP001-06-DOSTAJ999,DOCONCS (L1)
CP,SPKIR,CP01CNSP-SP001-07-SPKIRJ999,SPECTIR (L0)
CP,SPKIR,CP01CNSP-SP001-07-SPKIRJ999,SPECTIR (L1)
CP,CTDPF,CP01CNSP-SP001-08-CTDPFJ999,CONDWAT (L0)
CP,CTDPF,CP01CNSP-SP001-08-CTDPFJ999,CONDWAT (L1)
CP,CTDPF,CP01CNSP-SP001-08-CTDPFJ999,DENSITY (L2)
CP,CTDPF,CP01CNSP-SP001-08-CTDPFJ999,PRACSAL (L2)
CP,CTDPF,CP01CNSP-SP001-08-CTDPFJ999,PRESWAT (L0)
CP,CTDPF,CP01CNSP-SP001-08-CTDPFJ999,PRESWAT (L1)
CP,CTDPF,CP01CNSP-SP001-08-CTDPFJ999,TEMPWAT (L0)
CP,CTDPF,CP01CNSP-SP001-08-CTDPFJ999,TEMPWAT (L1)
CP,FLORT,CP01CNSP-SP001-09-FLORTJ999,CDOMFLO (L0)
CP,FLORT,CP01CNSP-SP001-09-FLORTJ999,CDOMFLO (L1)
CP,FLORT,CP01CNSP-SP001-09-FLORTJ999,CHLAFLO (L0)
CP,FLORT,CP01CNSP-SP001-09-FLORTJ999,CHLAFLO (L1)
CP,FLORT,CP01CNSP-SP001-09-FLORTJ999,FLUBSCT (L0)
CP,FLORT,CP01CNSP-SP001-09-FLORTJ999,FLUBSCT (L1)
CP,PARAD,CP01CNSP-SP001-10-PARADJ999,OPTPARW (L0)
CP,PARAD,CP01CNSP-SP001-10-PARADJ999,OPTPARW (L1)
CP,ADCPT,CP02PMCI-RI001-01-ADCPTG999,ECHOINT (L0)
CP,ADCPT,CP02PMCI-RI001-01-ADCPTG999,ECHOINT (L1)
CP,ADCPT,CP02PMCI-RI001-01-ADCPTG999,VELPROF (L0)
CP,ADCPT,CP02PMCI-RI001-01-ADCPTG999,VELPROF (L1)
CP,ADCPT,CP02PMCI-RI001-01-ADCPTG999,WAVSTAT (L0)
CP,ADCPT,CP02PMCI-RI001-01-ADCPTG999,WAVSTAT (L2)
CP,VEL3D,CP02PMCI-WF001-01-VEL3DK999,VELPTMN (L0)
CP,VEL3D,CP02PMCI-WF001-01-VEL3DK999,VELPTMN (L1)
CP,VEL3D,CP02PMCI-WF001-01-VEL3DK999,VELPTTU (L0)
CP,VEL3D,CP02PMCI-WF001-01-VEL3DK999,VELPTTU (L1)
CP,DOFST,CP02PMCI-WF001-02-DOFSTK999,DOCONCF (L2)
CP,DOFST,CP02PMCI-WF001-02-DOFSTK999,DOCONCF (L0)
CP,CTDPF,CP02PMCI-WF001-03-CTDPFK999,CONDWAT (L0)
CP,CTDPF,CP02PMCI-WF001-03-CTDPFK999,CONDWAT (L1)
CP,CTDPF,CP02PMCI-WF001-03-CTDPFK999,DENSITY (L2)
CP,CTDPF,CP02PMCI-WF001-03-CTDPFK999,PRACSAL (L2)
CP,CTDPF,CP02PMCI-WF001-03-CTDPFK999,PRESWAT (L0)
CP,CTDPF,CP02PMCI-WF001-03-CTDPFK999,PRESWAT (L1)
CP,CTDPF,CP02PMCI-WF001-03-CTDPFK999,TEMPWAT (L0)
CP,CTDPF,CP02PMCI-WF001-03-CTDPFK999,TEMPWAT (L1)
CP,FLORT,CP02PMCI-WF001-04-FLORTK999,CDOMFLO (L0)
CP,FLORT,CP02PMCI-WF001-04-FLORTK999,CDOMFLO (L1)
CP,FLORT,CP02PMCI-WF001-04-FLORTK999,CHLAFLO (L0)
CP,FLORT,CP02PMCI-WF001-04-FLORTK999,CHLAFLO (L1)
CP,FLORT,CP02PMCI-WF001-04-FLORTK999,FLUBSCT (L0)
CP,FLORT,CP02PMCI-WF001-04-FLORTK999,FLUBSCT (L1)
CP,PARAD,CP02PMCI-WF001-05-PARADK999,OPTPARW (L0)
CP,PARAD,CP02PMCI-WF001-05-PARADK999,OPTPARW (L1)
CP,ADCPT,CP02PMCO-RI001-01-ADCPTG999,ECHOINT (L0)
CP,ADCPT,CP02PMCO-RI001-01-ADCPTG999,ECHOINT (L1)
CP,ADCPT,CP02PMCO-RI001-01-ADCPTG999,VELPROF (L0)
CP,ADCPT,CP02PMCO-RI001-01-ADCPTG999,VELPROF (L1)
CP,ADCPT,CP02PMCO-RI001-01-ADCPTG999,WAVSTAT (L0)
CP,ADCPT,CP02PMCO-RI001-01-ADCPTG999,WAVSTAT (L2)
CP,VEL3D,CP02PMCO-WF001-01-VEL3DK999,VELPTMN (L0)
CP,VEL3D,CP02PMCO-WF001-01-VEL3DK999,VELPTMN (L1)
CP,VEL3D,CP02PMCO-WF001-01-VEL3DK999,VELPTTU (L0)
CP,VEL3D,CP02PMCO-WF001-01-VEL3DK999,VELPTTU (L1)
CP,DOFST,CP02PMCO-WF001-02-DOFSTK999,DOCONCF (L2)
CP,DOFST,CP02PMCO-WF001-02-DOFSTK999,DOCONCF (L0)
CP,CTDPF,CP02PMCO-WF001-03-CTDPFK999,CONDWAT (L0)
CP,CTDPF,CP02PMCO-WF001-03-CTDPFK999,CONDWAT (L1)
CP,CTDPF,CP02PMCO-WF001-03-CTDPFK999,DENSITY (L2)
CP,CTDPF,CP02PMCO-WF001-03-CTDPFK999,PRACSAL (L2)
CP,CTDPF,CP02PMCO-WF001-03-CTDPFK999,PRESWAT (L0)
CP,CTDPF,CP02PMCO-WF001-03-CTDPFK999,PRESWAT (L1)
CP,CTDPF,CP02PMCO-WF001-03-CTDPFK999,TEMPWAT (L0)
CP,CTDPF,CP02PMCO-WF001-03-CTDPFK999,TEMPWAT (L1)
CP,FLORT,CP02PMCO-WF001-04-FLORTK999,CDOMFLO (L0)
CP,FLORT,CP02PMCO-WF001-04-FLORTK999,CDOMFLO (L1)
CP,FLORT,CP02PMCO-WF001-04-FLORTK999,CHLAFLO (L0)
CP,FLORT,CP02PMCO-WF001-04-FLORTK999,CHLAFLO (L1)
CP,FLORT,CP02PMCO-WF001-04-FLORTK999,FLUBSCT (L0)
CP,FLORT,CP02PMCO-WF001-04-FLORTK999,FLUBSCT (L1)
CP,PARAD,CP02PMCO-WF001-05-PARADK999,OPTPARW (L0)
CP,PARAD,CP02PMCO-WF001-05-PARADK999,OPTPARW (L1)
CP,ADCPT,CP02PMUI-RI001-01-ADCPTG999,ECHOINT (L0)
CP,ADCPT,CP02PMUI-RI001-01-ADCPTG999,ECHOINT (L1)
CP,ADCPT,CP02PMUI-RI001-01-ADCPTG999,VELPROF (L0)
CP,ADCPT,CP02PMUI-RI001-01-ADCPTG999,VELPROF (L1)
CP,ADCPT,CP02PMUI-RI001-01-ADCPTG999,WAVSTAT (L0)
CP,ADCPT,CP02PMUI-RI001-01-ADCPTG999,WAVSTAT (L2)
CP,VEL3D,CP02PMUI-WF001-01-VEL3DK999,VELPTMN (L0)
CP,VEL3D,CP02PMUI-WF001-01-VEL3DK999,VELPTMN (L1)
CP,VEL3D,CP02PMUI-WF001-01-VEL3DK999,VELPTTU (L0)
CP,VEL3D,CP02PMUI-WF001-01-VEL3DK999,VELPTTU (L1)
CP,DOFST,CP02PMUI-WF001-02-DOFSTK999,DOCONCF (L2)
CP,DOFST,CP02PMUI-WF001-02-DOFSTK999,DOCONCF (L0)
CP,CTDPF,CP02PMUI-WF001-03-CTDPFK999,CONDWAT (L0)
CP,CTDPF,CP02PMUI-WF001-03-CTDPFK999,CONDWAT (L1)
CP,CTDPF,CP02PMUI-WF001-03-CTDPFK999,DENSITY (L2)
CP,CTDPF,CP02PMUI-WF001-03-CTDPFK999,PRACSAL (L2)
CP,CTDPF,CP02PMUI-WF001-03-CTDPFK999,PRESWAT (L0)
CP,CTDPF,CP02PMUI-WF001-03-CTDPFK999,PRESWAT (L1)
CP,CTDPF,CP02PMUI-WF001-03-CTDPFK999,TEMPWAT (L0)
CP,CTDPF,CP02PMUI-WF001-03-CTDPFK999,TEMPWAT (L1)
CP,FLORT,CP02PMUI-WF001-04-FLORTK999,CDOMFLO (L0)
CP,FLORT,CP02PMUI-WF001-04-FLORTK999,CDOMFLO (L1)
CP,FLORT,CP02PMUI-WF001-04-FLORTK999,CHLAFLO (L0)
CP,FLORT,CP02PMUI-WF001-04-FLORTK999,CHLAFLO (L1)
CP,FLORT,CP02PMUI-WF001-04-FLORTK999,FLUBSCT (L0)
CP,FLORT,CP02PMUI-WF001-04-FLORTK999,FLUBSCT (L1)
CP,PARAD,CP02PMUI-WF001-05-PARADK999,OPTPARW (L0)
CP,PARAD,CP02PMUI-WF001-05-PARADK999,OPTPARW (L1)
CP,ADCPS,CP02PMUO-RI001-01-ADCPSL999,ECHOINT (L0)
CP,ADCPS,CP02PMUO-RI001-01-ADCPSL999,ECHOINT (L1)
CP,ADCPS,CP02PMUO-RI001-01-ADCPSL999,VELPROF (L0)
CP,ADCPS,CP02PMUO-RI001-01-ADCPSL999,VELPROF (L1)
CP,VEL3D,CP02PMUO-WF001-01-VEL3DK999,VELPTMN (L0)
CP,VEL3D,CP02PMUO-WF001-01-VEL3DK999,VELPTMN (L1)
CP,VEL3D,CP02PMUO-WF001-01-VEL3DK999,VELPTTU (L0)
CP,VEL3D,CP02PMUO-WF001-01-VEL3DK999,VELPTTU (L1)
CP,DOFST,CP02PMUO-WF001-02-DOFSTK999,DOCONCF (L2)
CP,DOFST,CP02PMUO-WF001-02-DOFSTK999,DOCONCF (L0)
CP,CTDPF,CP02PMUO-WF001-03-CTDPFK999,CONDWAT (L0)
CP,CTDPF,CP02PMUO-WF001-03-CTDPFK999,CONDWAT (L1)
CP,CTDPF,CP02PMUO-WF001-03-CTDPFK999,DENSITY (L2)
CP,CTDPF,CP02PMUO-WF001-03-CTDPFK999,PRACSAL (L2)
CP,CTDPF,CP02PMUO-WF001-03-CTDPFK999,PRESWAT (L0)
CP,CTDPF,CP02PMUO-WF001-03-CTDPFK999,PRESWAT (L1)
CP,CTDPF,CP02PMUO-WF001-03-CTDPFK999,TEMPWAT (L0)
CP,CTDPF,CP02PMUO-WF001-03-CTDPFK999,TEMPWAT (L1)
CP,FLORT,CP02PMUO-WF001-04-FLORTK999,CDOMFLO (L0)
CP,FLORT,CP02PMUO-WF001-04-FLORTK999,CDOMFLO (L1)
CP,FLORT,CP02PMUO-WF001-04-FLORTK999,CHLAFLO (L0)
CP,FLORT,CP02PMUO-WF001-04-FLORTK999,CHLAFLO (L1)
CP,FLORT,CP02PMUO-WF001-04-FLORTK999,FLUBSCT (L0)
CP,FLORT,CP02PMUO-WF001-04-FLORTK999,FLUBSCT (L1)
CP,PARAD,CP02PMUO-WF001-05-PARADK999,OPTPARW (L0)
CP,PARAD,CP02PMUO-WF001-05-PARADK999,OPTPARW (L1)
CP,DOSTA,CP03ISSM-MF004-01-DOSTAD999,DOCONCS (L0)
CP,DOSTA,CP03ISSM-MF004-01-DOSTAD999,DOXYGEN (L2)
CP,DOSTA,CP03ISSM-MF004-01-DOSTAD999,DOCONCS (L1)
CP,VELPT,CP03ISSM-MF004-03-VELPTA999,VELPTMN (L1)
CP,VELPT,CP03ISSM-MF004-03-VELPTA999,VELPTMN (L0)
CP,CTDBP,CP03ISSM-MF004-04-CTDBPD999,CONDWAT (L0)
CP,CTDBP,CP03ISSM-MF004-04-CTDBPD999,CONDWAT (L1)
CP,CTDBP,CP03ISSM-MF004-04-CTDBPD999,DENSITY (L2)
CP,CTDBP,CP03ISSM-MF004-04-CTDBPD999,PRACSAL (L2)
CP,CTDBP,CP03ISSM-MF004-04-CTDBPD999,PRESWAT (L0)
CP,CTDBP,CP03ISSM-MF004-04-CTDBPD999,PRESWAT (L1)
CP,CTDBP,CP03ISSM-MF004-04-CTDBPD999,TEMPWAT (L0)
CP,CTDBP,CP03ISSM-MF004-04-CTDBPD999,TEMPWAT (L1)
CP,PHSEN,CP03ISSM-MF004-05-PHSEND999,ABSTHRM (L0)
CP,PHSEN,CP03ISSM-MF004-05-PHSEND999,PH434SI (L0)
CP,PHSEN,CP03ISSM-MF004-05-PHSEND999,PH578SI (L0)
CP,PHSEN,CP03ISSM-MF004-05-PHSEND999,PHWATER (L1)
CP,PCO2W,CP03ISSM-MF005-01-PCO2WB999,CO2ABS1 (L0)
CP,PCO2W,CP03ISSM-MF005-01-PCO2WB999,CO2ABS2 (L0)
CP,PCO2W,CP03ISSM-MF005-01-PCO2WB999,CO2THRM (L0)
CP,PCO2W,CP03ISSM-MF005-01-PCO2WB999,PCO2WAT (L1)
CP,PRESF,CP03ISSM-MF005-02-PRESFB999,SFLPRES (L1)
CP,PRESF,CP03ISSM-MF005-02-PRESFB999,SFLPRES (L0)
CP,ADCPT,CP03ISSM-MF005-03-ADCPTF999,ECHOINT (L0)
CP,ADCPT,CP03ISSM-MF005-03-ADCPTF999,ECHOINT (L1)
CP,ADCPT,CP03ISSM-MF005-03-ADCPTF999,VELPROF (L0)
CP,ADCPT,CP03ISSM-MF005-03-ADCPTF999,VELPROF (L1)
CP,ADCPT,CP03ISSM-MF005-03-ADCPTF999,WAVSTAT (L0)
CP,ADCPT,CP03ISSM-MF005-03-ADCPTF999,WAVSTAT (L2)
CP,OPTAA,CP03ISSM-MF005-04-OPTAAD999,OPTABSN (L2)
CP,OPTAA,CP03ISSM-MF005-04-OPTAAD999,OPTATTN (L2)
CP,OPTAA,CP03ISSM-MF005-04-OPTAAD999,OPTCREF (L0)
CP,OPTAA,CP03ISSM-MF005-04-OPTAAD999,OPTCSIG (L0)
CP,OPTAA,CP03ISSM-MF005-04-OPTAAD999,OPTTEMP (L0)
CP,OPTAA,CP03ISSM-MF005-04-OPTAAD999,OPTAREF (L0)
CP,OPTAA,CP03ISSM-MF005-04-OPTAAD999,OPTASIG (L0)
CP,ZPLSC,CP03ISSM-MF005-05-ZPLSCC999,SONBSCA (L0)
CP,ZPLSC,CP03ISSM-MF005-05-ZPLSCC999,SONBSCA (L1)
CP,PHSEN,CP03ISSM-RI002-01-PHSEND999,ABSTHRM (L0)
CP,PHSEN,CP03ISSM-RI002-01-PHSEND999,PH434SI (L0)
CP,PHSEN,CP03ISSM-RI002-01-PHSEND999,PH578SI (L0)
CP,PHSEN,CP03ISSM-RI002-01-PHSEND999,PHWATER (L1)
CP,OPTAA,CP03ISSM-RI002-02-OPTAAD999,OPTABSN (L2)
CP,OPTAA,CP03ISSM-RI002-02-OPTAAD999,OPTATTN (L2)
CP,OPTAA,CP03ISSM-RI002-02-OPTAAD999,OPTCREF (L0)
